Вопрос,Ответ,Gemini,Результат
23,"У БОЛЬНЫХ ИНФЕКЦИОННЫМ ЭНДОКАРДИТОМ В РЕЗУЛЬТАТЕ ЭМБОЛИИ МЕЛКИХ АРТЕРИЙ КРОВОИЗЛИЯНИЯМИ В СЕТЧАТКУ ЯВЛЯЮТСЯ ПЯТНА:        
А Рота
Б Ослера
В Лукина-Либмана
Г Джейнуэя

",А Рота,"## **Правильный ответ:** **В) Пятна Лукина-Либмана**

**Обоснование:**

* **Пятна Рота** - это мелкие кровоизлияния в конъюнктиву, не связанные с инфекционным эндокардитом.
* **Пятна Ослера** - это болезненные узелки, которые чаще всего появляются на пальцах рук и ног. Они также не являются специфичными для инфекционного эндокардита.
* **Пятна Джейнуэя** - это геморрагические инфаркты ладоней и стоп. Они встречаются редко и не являются диагностическим признаком инфекционного эндокардита.
* **Пятна Лукина-Либмана** - это беловато-желтые пятна, которые появляются на сетчатке в результате эмболии мелких артерий. Они являются одним из наиболее характерных симптомов инфекционного эндокардита.

**Дополнительная информация:**

* Пятна Лукина-Либмана обычно имеют овальную или круглую форму и располагаются по периферии сетчатки.
* Они могут быть единичными или множественными.
* Пятна Лукина-Либмана могут исчезать и появляться снова по мере развития инфекционного эндокардита.

**Источники:**

* Инфекционный эндокардит - описание, причины, симптомы, диагностика и лечение: [неправильный URL удален]
* Пятна Лукина-Либмана: [https://www.msdmanuals.com/ru/%D0%BF%D1%80%D0%BE%D1%84%D0%B5%D1%81%D1%81%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9/%D0%BD%D0%B0%D1%80%D1%83%D1%88%D0%B5%D0%BD%D0%B8%D1%8F-%D1%81%D0%B5%D1%80%D0%B4%D0%B5%D1%87%D0%BD%D0%BE-%D1%81%D0%BE%D1%81%D1%83%D0%B4%D0%B8%D1%81%D1%82%D0%BE%D0%B9-%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D1%8B/%D1%8D%D0%BD%D0%B4%D0%BE%D0%BA%D0%B0%D1%80%D0%B4%D0%B8%D1%82/%D0%B8%D0%BD%D1%84%D0%B5%D0%BA%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9-%D1%8D%D0%BD%D0%B4%D0%BE%D0%BA%D0%B0%D1%80%D0%B4%D0%B8%D1%82](https://www.msdmanuals.com/ru/%D0%BF%D1%80%D0%BE%D1%84%D0%B5%D1%81%D1%81%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9/%D0%BD%D0%B0%D1%80%D1%83%D1%88%D0%B5%D0%BD%D0%B8%D1%8F-%D1%81%D0%B5%D1%80%D0%B4%D0%B5%D1%87%D0%BD%D0%BE-%D1%81%D0%BE%D1%81%D1%83%D0%B4%D0%B8%D1%81%D1%82%D0%BE%D0%B9-%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D1%8B/%D1%8D%D0%BD%D0%B4%D0%BE%D0%BA%D0%B0%D1%80%D0%B4%D0%B8%D1%82/%D0%B8%D0%BD%D1%84%D0%B5%D0%BA%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9-%D1%8D%D0%BD%D0%B4%D0%BE%D0%BA%D0%B0%D1%80%D0%B4%D0%B8%D1%82)

",-1
24,"ПРИ ГИПЕРТОНИЧЕСКОМ КРИЗЕ НА ФОНЕ ФЕОХРОМОЦИТОМЫ НАЗНАЧАЮТ:        
А внутривенное введение 1,0 мл эналаприлата раствора 1,25% в 50 мл физраствора
Б бета-адреноблокаторы (пропранолол 40 мг) сублингвально, затем переходят на пероральный прием (атенолол 100 мг)
В фентоламин (2-4 мг каждые 5-10 мин.) или нитропруссид натрия до купирования криза или урапидил 0,5% 5 мл внутривенно струйно, затем пероральный прием альфа-блокаторов
Г внутривенное введение бета-адреноблокаторов (обзидан 5-10 мг)

","В фентоламин (2-4 мг каждые 5-10 мин.) или нитропруссид натрия до купирования криза или урапидил 0,5% 5 мл внутривенно струйно, затем пероральный прием альфа-блокаторов","**Правильный ответ:** **В** фентоламин (2-4 мг каждые 5-10 мин.) или нитропруссид натрия до купирования криза или урапидил 0,5% 5 мл внутривенно струйно, затем пероральный прием альфа-блокаторов.

**Обоснование:**

* **При феохромоцитоме гипертонический криз** обусловлен **избыточной продукцией катехоламинов**, что приводит к **повышенному сосудистому сопротивлению** и **тахикардии**.
* **Альфа-блокаторы** (фентоламин, урапидил) **блокируют альфа-адренорецепторы**, расслабляя сосуды и **снижая артериальное давление**.
* **Бета-блокаторы** (пропранолол, обзидан) **противопоказаны** при феохромоцитоме на фоне гипертонического криза, так как они могут:
    * **Усилить тахикардию** за счет **бета-адренергической стимуляции**, вызванной катехоламинами.
    * **Спровоцировать парадоксальную гипертензию** за счет **непропорционального** **блокады** **бета-адренорецепторов** в сосудах.
* **Эналаприлат** (ингибитор АПФ) **не является препаратом выбора** для купирования гипертонического криза при феохромоцитоме, так как его действие развивается **медленно**.

**Важно:**

* **Лечение гипертонического криза при феохромоцитоме** должно проводиться **в условиях стационара**.
* **До назначения** **антигипертензивных препаратов** необходимо **устранить гиповолемию** (ввести 0,9% раствор натрия хлорида).
* **Выбор** **конкретного** **антигипертензивного препарата** и **дозировка** **определяются** **индивидуально** с учетом **тяжести** **криза**, **сопутствующих** **заболеваний** и **переносимости** **лекарств**.

**Дополнительные сведения:**

* **[https://ru.wikipedia.org/wiki/%D0%A4%D0%B5%D0%BE%D1%85%D1%80%D0%BE%D0%BC%D0%BE%D1%86%D0%B8%D1%82%D0%BE%D0%BC%D0%B0](https://ru.wikipedia.org/wiki/%D0%A4%D0%B5%D0%BE%D1%85%D1%80%D0%BE%D0%BC%D0%BE%D1%86%D0%B8%D1%82%D0%BE%D0%BC%D0%B0)**
* **[https://www.gosmed.ru/lechebnaya-deyatelnost/spravochnik-zabolevaniy/endokrinologiya-bolezny/feokhromotsitoma-nadpochechnika/](https://www.gosmed.ru/lechebnaya-deyatelnost/spravochnik-zabolevaniy/endokrinologiya-bolezny/feokhromotsitoma-nadpochechnika/)**
* **[https://www.smclinic.ru/diseases/gipertonicheskiy-kriz/](https://www.smclinic.ru/diseases/gipertonicheskiy-kriz/)**
",1
25,"ЭФФЕКТИВНЫМИ ГИПОТЕНЗИВНЫМИ СРЕДСТВАМИ ПРИ МОНОТЕРАПИИ, НЕ ОКАЗЫВАЮЩИМИ ОТРИЦАТЕЛЬНОГО ВЛИЯНИЯ НА СЕРДЕЧНО-СОСУДИСТЫЕ РИСКИ, ЯВЛЯЮТСЯ:        
А бета-адреноблокаторы
Б мочегонные препараты
В антагонисты кальция
Г препараты центрального действия

",В антагонисты кальция,"## **Ответ:** **В) антагонисты кальция**

**Обоснование:**

* **Бета-адреноблокаторы:** могут снижать ЧСС и сократимость миокарда, что потенциально может привести к ухудшению функции левого желудочка у пациентов с сердечной недостаточностью.
* **Мочегонные препараты:** могут вызывать гиповолемию, гипокалиемию и гипомагниемию, что может увеличить риск аритмии.
* **Препараты центрального действия:** могут вызывать побочные эффекты со стороны ЦНС, такие как седация, головокружение и депрессия.

**Антагонисты кальция:**

* **Доказано снижают риск сердечно-сосудистых осложнений**, таких как инфаркт миокарда и инсульт.
* **Хорошо переносятся** и имеют **меньше побочных эффектов**, чем другие классы антигипертензивных препаратов.
* **Эффективны** в **лечении гипертонии** у пациентов с **различными сопутствующими заболеваниями**, такими как сахарный диабет, ишемическая болезнь сердца и хроническая болезнь почек.

**Важно отметить:**

* Выбор антигипертензивного препарата должен осуществляться **врачом** с учетом **индивидуальных особенностей** пациента.
* **Монотерапия** может быть **неэффективна** у пациентов с **тяжелой гипертонией**. В таких случаях может потребоваться **комбинированная терапия**.

**Дополнительные сведения:**

* ""Антагонисты кальция: URL Антагонисты кальция""
* ""Гипертония: URL Гипертония""
* ""Лечение гипертонии: URL Лечение гипертонии""
",1
26,"ПО ДАННЫМ ЭКГ: УГОЛ а = +5°, ЗУБЕЦ R1=20 мм, ЗУБЕЦ R aVL=16 мм, ЗУБЕЦ R V6=27 мм, ЗУБЕЦ S III=8 мм, ЗУБЕЦ Т V1 БОЛЬШЕ ЗУБЦА Т V6, ПРОДОЛЖИТЕЛЬНОСТЬ КОМПЛЕКСА QRS=0,11 сек МОЖНО СДЕЛАТЬ ЗАКЛЮЧЕНИЕ:        
А гипертрофия правого желудочка
Б вариант нормы
В полная блокада левой ножки пучка Гиса
Г гипертрофия левого желудочка

",Г гипертрофия левого желудочка,"## **Ответ:** В - **полная блокада левой ножки пучка Гиса**.

**Обоснование:**

* **Угол α = +5°:** указывает на отклонение электрической оси сердца влево, что может быть признаком блокады левой ножки пучка Гиса.
* **Зубец R V6 > R aVL:** в норме R aVL > R V6. Это говорит о наличии электрокардиографических признаков блокады левой ножки пучка Гиса.
* **Зубец S III = 8 мм:** глубокий зубец S в отведении III может быть признаком гипертрофии левого желудочка, которая часто сопутствует блокаде левой ножки пучка Гиса.
* **Зубец T V1 > T V6:** инверсия зубца T V1 в сочетании с высоким R V6 может быть признаком блокады левой ножки пучка Гиса.
* **Продолжительность комплекса QRS = 0,11 сек:** увеличение ширины комплекса QRS (более 0,10 сек) является одним из главных диагностических критериев блокады левой ножки пучка Гиса.

**Другие варианты ответа не подходят:**

* **А - гипертрофия правого желудочка:** не все ЭКГ признаки указывают на гипертрофию правого желудочка.
* **Б - вариант нормы:** ширина комплекса QRS увеличена, что не является нормой.
* **Г - гипертрофия левого желудочка:** ЭКГ признаки не однозначно указывают на гипертрофию левого желудочка.

**Важно:** для постановки точного диагноза необходимо учитывать не только ЭКГ, но и другие клинические данные.

**Дополнительные сведения:**

* Блокада левой ножки пучка Гиса: [неправильный URL удален]
* ЭКГ при блокаде левой ножки пучка Гиса: [неправильный URL удален]

**Disclaimer:** I am not a medical professional and this information should not be taken as medical advice. Please consult a doctor for diagnosis and treatment.
",-1
27,"ПРИ НАЛИЧИИ БРАДИКАРДИИ У БОЛЬНЫХ АРТЕРИАЛЬНОЙ ГИПЕРТЕНЗИЕЙ НАИБОЛЕЕ БЕЗОПАСНЫМ ЯВЛЯЕТСЯ:        
А амлодипин
Б верапамил
В пропранолол
Г атенолол

",А амлодипин,"## Наиболее безопасным при наличии брадикардии у больных артериальной гипертензией является:

**Г) атенолол**

**Обоснование:**

* **Амлодипин** (группа блокаторов кальциевых каналов) может вызывать брадикардию, что нежелательно при уже имеющемся у пациента замедлении сердечного ритма.
* **Верапамил** (блокатор кальциевых каналов) также может влиять на частоту сердечных сокращений, и его использование при брадикардии требует осторожности.
* **Пропранолол** (бета-блокатор) обладает более выраженным брадикардическим эффектом по сравнению с атенололом, что делает его менее подходящим для пациентов с брадикардией.

**Атенолол** (бета-блокатор) обладает селективностью к β1-адренорецепторам, что обуславливает его меньшую склонность к развитию брадикардии по сравнению с неселективными бета-блокаторами. 

**Дополнительные преимущества атенолола:**

* **Доказанная эффективность** в снижении артериального давления.
* **Относительно низкий риск побочных эффектов**.
* **Удобный режим дозирования** (один раз в день).

**Важно отметить:**

* Выбор антигипертензивного препарата должен осуществляться врачом с учетом индивидуальных особенностей пациента, включая наличие брадикардии.
* При назначении атенолола пациентам с брадикардией необходимо monitorировать частоту сердечных сокращений и при необходимости корректировать дозировку.

**Источники:**

* [https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%82%D0%B0-%D0%B0%D0%B4%D1%80%D0%B5%D0%BD%D0%BE%D0%B1%D0%BB%D0%BE%D0%BA%D0%B0%D1%82%D0%BE%D1%80%D1%8B](https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%82%D0%B0-%D0%B0%D0%B4%D1%80%D0%B5%D0%BD%D0%BE%D0%B1%D0%BB%D0%BE%D0%BA%D0%B0%D1%82%D0%BE%D1%80%D1%8B)
* [https://www.vidal.ru/drugs/atenolol__4050](https://www.vidal.ru/drugs/atenolol__4050)
* [https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%B0%D0%B4%D0%B8%D0%BA%D0%B0%D1%80%D0%B4%D0%B8%D1%8F](https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%B0%D0%B4%D0%B8%D0%BA%D0%B0%D1%80%D0%B4%D0%B8%D1%8F)
",-1
28,"СИЛОВЫЕ УПРАЖНЕНИЯ НЕОБХОДИМО ПОДКЛЮЧАТЬ У БОЛЬНЫХ ИНФАРКТОМ МИОКАРДА НЕ РАНЕЕ ЧЕМ ЧЕРЕЗ _____НЕДЕЛИ/НЕДЕЛЬ ПОСЛЕ НАЧАЛА ЗАБОЛЕВАНИЯ:        
А 2-3
Б 8-9
В 6-7
Г 4-5

",А 2-3,"**Правильный ответ:** **Г) 4-5 недель**

**Обоснование:**

* **Первые 2-3 недели** после инфаркта миокарда пациентам рекомендуется соблюдать **строгий постельный режим** с постепенным увеличением двигательной активности.
* **На 3-4 неделе** можно начинать **лечебную физкультуру (ЛФК)** под наблюдением врача. Упражнения ЛФК в этот период должны быть **низкоинтенсивными**, с небольшой амплитудой движений и без задержки дыхания.
* **К 4-5 неделе** большинство пациентов могут безопасно подключать **силовые упражнения**. Однако важно **постепенно увеличивать нагрузку**, начиная с легких весов и постепенно увеличивая их количество и продолжительность выполнения упражнений.

**Важно:**

* Перед тем, как начать выполнять силовые упражнения, **необходимо обязательно проконсультироваться с врачом**.
* Врач подберет **индивидуальную программу упражнений** с учетом вашего состояния, тяжести инфаркта и других факторов.
* **Следует внимательно прислушиваться к своему организму** и прекращать упражнения при появлении боли, одышки, головокружения или других неприятных симптомов.

**Дополнительные сведения:**

* Реабилитация после инфаркта миокарда: [неправильный URL удален]
* Лечебная физкультура после инфаркта миокарда: [неправильный URL удален]

**Ссылки:**

* [https://vokkc34.ru/ru/for-patients/useful-information/about-health/57-rehabilitation-and-recovery-after-heart-attack](https://vokkc34.ru/ru/for-patients/useful-information/about-health/57-rehabilitation-and-recovery-after-heart-attack)
* [https://gorbolnica2vol.ru/services/recomendations/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0-%D0%A4%D0%B8%D0%B7%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5-%D1%83%D0%BF%D1%80%D0%B0%D0%B6%D0%BD%D0%B5%D0%BD%D0%B8%D1%8F-%D0%BF%D0%BE%D1%81%D0%BB%D0%B5-%D0%B8%D0%BD%D1%84%D0%B0%D1%80%D0%BA%D1%82%D0%B0-%D0%BC%D0%B8%D0%BE%D0%BA%D0%B0%D1%80%D0%B4%D0%B0.pdf](https://gorbolnica2vol.ru/services/recomendations/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0-%D0%A4%D0%B8%D0%B7%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5-%D1%83%D0%BF%D1%80%D0%B0%D0%B6%D0%BD%D0%B5%D0%BD%D0%B8%D1%8F-%D0%BF%D0%BE%D1%81%D0%BB%D0%B5-%D0%B8%D0%BD%D1%84%D0%B0%D1%80%D0%BA%D1%82%D0%B0-%D0%BC%D0%B8%D0%BE%D0%BA%D0%B0%D1%80%D0%B4%D0%B0.pdf)
",-1
29,"КРИТЕРИЕМ КАРДИОЛОГИЧЕСКОГО БОЛЬНОГО С ПРОМЕЖУТОЧНЫМ РИСКОМ ОСЛОЖНЕНИЙ ЯВЛЯЕТСЯ:        
А неосложненный инфаркт миокарда
Б отсутствие патологической симптоматики в покое
В выраженное нарушение насосной функции миокарда (фракция выброса менее 30%)
Г остановка сердца в анамнезе

",А неосложненный инфаркт миокарда,"**Правильный ответ:** Б - отсутствие патологической симптоматики в покое.

**Обоснование:**

* **Неосложненный инфаркт миокарда (А)** и **остановка сердца в анамнезе (Г)** относятся к категории **высокого риска** осложнений.
* **Выраженное нарушение насосной функции миокарда (В)** (фракция выброса менее 30%) также является критерием **высокого риска**.
* **Отсутствие патологической симптоматики в покое (Б)** говорит о том, что у пациента нет острых проявлений сердечно-сосудистой недостаточности, что соответствует категории **промежуточного риска**.

**Дополнительные сведения:**

* К **критериям промежуточного риска** также относятся:
    * **Наличие одного или двух факторов риска:** сахарный диабет, артериальная гипертензия, дислипидемия, курение, ожирение.
    * **Бессимптомная ишемия миокарда**.
    * **Незначительное нарушение функции левого желудочка** (фракция выброса 40-49%).

* **Пациенты с промежуточным риском** требуют тщательного наблюдения и лечения, направленного на снижение риска развития осложнений.

**Источники:**

* [https://scardio.ru/partnery/mezhdunarodnye_organizacii/evropeyskoe_obschestvo_kardiologov_esc/](https://scardio.ru/partnery/mezhdunarodnye_organizacii/evropeyskoe_obschestvo_kardiologov_esc/)
* [https://www.scardio.ru/](https://www.scardio.ru/)
",-1
30,"НА ЗАНЯТИЯХ ЛЕЧЕБНОЙ ФИЗКУЛЬТУРОЙ КАРДИОЛОГИЧЕСКИМ БОЛЬНЫМ СЛЕДУЕТ ДАВАТЬ УПРАЖНЕНИЯ НА:        
А ловкость
Б выносливость
В гибкость
Г увеличение мышечной массы

",Б выносливость,"**Правильный ответ:** Б) выносливость.

**Обоснование:**

* **Цель ЛФК при кардиологических заболеваниях:** улучшить работу сердечно-сосудистой системы, повысить функциональные возможности организма, нормализовать обмен веществ.
* **Упражнения на выносливость:**
    * **Способствуют:**
        * Укреплению сердечной мышцы.
        * Увеличению объема циркулирующей крови.
        * Улучшению кровоснабжения органов и тканей.
        * Повышению выносливости к физическим нагрузкам.
    * **Примеры:**
        * Дозированная ходьба.
        * Плавание.
        * Езда на велосипеде.
        * Лыжные прогулки.
* **Упражнения на ловкость, гибкость и увеличение мышечной массы:**
    * **Могут быть использованы:**
        * В комплексе ЛФК, но не являются приоритетными.
        * Должны выполняться с осторожностью, с учетом индивидуальных особенностей пациента.
    * **При некоторых кардиологических заболеваниях:**
        * Могут быть противопоказаны.

**Таким образом, упражнения на выносливость являются наиболее важными в ЛФК для кардиологических больных.**

**Дополнительные сведения:**

* **ЛФК должна проводиться под наблюдением врача или инструктора.**
* **Комплекс упражнений подбирается индивидуально с учетом:**
    * Диагноза.
    * Степени тяжести заболевания.
    * Функциональных возможностей пациента.
* **Нагрузка должна увеличиваться постепенно.**
* **Важно соблюдать правильную технику выполнения упражнений.**

**Ссылки:**

* Лечебная физкультура при сердечно-сосудистых заболеваниях: [неправильный URL удален]
* ЛФК при ишемической болезни сердца: [неправильный URL удален]
* ЛФК после инфаркта миокарда: [неправильный URL удален]
",1
31,"ПРИ ПРОВЕДЕНИИ ПРОБ С ДОЗИРОВАННОЙ ФИЗИЧЕСКОЙ НАГРУЗКОЙ РАСЧЕТНАЯ ВЕЛИЧИНА ЧАСТОТЫ СЕРДЕЧНЫХ СОКРАЩЕНИЙ, СООТВЕТСТВУЮЩАЯ СУБМАКСИМАЛЬНОМУ УРОВНЮ НАГРУЗКИ:        
А уменьшается с возрастом пациента
Б увеличивается с возрастом пациента
В не зависит от возраста пациента
Г зависит от исходного уровня ЧСС

",А уменьшается с возрастом пациента,"**Правильный ответ:** А) **уменьшается с возрастом пациента**.

**Обоснование:**

Субмаксимальная частота сердечных сокращений (ЧСС) – это ЧСС, соответствующая 75-90% от максимальной ЧСС. Максимальная ЧСС, в свою очередь, имеет тенденцию **снижаться с возрастом**. 

**Формула для расчета субмаксимальной ЧСС:**

* **Субмаксимальная ЧСС = (220 - возраст) * 0,75 - 0,85**

Как видно из формулы, **возраст пациента** является одним из ключевых факторов, **влияющих на субмаксимальную ЧСС**. Чем старше человек, тем ниже будет его субмаксимальная ЧСС.

**Другие варианты ответа:**

* **Б) увеличивается с возрастом пациента** - неверно, так как максимальная ЧСС и, следовательно, субмаксимальная ЧСС, **снижаются с возрастом**.
* **В) не зависит от возраста пациента** - неверно, так как возраст является одним из ключевых факторов, **влияющих на субмаксимальную ЧСС**.
* **Г) зависит от исходного уровня ЧСС** - верно, но **не в полной мере**. Исходный уровень ЧСС может влиять на субмаксимальную ЧСС, но **возраст** играет более значимую роль.

**Важно:**

* При проведении проб с дозированной физической нагрузкой необходимо учитывать **возраст пациента** при расчете субмаксимальной ЧСС.
* Субмаксимальная ЧСС является **индивидуальным показателем** и может меняться у разных людей одного возраста.
* **Следует всегда ориентироваться на самочувствие пациента** во время проведения пробы и при необходимости корректировать нагрузку.

**Дополнительные материалы:**

* Пробы с дозированной физической нагрузкой: [https://compendium.com.ua/clinical-guidelines/cardiology/section-5/glava-2-proby-s-dozirovannoj-fizicheskoj-nagruzkoj/](https://compendium.com.ua/clinical-guidelines/cardiology/section-5/glava-2-proby-s-dozirovannoj-fizicheskoj-nagruzkoj/)
* Расчет максимальной частоты сердечных сокращений: [https://shoppolar.ru/calculate-maximum-heart-rate-running/](https://shoppolar.ru/calculate-maximum-heart-rate-running/)
",1
32,"ПОД КОНЕЧНОЙ ЧАСТЬЮ ЖЕЛУДОЧКОВОГО КОМПЛЕКСА ПОНИМАЮТ:       
А двухфазный или отрицательный зубец R
Б сегмент ST и зубец Т
В отрицательный зубец Р
Г зубец S комплекса QRS

",Б сегмент ST и зубец Т,"**Правильный ответ:** Б) сегмент ST и зубец Т.

**Обоснование:**

* **Двухфазный или отрицательный зубец R:** Зубец R является частью комплекса QRS, который отражает деполяризацию желудочков. Он не является конечной частью желудочкового комплекса.
* **Отрицательный зубец Р:** Зубец Р представляет собой деполяризацию предсердий и не является частью желудочкового комплекса.
* **Зубец S комплекса QRS:** Зубец S, как и зубец R, является частью комплекса QRS и не представляет собой конечную часть желудочкового комплекса.

**Сегмент ST и зубец Т:**

* **Сегмент ST:** представляет собой период изоэлектрической линии между комплексом QRS и зубцом T. Он отражает период, когда желудочки находятся в состоянии плато деполяризации.
* **Зубец Т:** представляет собой реполяризацию желудочков.

Таким образом, сегмент ST и зубец Т вместе отражают реполяризацию желудочков и, следовательно, являются конечной частью желудочкового комплекса.

**Дополнительная информация:**

* Электрокардиография (ЭКГ): [неправильный URL удален] - это метод регистрации электрической активности сердца.
* Желудочковый комплекс - это часть ЭКГ, которая отражает деполяризацию и реполяризацию желудочков.

**Источники:**

* Основы электрокардиографии. Нормальная ЭКГ: [неправильный URL удален]
* ЭКГ: основные элементы, интервалы и сегменты: [неправильный URL удален]

",1
33,"ДВОЙНОЕ ПРОИЗВЕДЕНИЕ – ПОКАЗАТЕЛЬ, В ОПРЕДЕЛЕННОЙ СТЕПЕНИ ОТРАЖАЮЩИЙ ПОТРЕБНОСТЬ МИОКАРДА В КИСЛОРОДЕ, ПРЕДСТАВЛЯЕТ ПРОИЗВЕДЕНИЕ ЧАСТОТЫ СЕРДЕЧНЫХ СОКРАЩЕНИЙ НА:        
А систолическое артериальное давление
Б среднее артериальное давление
В на давление заклинивания легочных капилляров
Г динамическое диастолическое артериальное давление

",А систолическое артериальное давление,"## **Ответ**: А) Систолическое артериальное давление.

**Обоснование**:

1. Двойное произведение (ДП) - это показатель, используемый в кардиологии для оценки потребности миокарда в кислороде. Он рассчитывается как произведение частоты сердечных сокращений (ЧСС) на систолическое артериальное давление (САД):

**ДП = ЧСС * САД**

2. Миокард - это мышечная ткань сердца, которая для своей работы нуждается в кислороде. Кислород доставляется к миокарду с помощью коронарных артерий.

3. Систолическое артериальное давление - это давление крови в артериях во время систолы (сокращения) сердца. 

4. Чем выше ЧСС и САД, тем больше работы требуется от миокарда и тем больше кислорода ему требуется.

5. **Другие варианты ответа не являются корректными**:

* **Среднее артериальное давление (САД)** - это усредненное значение давления крови за один сердечный цикл. 
* **Давление заклинивания легочных капилляров (ДЗЛК)** - это давление крови в легочных капиллярах. 
* **Динамическое диастолическое артериальное давление (ДДАД)** - это диастолическое артериальное давление, которое измеряется с помощью специальных методов.

**Таким образом, ДП,  рассчитанный с использованием САД, является наиболее точным показателем потребности миокарда в кислороде.**


**Дополнительная информация**:

* ДП используется для оценки прогноза у пациентов с сердечно-сосудистыми заболеваниями.
* Повышенный ДП может быть признаком ишемической болезни сердца, сердечной недостаточности и других заболеваний.
* ДП может использоваться для оценки эффективности лечения сердечно-сосудистых заболеваний.

**Источники**:

* National Library of Medicine - Double product: [https://www.ncbi.nlm.nih.gov/books/NBK544354/](https://www.ncbi.nlm.nih.gov/books/NBK544354/)
* Mayo Clinic - Double product: [неправильный URL удален]
",1
34,"КОРОНАРОГРАФИЯ ПРОВОДИТСЯ В:        
А рентгеновском кабинете
Б рентгеноперационной
В кардиохирургической операционной
Г перевязочном кабинете

",Б рентгеноперационной,"## **Правильный ответ: Б) Рентгеноперационной**

**Обоснование:**

* Коронарография – это инвазивное исследование, которое involves the use of X-ray imaging to visualize the coronary arteries.
* Рентгеноперационная – это специализированное помещение, оборудованное как рентгеновским кабинетом, так и операционной.
* В рентгеноперационной имеется:
    * Специальное рентгеновское оборудование, позволяющее проводить  fluoroscopic imaging.
    * Операционное оборудование, необходимое для выполнения инвазивных процедур.
    *  Стерильная среда, необходимая для снижения риска инфекции.

**Другие варианты ответа не подходят:**

* **Рентгеновский кабинет:** не имеет необходимого операционного оборудования.
* **Кардиохирургическая операционная:** используется для проведения более сложных операций, чем коронарография.
* **Перевязочный кабинет:** не имеет ни рентгеновского, ни операционного оборудования.

## **Вывод:**

Коронарография проводится в рентгеноперационной, потому что это помещение  соответствует всем необходимым требованиям безопасности и оснащения.
",1
35,"СИСТОЛИЧЕСКОЕ АРТЕРИАЛЬНОЕ ДАВЛЕНИЕ В ЛЕВОМ ПРЕДСЕРДИИ В НОРМЕ СОСТАВЛЯЕТ (В ММ РТ. СТ.):        
А12-14
Б 20-25
В 8-10
Г 4-5


",В 8-10,"## **Правильный ответ:** **В) 8-10 мм рт. ст.**

**Обоснование:**

* Систолическое артериальное давление (САД) в левом предсердии (ЛП) **значительно ниже**, чем в аорте и других артериях большого круга кровообращения.
* Это связано с низким сопротивлением кровотоку в легочных сосудах, куда кровь из ЛП поступает во время систолы.
* **Нормальные значения САД в ЛП:**
    * **8-10 мм рт. ст.** - по данным эхокардиографии.
    * **5-9 мм рт. ст.** - по данным катетеризации полостей сердца.

**Другие варианты ответа некорректны:**

* **А) 12-14 мм рт. ст.:** 
    * Это верхняя граница нормы САД в ЛП.
    * Повышение САД в ЛП может быть признаком легочной гипертензии.
* **Б) 20-25 мм рт. ст.:** 
    * Это значение САД в аорте и крупных артериях.
    * В ЛП такое давление является патологическим.
* **Г) 4-5 мм рт. ст.:** 
    * Это значение САД в ЛП может быть при снижении сократительной функции левого желудочка.
    * Низкое САД в ЛП может привести к застою крови в малом круге кровообращения.

**Дополнительная информация:**

* Измерение САД в ЛП может проводиться с помощью эхокардиографии или катетеризации полостей сердца.
* Повышение САД в ЛП может быть симптомом следующих заболеваний:
    * Легочная гипертензия
    * Митральный стеноз
    * Недостаточность митрального клапана
    * Сердечная недостаточность

**Источники:**

* [https://www.nlm.nih.gov/](https://www.nlm.nih.gov/)
* [https://scardio.ru/partnery/mezhdunarodnye_organizacii/evropeyskoe_obschestvo_kardiologov_esc/](https://scardio.ru/partnery/mezhdunarodnye_organizacii/evropeyskoe_obschestvo_kardiologov_esc/)

",1
