Вопрос,Ответ,Gemini,Результат
22,"ОСНОВНЫМ ПОКАЗАТЕЛЕМ ОБЩЕЙ СОКРАТИМОСТИ ЛЕВОГО ЖЕЛУДОЧКА ПРИ ЭХО-КГ ЯВЛЯЕТСЯ
А значение E/e’
Б максимальный градиент на аортальном клапане
В фракция выброса
Г расчетное давление в правом желудочке",В фракция выброса,"**Правильный ответ: В) фракция выброса.**

**Обоснование:**

* **Фракция выброса (ФВ)** - это процент крови, который выталкивается из левого желудочка в аорту во время систолы. Она является наиболее надежным и общепринятым показателем глобальной систолической функции левого желудочка (ЛЖ).
* **Значение E/e’** - это соотношение скоростей раннего диастолического наполнения ЛЖ (E) и скорости движения митрального кольца (e’). E/e’ может быть использовано для оценки диастолической функции ЛЖ, но не является прямым показателем его систолической функции.
* **Максимальный градиент на аортальном клапане** - это разница давления между левым желудочком и аортой во время систолы. Он может быть повышен при аортальном стенозе, но не является прямым показателем систолической функции ЛЖ.
* **Расчетное давление в правом желудочке** - это оценка давления в правом желудочке, основанная на эхокардиографических данных.  Давление в правом желудочке может быть использовано для оценки диастолической функции ЛЖ, но не является прямым показателем его систолической функции.

**Дополнительные сведения:**

* ФВ может быть измерена несколькими методами, включая эхокардиографию, МРТ и ядерную медицину.
* Нормальное значение ФВ составляет 55-70%.
* Снижение ФВ может быть признаком многих заболеваний, включая сердечную недостаточность, ишемическую болезнь сердца и кардиомиопатию.

**Источники:**

* [https://ru.wikipedia.org/wiki/%D0%AD%D1%85%D0%BE%D0%BA%D0%B0%D1%80%D0%B4%D0%B8%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F](https://ru.wikipedia.org/wiki/%D0%AD%D1%85%D0%BE%D0%BA%D0%B0%D1%80%D0%B4%D0%B8%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F)
* [https://www.heartfailurematters.org/ru/%D0%BE%D1%81%D0%BD%D0%BE%D0%B2%D0%BD%D1%8B%D0%B5-%D1%81%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F-%D0%BE-%D1%81%D0%B5%D1%80%D0%B4%D0%B5%D1%87%D0%BD%D0%BE%D0%B9-%D0%BD%D0%B5%D0%B4%D0%BE%D1%81%D1%82/%D1%87%D1%82%D0%BE-%D1%82%D0%B0%D0%BA%D0%BE%D0%B5-%D1%84%D1%80%D0%B0%D0%BA%D1%86%D0%B8%D1%8F-%D0%B2%D1%8B%D0%B1%D1%80%D0%BE%D1%81%D0%B0-%D1%81%D0%BD%D0%BD%D1%84%D0%B2-%D0%B8-%D1%81%D0%BD%D1%81%D1%84/](https://www.heartfailurematters.org/ru/%D0%BE%D1%81%D0%BD%D0%BE%D0%B2%D0%BD%D1%8B%D0%B5-%D1%81%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F-%D0%BE-%D1%81%D0%B5%D1%80%D0%B4%D0%B5%D1%87%D0%BD%D0%BE%D0%B9-%D0%BD%D0%B5%D0%B4%D0%BE%D1%81%D1%82/%D1%87%D1%82%D0%BE-%D1%82%D0%B0%D0%BA%D0%BE%D0%B5-%D1%84%D1%80%D0%B0%D0%BA%D1%86%D0%B8%D1%8F-%D0%B2%D1%8B%D0%B1%D1%80%D0%BE%D1%81%D0%B0-%D1%81%D0%BD%D0%BD%D1%84%D0%B2-%D0%B8-%D1%81%D0%BD%D1%81%D1%84/)
",1
23,"У ОСНОВАНИЯ МЕЧЕВИДНОГО ОТРОСТКА, А ТАКЖЕ СЛЕВА И СПРАВА ОТ НЕГО, ЛУЧШЕ ВЫСЛУШИВАЮТСЯ ЗВУКОВЫЕ ЯВЛЕНИЯ, ВОЗНИКАЮЩИЕ НА КЛАПАНЕ
А митральном
Б аортальном
В трёхстворчатом
Г лёгочной артерии",В трёхстворчатом ,"**Правильный ответ:** **Б) аортальном**

**Обоснование:**

* Звуковые явления, возникающие на клапане аорты, лучше всего слышны у основания мечевидного отростка, а также слева и справа от него. Это связано с анатомическим расположением аортального клапана: он находится в области второго межреберья справа от грудины.
* **Митральный клапан** расположен в области левого предсердно-желудочкового отверстия, поэтому шумы, возникающие на нем, лучше всего слышны в пятой точке аускультации (на верхушке сердца).
* **Трехстворчатый клапан** расположен в области правого предсердно-желудочкового отверстия, поэтому шумы, возникающие на нем, лучше всего слышны в четвертой точке аускультации (у основания мечевидного отростка).
* **Клапан легочной артерии** расположен в области второго межреберья слева от грудины, поэтому шумы, возникающие на нем, лучше всего слышны во второй точке аускультации (на втором межреберье слева от грудины).

**Дополнительные сведения:**

* Для определения локализации шума важно не только его место наилучшего выслушивания, но и его иррадиация (проведение) в другие точки аускультации.
* При аускультации сердца необходимо также обращать внимание на другие характеристики шума, такие как его тембр, громкость, продолжительность, связь с фазами сердечного цикла.
* Для уточнения диагноза могут быть использованы другие методы исследования, такие как эхокардиография, фонокардиография.

**Источники:**

* Аускультация сердца: [неправильный URL удален]
* Шумы сердца: [неправильный URL удален]
",-1
24,"МОЛОЖАВЫЙ ВНЕШНИЙ ВИД С РУМЯНЦЕМ НА ЛИЦЕ ХАРАКТЕРЕН ДЛЯ БОЛЬНЫХ
А пульмональным стенозом
Б с септальными дефектами
В митральным стенозом
Г аортальным стенозом",В митральным стенозом,"## **Правильный ответ:** В) Митральным стенозом.

**Обоснование:**

* **Моложавый внешний вид:** При митральном стенозе наблюдается ""митральное лицо"" - лицо с румянцем на щеках, бледностью вокруг рта и цианозом (синюшностью) губ. Это связано с застоем крови в легочном круге кровообращения.
* **Румянец на лице:** Румянец на щеках обусловлен расширением капилляров и артериол на лице.

**Другие варианты ответа:**

* **А) Пульмональный стеноз:** При данном заболевании также может наблюдаться цианоз, но не румянец.
* **Б) Сетпальные дефекты:** Внешний вид может быть нормальным, если дефект небольшой.
* **Г) Аортальный стеноз:**  Внешний вид может быть нормальным, если стеноз незначительный. 

**Дополнительная информация:**

* Митральный стеноз - это сужение митрального клапана, который отделяет левое предсердие от левого желудочка.
* При митральном стенозе происходит застой крови в легочном круге кровообращения, что приводит к ряду симптомов, включая одышку, кашель, утомляемость, цианоз и ""митральное лицо"".
* Лечение митрального стеноза может включать медикаментозную терапию, баллонную вальвулопластику или хирургическую операцию.

**Источники:**

* Митральный стеноз - Википедия: [неправильный URL удален]
* Митральный стеноз - Mayo Clinic: [неправильный URL удален]

",1
25,"ОСОБЕННОСТЬЮ ГЕМОДИНАМИКИ ПРИ ДИЛАТАЦИОННОЙ КАРДИОПАТИИ ЯВЛЯЕТСЯ
А повышение фракции выброса левого желудочка
Б снижение ударного объёма и сердечного выброса
В уменьшение диастолического объёма левого желудочка
Г запаздывание открытия митрального клапана",Б снижение ударного объёма и сердечного выброса ,"## **Правильный ответ:** Б) снижение ударного объёма и сердечного выброса.

**Обоснование:**

* **Дилатационная кардиомиопатия** (ДКМП) характеризуется **систолической дисфункцией** левого желудочка (ЛЖ).
* **Систолическая дисфункция** означает, что ЛЖ не способен эффективно сокращаться и выталкивать кровь.
* **Снижение ударного объёма** - это следствие систолической дисфункции, при котором ЛЖ с каждым сокращением выталкивает меньший объем крови.
* **Снижение сердечного выброса** - это результат снижения ударного объёма, при котором сердце за единицу времени прокачивает меньший объем крови.
* **Другие варианты ответа не являются характерными для ДКМП:**
    * **Повышение фракции выброса** ЛЖ не характерно для ДКМП. Напротив, фракция выброса обычно **снижена** при ДКМП.
    * **Уменьшение диастолического объёма** ЛЖ может наблюдаться при ДКМП, но оно не является **основной** гемодинамической особенностью.
    * **Запаздывание открытия митрального клапана** может быть признаком ДКМП, но оно не является **патогномоничным** (специфичным) для этого заболевания.

**Таким образом, снижение ударного объёма и сердечного выброса является основной гемодинамической особенностью дилатационной кардиомиопатии.**
",1
26,"ТОЛЩИНА СВОБОДНОЙ СТЕНКИ ПРАВОГО ЖЕЛУДОЧКА В НОРМЕ РАВНА (В ММ)
А 5
Б 11
В 9
Г 7",А 5 ,"**Нормальная толщина свободной стенки правого желудочка составляет 5 мм.**

**Ответ:** А. 5.

**Источники:**

* Эхокардиографическая оценка правого желудочка в клинической практике: [https://health-ua.com/pics/pdf/CH_1_2011/25-33.pdf](https://health-ua.com/pics/pdf/CH_1_2011/25-33.pdf)
* Рекомендации по количественной оценке структуры и функции камер сердца: [https://scardio.ru/content/Guidelines/recommendations_structure_heart_2012.pdf](https://scardio.ru/content/Guidelines/recommendations_structure_heart_2012.pdf)
* Левое предсердие - УЛЬТРАЗВУКОВАЯ СЕМИОТИКА И ДИАГНОСТИКА В КАРДИОЛОГИИ ДЕТСКОГО ВОЗРАСТА: [https://mks.ru/library/knigi/bum/kniga01/glava_02e.htm](https://mks.ru/library/knigi/bum/kniga01/glava_02e.htm)

**Дополнительная информация:**

* Увеличение толщины свободной стенки правого желудочка более 5 мм может быть признаком гипертрофии правого желудочка, которая может быть вызвана:
    * Легочной гипертензией
    * Хронической обструктивной болезнью легких (ХОБЛ)
    * Тромбоэмболией легочной артерии (ТЭЛА)
    * Врожденными пороками сердца
    * Сердечной недостаточностью

* При эхокардиографии толщина свободной стенки правого желудочка измеряется в субкостальной позиции по длинной оси левого желудочка на уровне хорд митрального клапана на пике зубца R ЭКГ.
",1
27,"ПРЕПАРАТОМ ВЫБОРА ДЛЯ КУПИРОВАНИЯ ЖЕЛУДОЧКОВОЙ ТАХИКАРДИИ ЯВЛЯЕТСЯ
А ритмилен
Б верапамил
В лидокаин
Г кордарон",В лидокаин ,"## **Ответ:** В) Лидокаин

**Обоснование:**

* Лидокаин является препаратом **первого выбора** для купирования **желудочковой тахикардии** (ЖТ) в **большинстве случаев**.
* Он обладает **быстрым** и **эффективным** антиаритмическим действием, **уменьшая автоматизм** и **проводимость** в миокарде.
* Лидокаин **хорошо переносится** пациентами, с **низким риском** побочных эффектов.

**Другие варианты ответа:**

* **А) Ритмилен:** 
    * Может быть эффективен при ЖТ, но **не является препаратом первого выбора**.
    * **Может вызывать** побочные эффекты, такие как **проаритмия** и **гипотензия**.
* **Б) Верапамил:**
    * **Может быть** эффективен **при ЖТ, вызванной** **дигиталисом** или **гиперкальциемией**.
    * **Противопоказан** при **ЖТ, связанной с синдромом WPW**.
    * **Может вызывать** побочные эффекты, такие как **брадикардия** и **запор**.
* **Г) Кордарон:**
    * **Эффективен** при **ЖТ**, но **не является препаратом первого выбора** из-за **потенциально серьезных побочных эффектов**, таких как **легочная токсичность** и **фиброз**.

**Важно:**

* Выбор препарата для купирования ЖТ зависит от **многих факторов**, таких как **причина ЖТ**, **сопутствующие заболевания** и **индивидуальная чувствительность** пациента.
* **Решение о применении** любого антиаритмического препарата **должен принимать врач**.

**Источники:**

* [https://scardio.ru/content/Guidelines/2020/Clinic_rekom_NT.pdf](https://scardio.ru/content/Guidelines/2020/Clinic_rekom_NT.pdf)
* [https://www.uptodate.com/contents/sustained-monomorphic-ventricular-tachycardia-in-patients-with-structural-heart-disease-treatment-and-prognosis](https://www.uptodate.com/contents/sustained-monomorphic-ventricular-tachycardia-in-patients-with-structural-heart-disease-treatment-and-prognosis)
* [https://www.escardio.org/Guidelines/Clinical-Practice-Guidelines/Ventricular-Arrhythmias-and-the-Prevention-of-Sudden-Cardiac-Death](https://www.escardio.org/Guidelines/Clinical-Practice-Guidelines/Ventricular-Arrhythmias-and-the-Prevention-of-Sudden-Cardiac-Death)
",1
28,"ПОКАЗАНИЕМ ДЛЯ СТИМУЛЯЦИИ В РЕЖИМЕ АAI ЯВЛЯЕТСЯ ______________________ В СОЧЕТАНИИ С
А дисфункция синусового узла; нормальным АВ-проведением
Б хроническая фибрилляция предсердий; АВ-блокадой
В АВ-блокада 2 степени 2 типа; блокадой правой ножки пучка Гиса
Г АВ-блокада 2 степени 1 типа; блокадой левой ножки пучка Гиса

",А дисфункция синусового узла; нормальным АВ-проведением,"## Правильный ответ: **Г**

**Обоснование:**

* **АВ-блокада 2 степени 1 типа** - это нарушение проведения импульса от предсердий к желудочкам, при котором некоторые импульсы не блокируются. 
* **Блокада левой ножки пучка Гиса** - это нарушение проведения импульса по левой ножке пучка Гиса, что приводит к замедлению или полному блокированию проведения импульса к левому желудочку.
* **Режим АAI** - это режим работы искусственного водителя ритма, при котором он стимулирует желудочки только в том случае, если не обнаруживает собственных предсердных импульсов.

В этой комбинации **АВ-блокада 2 степени 1 типа** может привести к тому, что некоторые предсердные импульсы не будут достигать желудочков, что может привести к брадикардии (замедлению ЧСС) или асистолии (остановке сердца). **Блокада левой ножки пучка Гиса** может еще больше замедлить проведение импульса к левому желудочку, что может привести к сердечной недостаточности.

**Стимуляция в режиме АAI** в этой ситуации может быть показана для:

* **Увеличения ЧСС** и обеспечения адекватного кровоснабжения организма.
* **Предотвращения асистолии**.
* **Улучшения синхронизации работы желудочков**.

**Другие варианты ответа не являются правильными:**

* **А** - дисфункция синусового узла не обязательно приводит к АВ-блокаде.
* **Б** - хроническая фибрилляция предсердий не является показанием для стимуляции в режиме АAI.
* **В** - АВ-блокада 2 степени 2 типа является более тяжелой степенью блокады, чем АВ-блокада 2 степени 1 типа, и обычно требует более сложного режима стимуляции.

**Источники:**

* Национальное руководство по кардиологии: [неправильный URL удален]
* Braunwald's Heart Disease: A Textbook of Cardiovascular Medicine: [неправильный URL удален]
",-1
29,"ПРЕПАРАТОМ ВЫБОРА ПРИ ЛЕЧЕНИИ РЕЦИПРОКНОЙ АВ-ТАХИКАРДИИ ЯВЛЯЕТСЯ
А новокаинамид
Б АТФ
В обзидан
Г дигоксин",Б АТФ ,"**Ответ: В) обзидан.**

**Обоснование:**

* **Новокаинамид** (А) может быть эффективным при купировании АВ-тахикардии, но он не является препаратом выбора из-за потенциально серьезных побочных эффектов, таких как артериальная гипотензия, аритмогенное действие и угнетение функции центральной нервной системы.
* **АТФ** (Б) не используется для лечения АВ-тахикардии.
* **Дигоксин** (Г) может быть эффективным для контроля частоты сердечных сокращений при АВ-тахикардии, но он не является препаратом выбора из-за узкого терапевтического диапазона и потенциально серьезных побочных эффектов, таких как брадикардия, аритмогенное действие и тошнота.

**Обзидан** (В) является препаратом выбора для лечения реципрокной АВ-тахикардии. Он обладает следующими преимуществами:

* **Быстрое действие:** купирует приступ АВ-тахикардии в течение нескольких секунд.
* **Эффективность:** в 90-95% случаев купирует приступ АВ-тахикардии.
* **Относительная безопасность:** имеет меньше побочных эффектов, чем другие антиаритмические препараты.

**Важно отметить, что выбор препарата для лечения АВ-тахикардии зависит от индивидуальных особенностей пациента, таких как сопутствующие заболевания, частота и тяжесть приступов.**

**Дополнительная информация:**

* **Атриовентрикулярная реципрокная тахикардия: [http://heart-master.com/for_patients/disease/avurt/](http://heart-master.com/for_patients/disease/avurt/)**
* **Лечение реципрокной АВ-тахикардии: [неправильный URL удален]**

",-1
30,"ЦИРРОЗ ПЕЧЕНИ НА ФОНЕ КОНСТРИКТИВНОГО ПЕРИКАРДИТА ХАРАКТЕРИЗУЕТСЯ
А кровотечением
Б гиперспленизмом
В упорным асцитом
Г желтухой",В упорным асцитом ,"**Правильный ответ: В) Упорный асцит.**

**Обоснование:**

* **Кровотечение:** Хотя цирроз печени может привести к кровотечению из-за нарушения функции свертывания крови, оно не является специфическим признаком цирроза на фоне констриктивного перикардита.
* **Гиперспленизм:** Увеличение селезёнки (спленомегалия) может наблюдаться при циррозе, но не является его обязательным признаком.
* **Желтуха:** Желтуха может быть симптомом цирроза, но она также может быть вызвана другими причинами, такими как закупорка желчевыводящих путей.
* **Упорный асцит:** Асцит - это скопление жидкости в брюшной полости. При циррозе, вызванном констриктивным перикардитом, асцит является наиболее характерным и **упорным** симптомом. 

**Дополнительная информация:**

* Констриктивный перикардит - это состояние, при котором оболочка сердца (перикард) утолщается и рубцуется, что приводит к сдавлению сердца.
* Сдавление сердца препятствует его нормальному наполнению и кровотоку, что приводит к застою крови в венах,  responsible for the development of ascites.
* Асцит при циррозе на фоне констриктивного перикардита часто бывает **резистентным к терапии диуретиками**.

**Источники:**

* Констриктивный перикардит - причины, симптомы, диагностика и лечение - Красота и Медицина: [неправильный URL удален]
* Цирроз печени - симптомы, причины, лечение - 0303: [неправильный URL удален]
",1
31,"КЛИНИЧЕСКИМ СИМПТОМОМ У БОЛЬНЫХ ЭКССУДАТИВНЫМ ПЕРИКАРДИТОМ БЕЗ ТАМПОНАДЫ ЯВЛЯЕТСЯ
А быстропрогрессирующее падение АД
Б наличие тупых, ноющих болей в левой половине грудной клетки
В ЧСС более 100 в минуту в покое
Г ЧДД более 20 в минуту в покое","Б наличие тупых, ноющих болей в левой половине грудной клетки ","## Правильный ответ: Б) наличие тупых, ноющих болей в левой половине грудной клетки.

### Обоснование:

* **Быстропрогрессирующее падение АД** (вариант А) является признаком тампонады сердца, а не экссудативного перикардита без тампонады.
* **ЧСС более 100 в минуту в покое** (вариант В) может быть симптомом многих заболеваний, не только экссудативного перикардита.
* **ЧДД более 20 в минуту в покое** (вариант Г) также не является специфичным симптомом экссудативного перикардита.

**Наличие тупых, ноющих болей в левой половине грудной клетки** (вариант Б) является наиболее характерным симптомом экссудативного перикардита. Эти боли:

* **Усиливаются при наклоне вперед и лежании на спине.**
* **Снижаются при сидении и наклоне назад.**
* **Могут сопровождаться чувством жжения, распирания или сдавления в груди.**
* **Часто иррадиируют в шею, левую руку, плечо и лопатку.**

**Другие возможные симптомы экссудативного перикардита:**

* **Одышка**
* **Слабость**
* **Усталость**
* **Повышенная температура**
* **Шум трения перикарда**

**При наличии экссудативного перикардита необходимо:**

* **Провести ЭКГ**
* **Сделать рентген грудной клетки**
* **Провести эхокардиографию**

**Лечение экссудативного перикардита зависит от причины:**

* **При вирусном перикардите** обычно назначают противовоспалительные препараты (НПВП) и обезболивающие.
* **При бактериальном перикардите** назначают антибиотики.
* **При других причинах** лечение зависит от конкретного заболевания.

**Важно:**

* **При появлении симптомов экссудативного перикардита необходимо обратиться к врачу.**
* **Экссудативный перикардит может привести к серьезным осложнениям, поэтому важно своевременно начать лечение.**
",1
32,"ЧАСТОЕ РАЗВИТИЕ СПОНТАННОЙ РЕМИССИИ ХАРАКТЕРНО ДЛЯ ________ ФОРМЫ ПЕРИКАРДИТА
А бактериальной
Б вирусной
В туберкулезной
Г опухолевой",Б вирусной ,"**Правильный ответ:** Б) вирусной

**Обоснование:**

* **Бактериальная форма перикардита** обычно вызвана гноеродными бактериями, такими как Staphylococcus aureus, Streptococcus pneumoniae, Haemophilus influenzae. Эта форма перикардита имеет тяжелое течение и редко проходит спонтанно.
* **Вирусная форма перикардита** является наиболее распространенной и чаще всего вызвана вирусами Коксаки B, ECHO, аденовирусами. В большинстве случаев вирусный перикардит проходит спонтанно в течение 4-6 недель.
* **Туберкулезная форма перикардита** развивается медленно и имеет вялое течение. Спонтанная ремиссия возможна, но встречается редко.
* **Опухолевая форма перикардита** вызвана метастазами или первичной опухолью перикарда. Спонтанная ремиссия практически невозможна.

**Дополнительная информация:**

* **Спонтанная ремиссия** - это самопроизвольное исчезновение симптомов заболевания без лечения.
* **Перикардит** - это воспаление перикарда, мембраны, окружающей сердце.

**Источники:**

* Национальный медицинский исследовательский центр кардиологии: [неправильный URL удален]
* Mayo Clinic: [неправильный URL удален]
",1
33,"ПРИ ОКАЗАНИИ ГРАЖДАНИНУ МЕДИЦИНСКОЙ ПОМОЩИ В АМБУЛАТОРНЫХ УСЛОВИЯХ ЛИСТОК НЕТРУДОСПОСОБНОСТИ ВЫДАЕТСЯ (ФОРМИРУЕТСЯ)
А при окончании лечения
Б с первого дня заболевания или травмы
В по желанию пациента
Г в день признания его временно нетрудоспособным",Г в день признания его временно нетрудоспособным,"**Правильный ответ:** **Г) в день признания его временно нетрудоспособным**

**Обоснование:**

* **При амбулаторном лечении листок нетрудоспособности выдается в день, когда врач:**
    * **установил временную нетрудоспособность пациента:** 
        * **при его первом обращении**
        * **при повторном обращении** (например, при плановом осмотре или контрольном визите)
    * **оформил медицинскую документацию** (историю болезни, амбулаторную карту)

* **В некоторых случаях листок нетрудоспособности может быть выдан задним числом:**
    * **не более чем за 5 дней** до дня обращения к врачу
    * **при наличии уважительных причин** (например, если пациент не мог обратиться к врачу по состоянию здоровья)

* **Листок нетрудоспособности не выдается:**
    * **при легких заболеваниях** (ОРВИ, грипп), если пациент может работать
    * **при травмах, не повлекших за собой временной нетрудоспособности**

**Источники:**

* **Приказ Минздравсоцразвития России от 26.04.2011 N 347н ""Об утверждении Порядка выдачи листков нетрудоспособности"":** [https://www.consultant.ru/document/cons_doc_LAW_116333/8f9b86fb3c72a8045000623be0ba73613a690012/](https://www.consultant.ru/document/cons_doc_LAW_116333/8f9b86fb3c72a8045000623be0ba73613a690012/)
* **Статья ""Листок нетрудоспособности: порядок выдачи и оформления"":** [https://www.garant.ru/products/ipo/prime/doc/74532246/](https://www.garant.ru/products/ipo/prime/doc/74532246/)

**Другие варианты ответа:**

* **А) при окончании лечения:** неверно, листок нетрудоспособности может быть выдан до окончания лечения, если пациент выздоровел
* **Б) с первого дня заболевания или травмы:** неверно, листок нетрудоспособности может быть выдан задним числом только за 5 дней
* **В) по желанию пациента:** неверно, листок нетрудоспособности выдается только при наличии медицинских показаний
",1
34,"РАБОТНИКАМ ПРЕДПРИЯТИЙ ОБЩЕСТВЕННОГО ПИТАНИЯ, ВОДОСНАБЖЕНИЯ, ДЕТСКИХ УЧРЕЖДЕНИЙ ПРИ НАЛИЧИИ У НИХ ГЕЛЬМИНТОЗА ЛИСТОК НЕТРУДОСПОСОБНОСТИ ФОРМИРУЕТСЯ (ВЫДАЕТСЯ) НА
А 5 дней
Б весь период дегельминтизации
В 7 дней
Г 10 дней",Б весь период дегельминтизации ,"**Правильный ответ: Б) весь период дегельминтизации.**

**Обоснование:**

Согласно СанПиН 3.1.3308-23 ""Профилактика паразитарных болезней"", работники предприятий общественного питания, водоснабжения, детских учреждений при наличии у них гельминтоза **отстраняются от работы на весь период дегельминтизации**. 

**Листок нетрудоспособности** в этом случае выдается на **срок, необходимый для проведения курса лечения и контрольных исследований**, а не на фиксированный период, как в других случаях. 

**Срок нетрудоспособности** может варьироваться в зависимости от вида гельминтоза, тяжести заболевания, эффективности лечения и других факторов. 

**Контрольные исследования** проводятся после завершения курса лечения **для контроля эффективности дегельминтизации**. 

**Только после получения отрицательных результатов контрольных исследований** работник может быть допущен к работе.

**Другие варианты ответа неверны:**

* **А) 5 дней:** 5 дней - это минимальный срок нетрудоспособности при некоторых заболеваниях, но он не подходит для всех случаев гельминтоза.
* **В) 7 дней:** 7 дней - это срок нетрудоспособности при некоторых других заболеваниях, но он не подходит для всех случаев гельминтоза.
* **Г) 10 дней:** 10 дней - это срок нетрудоспособности при некоторых других заболеваниях, но он не подходит для всех случаев гельминтоза.

**Важно:**

* **Решение о выдаче листка нетрудоспособности и его сроке принимает врач.**
* **Работники должны своевременно обращаться за медицинской помощью при наличии симптомов гельминтоза.**
* **Соблюдение правил личной гигиены - важный фактор профилактики гельминтозов.**

**Источники информации:**

* СанПиН 3.1.3308-23 ""Профилактика паразитарных болезней""
* Приказ Минздрава России от 01.09.2020 N 925н ""Об утверждении Порядка выдачи листка нетрудоспособности"": [неправильный URL удален]


",1
35,"УМЕНЬШЕНИЕ РАССТОЯНИЯ ОТ ВЕРХНЕГО КОНТУРА ДУГИ АОРТЫ ДО ЛЕВОГО ГРУДИННО-КЛЮЧИЧНОГО СОЧЛЕНЕНИЯ (МЕНЕЕ 1 СМ) НАБЛЮДАЕТСЯ ПРИ ____________ АОРТЫ
А изгибе
Б разворачивании
В удлинении
Г расширении",В удлинении,"## **Ответ:** Г) **расширении** аорты.

**Обоснование:**

* **Изгиб** и **разворачивание** аорты не меняют расстояние между дугой аорты и левым грудинно-ключичным сочленением.
* **Удлинение** аорты может привести к **незначительному** увеличению этого расстояния.
* **Расширение** аорты, особенно в восходящей части, приводит к **поднятию** дуги аорты и **уменьшению** расстояния до левого грудинно-ключичного сочленения.

**Дополнительные сведения:**

* Расстояние от верхнего контура дуги аорты до левого грудинно-ключичного сочленения в норме составляет **1-2 см**.
* Уменьшение этого расстояния **менее 1 см** может быть признаком **расширения** аорты, **аневризмы** аорты, **коарктации** аорты, **врожденных пороков сердца**.
* Для уточнения диагноза необходимо провести дополнительные исследования, такие как **эхокардиография**, **компьютерная томография** или **магнитно-резонансная томография**.

**Источники:**

* Рентгеноанатомия сердца и крупных сосудов: [неправильный URL удален]
* Болезни сердечно-сосудистой системы: [неправильный URL удален]

",-1
36,"КУПИРОВАНИЕ АНГИНОЗНОГО ПРИСТУПА НАЧИНАЕТСЯ С НАЗНАЧЕНИЯ
А нитратов внутривенно капельно
Б нитроглицерина сублингвально 	
В наркотических анальгетиков внутривенно
Г миотропных спазмолитиков внутримышечно",Б нитроглицерина сублингвально ,"## Правильный ответ: Б) нитроглицерина сублингвально

**Обоснование:**

1. **Быстрое действие:** Нитроглицерин под язык действует в течение 30-60 секунд, что позволяет быстро купировать боль и другие симптомы ангинозного приступа.
2. **Эффективность:** Нитроглицерин расслабляет гладкие мышцы сосудов, увеличивая просвет коронарных артерий и улучшая кровоток к миокарду.
3. **Простота использования:** Нитроглицерин под язык легко использовать, пациент может самостоятельно его принимать.
4. **Безопасность:** Нитроглицерин под язык имеет relatively few side effects, что делает его безопасным выбором для купирования ангинозного приступа.

**Другие варианты ответа не являются оптимальными:**

* **А) нитратов внутривенно капельно:** Этот метод может быть эффективным, но он более инвазивный и требует больше времени, чем сублингвальное применение нитроглицерина.
* **В) наркотических анальгетиков внутривенно:** Наркотические анальгетики могут быть использованы для купирования боли, но они могут иметь побочные эффекты, такие как сонливость и угнетение дыхания.
* **Г) миотропных спазмолитиков внутримышечно:** Миотропные спазмолитики могут быть эффективны для купирования спазма коронарных артерий, но они не всегда купируют боль.

**Важно отметить, что при ангинозном приступе необходимо:**

* Прекратить физическую активность.
* Принять удобное положение.
* Принять нитроглицерин под язык.
* Если боль не проходит в течение 5 минут, принять еще одну таблетку нитроглицерина.
* Если боль не проходит после приема 3 таблеток нитроглицерина, вызвать скорую помощь.

**Также важно:**

* Проконсультироваться с врачом для определения причины ангинозного приступа и назначения適切な治療.
* Принимать назначенные врачом лекарства для профилактики ангинозных приступов.

**Источники:**

* National Library of Medicine - Angina: [https://www.ncbi.nlm.nih.gov/books/NBK544353/](https://www.ncbi.nlm.nih.gov/books/NBK544353/)
* Mayo Clinic - Angina: [неправильный URL удален]
* UpToDate - Management of stable angina pectoris: [неправильный URL удален]
",1
