Вопрос,Ответ,Gemini,Результат
22,"ОДНИМ ИЗ КРИТЕРИЕВ, ОПРЕДЕЛЯЮЩИМ РАЗМЕР ВЫПЛАТ ПО ЛИСТКУ НЕТРУДОСПОСОБНОСТИ, ЯВЛЯЕТСЯ:
А уровень образования	
Б возраст работника
В наличие наград у работника
Г страховой стаж
",Г страховой стаж,"**Правильный ответ:** **Г) страховой стаж**.

**Обоснование:**

* **Уровень образования** не влияет напрямую на размер выплат по больничному.
* **Возраст работника** может играть роль в некоторых случаях, например, при уходе за больным ребенком, но не является основным критерием.
* **Наличие наград у работника** не влияет на размер выплат по больничному.

**Страховой стаж** работника напрямую влияет на размер выплат по больничному. Чем больше стаж, тем больший процент от среднего заработка будет выплачиваться.

**Существует три категории страхового стажа:**

* **До 5 лет:** 60% от среднего заработка.
* **От 5 до 8 лет:** 80% от среднего заработка.
* **Более 8 лет:** 100% от среднего заработка.

**Пример:**

* **Работник со стажем 3 года** получит 60% от своего среднего заработка за два года, предшествующие болезни.
* **Работник со стажем 7 лет** получит 80% от своего среднего заработка.
* **Работник со стажем 15 лет** получит 100% от своего среднего заработка.

**Важно отметить, что существуют также минимальные и максимальные размеры пособия по временной нетрудоспособности, которые устанавливаются на каждый год.**

**В 2024 году:**

* **Минимальный размер:** 620,70 ₽, 641,14 ₽ или 663,52 ₽ в день (в зависимости от месяца).
* **Максимальный размер:** 4 039,73 ₽ в день.

**Таким образом, страховой стаж является одним из важнейших критериев, определяющих размер выплат по больничному листу.**
",1
23,"В СЛУЧАЕ УСТАНОВЛЕНИЯ ВРЕМЕННОЙ НЕТРУДОСПОСОБНОСТИ ПАЦИЕНТУ, ПРИЕХАВШЕМУ ИЗ РОСТОВА В МОСКВУ И ОБРАТИВШЕМУСЯ ЗА МЕДИЦИНСКОЙ ПОМОЩЬЮ:
А справка произвольной формы
Б справка установленного образца
В листок нетрудоспособности не формируется (не выдаётся)
Г формируется (выдаётся) листок нетрудоспособности
","Г формируется (выдаётся) листок нетрудоспособности
","**Г) формируется (выдаётся) листок нетрудоспособности**

**Обоснование:**

* **Федеральный закон № 323-ФЗ ""Об основах охраны здоровья граждан в Российской Федерации""** гласит, что листок нетрудоспособности является единым документом, удостоверяющим временную нетрудоспособность гражданина.
* **Приказ Минздравсоцразвития России № 624н ""Об утверждении Порядка выдачи листков нетрудоспособности""** не содержит никаких ограничений на выдачу листков нетрудоспособности гражданам, временно находящимся в другом регионе.
* **Статья 13 ""Обязанности работодателя"" Трудового кодекса Российской Федерации** обязывает работодателя оплачивать дни временной нетрудоспособности работника на основании листка нетрудоспособности.

**Следовательно, пациенту, приехавшему из Ростова в Москву и обратившемуся за медицинской помощью, будет выдан листок нетрудоспособности.**

**Важно:**

* Для получения листка нетрудоспособности пациенту необходимо обратиться в медицинское учреждение, имеющее лицензию на оказание медицинской помощи.
* При себе необходимо иметь паспорт и полис ОМС.
* Врач, на основании осмотра и данных медицинских исследований, вынесет решение о выдаче листка нетрудоспособности и укажет в нем срок временной нетрудоспособности.

**Дополнительная информация:**

* Федеральный закон № 323-ФЗ ""Об основах охраны здоровья граждан в Российской Федерации"": [неправильный URL удален]
* Приказ Минздравсоцразвития России № 624н ""Об утверждении Порядка выдачи листков нетрудоспособности"": [неправильный URL удален]
* Статья 13 ""Обязанности работодателя"" Трудового кодекса Российской Федерации: [неправильный URL удален]
",1
24,"ПРИ КАРДИОГЕННОМ ШОКЕ НАБЛЮДАЮТСЯ ____ КОЖНЫЕ ПОКРОВЫ:
А цианотичные, сухие
Б розовые, влажные
В бледные, сухие
Г бледные, влажные","Г бледные, влажные","## Правильный ответ: **Г) бледные, влажные**

**Обоснование:**

* **Цианотичные** кожные покровы (синюшность) могут наблюдаться при кардиогенном шоке, но не являются его основным признаком. Цианоз обычно возникает из-за недостаточного снабжения тканей кислородом.
* **Розовые** и **влажные** кожные покровы указывают на нормальное кровообращение и не характерны для кардиогенного шока.
* **Бледные** и **сухие** кожные покровы могут наблюдаться при некоторых других состояниях, например, при обезвоживании.
* **Бледные** и **влажные** кожные покровы являются одним из основных признаков кардиогенного шока. Это происходит из-за снижения артериального давления и периферического кровообращения. 

**Дополнительные симптомы кардиогенного шока:**

* Одышка
* Тахикардия
* Снижение диуреза
* Потеря сознания

**Важно:**

* Кардиогенный шок – это неотложное состояние, требующее immediate medical attention.
* При появлении симптомов кардиогенного шока необходимо немедленно обратиться за медицинской помощью.

## Ссылки:

* Кардиогенный шок - Mayo Clinic: [неправильный URL удален]
* Кардиогенный шок - National Library of Medicine: [https://medlineplus.gov/ency/article/000194.htm](https://medlineplus.gov/ency/article/000194.htm)
",1
25,"ДЛЯ I ФУНКЦИОНАЛЬНОГО КЛАССА СТАБИЛЬНОЙ СТЕНОКАРДИИ НАПРЯЖЕНИЯ ХАРАКТЕРНО ВОЗНИКНОВЕНИЕ ПРИСТУПА СТЕНОКАРДИИ ПРИ:
А ходьбе на расстояние 100-200 м или подъёме по лестнице в обычном темпе
Б очень быстрой ходьбе, беге
В ускоренной ходьбе, подъёме по лестнице после еды или эмоциональном стрессе
Г нагрузке на велоэргометре 120 Вт
","Б очень быстрой ходьбе, беге","**Правильный ответ:** **Б) очень быстрой ходьбе, беге**.

**Обоснование:**

* **I функциональный класс** стабильной стенокардии напряжения (ССН) характеризуется **высокой толерантностью к физической нагрузке**.
* Приступы стенокардии у пациентов с I ФК ССН возникают **только при чрезмерных физических нагрузках**, таких как:
    * **Очень быстрая ходьба** (более 5 км/ч).
    * **Бег**.
    * **Быстрый подъем по лестнице**.
    * **Другие виды интенсивной физической активности**.
* **При обычной ходьбе, подъеме по лестнице в обычном темпе, ходьбе после еды или эмоциональном стрессе** у пациентов с I ФК ССН **приступы стенокардии не возникают**.
* **Нагрузка на велоэргометре 120 Вт** соответствует **умеренной** физической нагрузке, которая **не должна** вызывать приступы стенокардии у пациентов с I ФК ССН.

**Важно отметить:**

* **Классификация ССН по функциональным классам** позволяет оценить тяжесть заболевания и прогнозировать его течение.
* **Пациенты с I ФК ССН** имеют **хороший прогноз** и могут вести активный образ жизни, но **с ограничениями чрезмерных физических нагрузок**.
* **При возникновении приступов стенокардии** при меньших нагрузках, чем соответствует I ФК, необходимо **обратиться к врачу** для коррекции лечения.

**Дополнительная информация:**

* Классификация стенокардии напряжения: [https://gkb57.ru/info/506/](https://gkb57.ru/info/506/)
* Функциональные классы стабильной стенокардии напряжения: [https://cardiologyplus.ru/nosologies/ishemicheskaya-bolezn-serdtsa/klassifikatsiya/](https://cardiologyplus.ru/nosologies/ishemicheskaya-bolezn-serdtsa/klassifikatsiya/)

",1
26,"В ОСТРОЙ СТАДИИ ИНФАРКТА МИОКАРДА C ЭЛЕВАЦИЕЙ СЕГМЕНТА ST НИЖНЕЙ СТЕНКИ ЛЕВОГО ЖЕЛУДОЧКА ЭЛЕВАЦИЯ ОТМЕЧАЕТСЯ В ОТВЕДЕНИЯХ:
А V1-3
Б I, aVL
В V4-V6
Г II, III, aVF
","Г II, III, aVF","## Правильный ответ: Г) II, III, aVF

**Обоснование:**

* **Элевация сегмента ST** в нижней стенке левого желудочка (ЛЖ) отражает **ишемию** или **повреждение** этой области миокарда.
* **Отведения II, III и aVF** регистрируют электрическую активность **нижней стенки ЛЖ**.
* При инфаркте миокарда с элевацией сегмента ST в этих отведениях будет наблюдаться **подъем сегмента ST** **над изолинией**.
* **Отведения V1-3** регистрируют электрическую активность **передней** и **боковой** стенок ЛЖ, **отведения V4-V6** - **передней**, **боковой** и **задней** стенок ЛЖ. 
* **Отведение I и aVL** регистрируют электрическую активность **верхней** и **задней** стенок ЛЖ.

**Следовательно, элевация сегмента ST будет наблюдаться в отведениях II, III и aVF.**

**Дополнительная информация:**

* **Элевация ST** в **отведениях V1-3** может наблюдаться при **инфаркте миокарда** **передней** или **боковой** стенок ЛЖ.
* **Элевация ST** в **отведениях V4-V6** может наблюдаться при **инфаркте миокарда** **передней**, **боковой** или **задней** стенок ЛЖ.
* **Элевация ST** в **отведении I и aVL** может наблюдаться при **инфаркте миокарда** **верхней** или **задней** стенок ЛЖ.

**Важно отметить, что для постановки окончательного диагноза необходимо учитывать не только изменения на ЭКГ, но и другие клинические данные.**
",1
27,"СОГЛАСНО ФЕДЕРАЛЬНОМУ ЗАКОНУ ОТ 21.11.2011 N 323-ФЗ К ВИДАМ МЕДИЦИНСКОЙ ПОМОЩИ ОТНОСИТСЯ МЕДИЦИНСКАЯ ПОМОЩЬ:
А экстренная, неотложная, плановая
Б по врачебным специальностям
В амбулаторная, стационарная, стационарная дневная, вне медицинской организации
Г первичная медико-санитарная, скорая, специализированная, паллиативная
","Г первичная медико-санитарная, скорая, специализированная, паллиативная","**Правильный ответ: Г) первичная медико-санитарная, скорая, специализированная, паллиативная.**

**Обоснование:**

Статья 32 Федерального закона № 323-ФЗ от 21.11.2011 ""Об основах охраны здоровья граждан в Российской Федерации"" устанавливает **4 вида медицинской помощи**:

1. **Первичная медико-санитарная помощь** - это первый этап оказания медицинской помощи, который включает в себя мероприятия по профилактике, диагностике, лечению заболеваний и состояний, медицинской реабилитации, наблюдению за течением беременности, формированию здорового образа жизни и санитарно-гигиеническому просвещению населения.
2. **Специализированная, в том числе высокотехнологичная, медицинская помощь** - это медицинская помощь, которая оказывается при заболеваниях и состояниях, требующих использования специальных методов диагностики, лечения и медицинской реабилитации, а также при заболеваниях и состояниях, требующих применения высокотехнологичных методов лечения.
3. **Скорая, в том числе скорая специализированная, медицинская помощь** - это медицинская помощь, которая оказывается при внезапных острых заболеваниях, состояниях, обострении хронических заболеваний, представляющих угрозу жизни пациента, а также при несчастных случаях, травмах, отравлениях и других состояниях, требующих срочного медицинского вмешательства.
4. **Паллиативная медицинская помощь** - это медицинская помощь, направленная на облегчение боли, снятие других симптомов, улучшение качества жизни и оказание психологической, социальной, духовной и иной помощи неизлечимо больным пациентам.

Варианты ответа А, Б и В не являются исчерпывающими и не отражают всех видов медицинской помощи, предусмотренных ФЗ № 323-ФЗ.

**Таким образом, правильным ответом является вариант Г)**.
",1
28,"ЛИСТОК НЕТРУДОСПОСОБНОСТИ МОЖЕТ БЫТЬ ВЫДАН:
А проходящим медицинское освидетельствование по направлению военных комиссариатов
Б находящимся под стражей
В находящимся под административным арестом
Г обратившимся за медицинской помощью в медицинскую организацию, если выявлены признаки временной нетрудоспособности
","Г обратившимся за медицинской помощью в медицинскую организацию, если выявлены признаки временной нетрудоспособности","**Правильный ответ:** **Г**

**Обоснование:**

Листок нетрудоспособности (больничный лист) выдается только тем, кто **обратился за медицинской помощью в медицинскую организацию**, и **при наличии признаков временной нетрудоспособности**. 

**Варианты ответа А, Б и В не являются правильными по следующим причинам:**

* **А)** Проходящие медицинское освидетельствование по направлению военных комиссариатов **не обязательно** будут иметь признаки временной нетрудоспособности.
* **Б)** Находящиеся под стражей **не имеют права** на получение больничного листа.
* **В)** Находящиеся под административным арестом **также не имеют права** на больничный лист.

**Важно отметить:**

* Листок нетрудоспособности может быть выдан **как при амбулаторном, так и при стационарном лечении**.
* **Срок действия больничного листа** зависит от заболевания, травмы или иного состояния, приведшего к нетрудоспособности.
* **Для получения больничного листа** необходимо обратиться к врачу и предоставить ему необходимые документы.

**Дополнительная информация:**

* Порядок выдачи листков нетрудоспособности: [https://www.consultant.ru/document/cons_doc_LAW_34683/](https://www.consultant.ru/document/cons_doc_LAW_34683/)
* Федеральный закон № 255-ФЗ ""Об обязательном социальном страховании на случай временной нетрудоспособности и в связи с материнством"": [https://www.consultant.ru/document/cons_doc_LAW_34683/](https://www.consultant.ru/document/cons_doc_LAW_34683/)
",1
29,"МЕДИЦИНСКАЯ КАРТА ПАЦИЕНТА, ПОЛУЧАЮЩЕГО МЕДИЦИНСКУЮ ПОМОЩЬ В АМБУЛАТОРНЫХ УСЛОВИЯХ (ФОРМА №025/У), ХРАНИТСЯ:
А в кабинете лечащего врача
Б в регистратуре
В у главного врача
Г у пациента
",Б в регистратуре,"**Правильный ответ:** Б) **в регистратуре**.

**Обоснование:**

* **Приказ Министерства здравоохранения и социального развития РФ от 4 апреля 2005 г. № 734/МЗ-14 ""О порядке хранения амбулаторной карты""** гласит, что медицинские карты амбулаторных пациентов хранятся в регистратуре медицинской организации.
* **Письмо Министерства здравоохранения РФ от 7 декабря 2015 г. № 17-2/1538 ""О сроках хранения медицинской документации""** также подтверждает, что амбулаторные карты хранятся в регистратуре.
* **Федеральный закон от 21 ноября 2011 г. № 323-ФЗ ""Об основах охраны здоровья граждан в Российской Федерации""** гарантирует пациенту право на доступ к своей медицинской документации, в том числе к амбулаторной карте. 

**Варианты ответа А, В и Г неверны:**

* **А)** **В кабинете лечащего врача** может храниться копия амбулаторной карты, но оригинал должен храниться в регистратуре.
* **В)** **У главного врача** нет оснований хранить амбулаторные карты пациентов.
* **Г)** **У пациента** может находиться копия амбулаторной карты, но оригинал должен храниться в медицинской организации.

**Таким образом, правильным ответом является Б) в регистратуре.**
",1
30,"ТИТРАЦИЮ БЕТА-АДРЕНОБЛОКАТОРОВ ПРИ ЛЕЧЕНИИ ХРОНИЧЕСКОЙ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ С НИЗКОЙ ФРАКЦИЕЙ ВЫБРОСА НЕОБХОДИМО НАЧИНАТЬ С ______ НАЧАЛЬНОЙ СУТОЧНОЙ ДОЗЫ (В ДОЛЯХ ОТ СРЕДНЕТЕРАПЕВТИЧЕСКОЙ):
А 1/8
Б 1/2
В 1/5
Г 1/4
",А 1/8,"## **Ответ:** A) 1/8

**Обоснование:**

* Титрование бета-адреноблокаторов (БАБ) при ХСН с низкой фракцией выброса (ФВ) необходимо начинать с **малых доз** из-за потенциального риска развития побочных эффектов, таких как брадикардия, гипотония, утомление, и бронхоспазм.
* **1/8 от среднетерапевтической дозы** является общепринятым стандартом для начала титрования БАБ при ХСН. 
* **Постепенное увеличение дозы** позволяет организму адаптироваться к действию препарата и минимизирует риски.
* **Средняя терапевтическая доза** БАБ может варьироваться в зависимости от конкретного препарата, поэтому важно ориентироваться на **рекомендации производителя** и **индивидуальные особенности пациента**.

**Дополнительные сведения:**

* **Скорость титрования** также зависит от **переносимости** препарата пациентом.
* **Целевая доза** БАБ подбирается таким образом, чтобы достичь желаемого **клинического эффекта**, например, снижения частоты сердечных сокращений (ЧСС) или улучшения симптомов ХСН.
* **Контроль ЧСС** является одним из важных показателей при титровании БАБ.
* **Необходима** **регулярная консультация с врачом** для оценки эффективности и безопасности терапии БАБ.

**Источники:**

* Применение бета-блокаторов при хронической сердечной недостаточности: [https://medvestnik.ru/content/news/primenenie_betablokatorov_pri_hronicheskoy_serdechnoy_nedostatochnosti.html](https://medvestnik.ru/content/news/primenenie_betablokatorov_pri_hronicheskoy_serdechnoy_nedostatochnosti.html)
* Трудности применения β-блокаторов при хронической сердечной недостаточности: пути преодоления: [https://www.rmj.ru/articles/kardiologiya/trudnosti-primeneniya-blokatorov-pri-khronicheskoy-serdechnoy-nedostatochnosti-puti-preodoleniya/](https://www.rmj.ru/articles/kardiologiya/trudnosti-primeneniya-blokatorov-pri-khronicheskoy-serdechnoy-nedostatochnosti-puti-preodoleniya/)
* Оптимальное применение бета- адреноблокаторов при хронической сердечной недостаточности: [https://cyberleninka.ru/article/n/optimalnoe-primenenie-beta-adrenoblokatorov-pri-hronicheskoy-serdechnoy-nedostatochnosti](https://cyberleninka.ru/article/n/optimalnoe-primenenie-beta-adrenoblokatorov-pri-hronicheskoy-serdechnoy-nedostatochnosti)
",1
31,"ИЗБЫТОЧНОЕ ОБРАЗОВАНИЕ АЛЬДОСТЕРОНА СОПРОВОЖДАЕТСЯ:
А уменьшением общего периферического сосудистого сопротивления
Б уменьшением минутного объема сердца
В повышением активности симпато-адреналовой системы
Г задержкой натрия и воды
",Г задержкой натрия и воды,"## **Правильный ответ:** Г) задержка натрия и воды.

**Обоснование:**

1. **Альдостерон** – это гормон, который регулирует баланс электролитов в организме, в частности, **натрия** и **калия**.
2. **Избыточное образование альдостерона** приводит к **задержке натрия** в организме.
3. **Задержка натрия** приводит к **задержке воды**, так как вода следует за натрием.
4. **Увеличение объема жидкости** в организме приводит к **повышению артериального давления**.
5. **Повышение артериального давления** приводит к **активации симпато-адреналовой системы**.

**Следовательно, избыточное образование альдостерона приводит к:**

* **Задержке натрия и воды**
* **Повышению артериального давления**
* **Активации симпато-адреналовой системы**

**Варианты ответа А, Б и В не являются следствием избыточного образования альдостерона:**

* **Уменьшение общего периферического сосудистого сопротивления** – это следствие **снижения активности симпато-адреналовой системы**.
* **Уменьшение минутного объема сердца** – это следствие **снижения сократительной способности миокарда**.
* **Повышение активности симпато-адреналовой системы** – это **следствие**, а не **причина** избыточного образования альдостерона.

**Таким образом, правильный ответ – Г) задержка натрия и воды.**
",1
32,"К ДИУРЕТИКАМ, ПРЕДПОЧТИТЕЛЬНЫМ ДЛЯ СТАРТА МОЧЕГОННОЙ ТЕРАПИИ ПРИ ХРОНИЧЕСКОЙ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ, ОТНОСЯТ:
с
Б осмотические
В тиазидоподобные
Г тиазидные
","А петлевые

","## **Правильный ответ:** **В** **тиазидоподобные**

**Обоснование:**

* **Петлевые диуретики** (фуросемид, торасемид) более эффективны, но их применение при ХСН **не рекомендуется** в качестве **стартовой терапии**:
    * Они могут вызывать **гипокалиемию**, **гипонатриемию**, **повышение уровня креатинина** и **мочевой кислоты**.
    * При длительном применении к ним может развиваться **резистентность**.
* **Тиазидоподобные диуретики** (индапамид) **более безопасны**:
    * Они меньше влияют на уровень электролитов.
    * Риск развития резистентности к ним ниже.
* **Тиазидные диуретики** (гидрохлоротиазид) **менее эффективны**, чем тиазидоподобные, и **также могут вызывать побочные эффекты**.
* **Осмотические диуретики** (маннитол) **не применяются** для лечения ХСН.

**Рекомендации по применению диуретиков при ХСН:**

* **Стартовая терапия:** тиазидоподобные диуретики в **низких дозах**.
* **При неэффективности:** 
    * Повышение дозы тиазидоподобного диуретика.
    * Добавление петлевого диуретика.
    * **Спиронолактон** рекомендуется добавлять к терапии **всем пациентам** с ХСН II-IV ФК.

**Важно:**

* Диуретики **необходимо** применять **под контролем врача**.
* Дозировка диуретиков подбирается **индивидуально**.

**Источники:**

* ""Диуретики при сердечной недостаточности - Heart Failure Matters: [неправильный URL удален]""
* ""ДИУРЕТИКИ В ЛЕЧЕНИИ ХРОНИЧЕСКОЙ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ - Российский кардиологический журнал: [https://russjcardiol.elpub.ru/jour/article/download/1576/1281](https://russjcardiol.elpub.ru/jour/article/download/1576/1281)""
* ""Применение диуретиков при ХСН: [https://medpodgotovka.ru/blog/about_diuretiki](https://medpodgotovka.ru/blog/about_diuretiki)""
",-1
33,"ДЛЯ УСТАНОВЛЕНИЯ СТЕПЕНИ НЕДОСТАТОЧНОСТИ КЛАПАНОВ ПРИ ФАЗОВО-КОНТРАСТНОЙ МРТ СЕРДЦА НЕОБХОДИМО РАССЧИТАТЬ:
А объем регургитации за сокращение
Б конечно-диастолический объем желудочков
В показатели диастолической функции
Г градиент давления на уровне соответствующего клапана
",А объем регургитации за сокращение,"**Правильный ответ:** **А) Объем регургитации за сокращение.**

**Обоснование:**

* **Объем регургитации за сокращение** напрямую отражает степень недостаточности клапана. Он показывает, сколько крови regurgitates (возвращается) обратно через клапан во время систолы (сокращения) желудочка.
* **Конечно-диастолический объем желудочков** (КДО) может быть косвенно связан с недостаточностью клапана, но он не является прямым ее мерой. КДО может быть увеличен при недостаточности клапана, но он также может быть увеличен при других состояниях, таких как сердечная недостаточность.
* **Показатели диастолической функции** могут быть изменены при недостаточности клапана, но они не являются специфичными для нее. 
* **Градиент давления на уровне соответствующего клапана** может быть использован для оценки степени недостаточности клапана, но он не является таким надежным, как объем регургитации.

**Дополнительная информация:**

* **Объем регургитации** может быть рассчитан с помощью различных методов, таких как метод проксимальной изовелоцити, метод PISA и метод контурной интеграции.
* **Недостаточность клапана** может быть классифицирована как легкая, умеренная или тяжелая на основании объема регургитации.
* **Недостаточность клапана** может быть вызвана различными причинами, такими как пролапс клапана, ИБС, ревматическая лихорадка.

**Источники:**

* Национальная медицинская библиотека: [https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3181940/](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3181940/)
* Mayo Clinic: [неправильный URL удален]
* UpToDate: [неправильный URL удален]
",1
34,"ПРОЛАПС МИТРАЛЬНОГО КЛАПАНА I СТЕПЕНИ СОСТАВЛЯЕТ (В ММ):
А 8-9
Б 5
В 7-8
Г 10
",Б 5,"## **Правильный ответ: Б) 5**

**Обоснование:**

Пролапс митрального клапана (ПМК) 1 степени классифицируется по степени выпячивания створок клапана в полость левого предсердия:

* **1 степень:** пролапс **до 5 мм**.
* **2 степень:** пролапс **от 5 до 9 мм**.
* **3 степень:** пролапс **более 9 мм**.

**Варианты ответа:**

* **А) 8-9:** Это 2 степень ПМК.
* **Б) 5:** Это **1 степень ПМК**.
* **В) 7-8:** Это 2 степень ПМК.
* **Г) 10:** Это 3 степень ПМК.

**Вывод:**

Таким образом, **пролапс митрального клапана 1 степени составляет до 5 мм**.

**Дополнительная информация:**

* ПМК 1 степени обычно не имеет выраженных симптомов и не требует лечения.
* При ПМК 2 и 3 степени могут наблюдаться такие симптомы, как одышка, боли в сердце, аритмия.
* Лечение ПМК зависит от степени тяжести и наличия симптомов.


## **Источники:**

* Пролапс митрального клапана - причины, симптомы, диагностика и лечение: [https://www.invitro.ru/library/bolezni/33248/](https://www.invitro.ru/library/bolezni/33248/)
* Пролапс митрального клапана: симптомы, степени, лечение: [https://polyclinika.ru/tech/prolaps-mitralnogo-klapana-simptomy-stepeni-lechenie/](https://polyclinika.ru/tech/prolaps-mitralnogo-klapana-simptomy-stepeni-lechenie/)
* Пролапс митрального клапана: [неправильный URL удален]
",1
35,"ОДНИМ ИЗ ОСЛОЖНЕНИЙ ДЕФЕКТА МЕЖЖЕЛУДОЧКОВОЙ ПЕРЕГОРОДКИ ЯВЛЯЕТСЯ:
А отек легких
Б митральная недостаточность
В тромбоэмболия
Г инфекционный эндокардит
",Г инфекционный эндокардит,"**Правильный ответ:** **Г) инфекционный эндокардит.**

**Обоснование:**

* **Отек легких** (А) может быть следствием сердечной недостаточности, которая развивается при ДМЖП, но не является прямым его осложнением.
* **Митральная недостаточность** (Б) может развиваться при ДМЖП, но чаще встречается при других пороках сердца.
* **Тромбоэмболия** (В) может быть осложнением ДМЖП, но не является его основным осложнением.

**Инфекционный эндокардит** (Г) - это наиболее распространенное осложнение ДМЖП. При ДМЖП происходит сброс крови из левого желудочка в правый, что приводит к турбулентному потоку крови и образованию тромбов. Эти тромбы могут инфицироваться, что приводит к развитию инфекционного эндокардита.

**Другие осложнения ДМЖП:**

* Сердечная недостаточность
* Легочная гипертензия
* Синдром Эйзенменгера

**Важно отметить, что риск развития осложнений ДМЖП зависит от размера дефекта.** Небольшие дефекты могут не вызывать никаких симптомов и не иметь осложнений. 

**Рекомендуется:**

* **Проконсультироваться с врачом** для определения степени риска развития осложнений ДМЖП.
* **Регулярно проходить обследования** для контроля за состоянием сердца.
* **Принимать меры по профилактике инфекционного эндокардита.**
",1
36,"НАРУШЕНИЕ ДИАСТОЛИЧЕСКОЙ ФУНКЦИИ ЛЕВОГО ЖЕЛУДОЧКА ПО I ТИПУ ДИАГНОСТИРУЕТСЯ В СЛУЧАЕ:
А соотношения пиков Е/А более 1,5
Б значительного увеличения размера левого предсердия
В увеличения размера левого желудочка
Г соотношения пиков Е/А менее 1
",Г соотношения пиков Е/А менее 1,"## Правильный ответ: Г) соотношение пиков Е/А менее 1.

### Обоснование:

**Нарушение диастолической функции левого желудочка (ЛЖ) по I типу** (релаксационный тип) характеризуется **нарушением расслабления миокарда ЛЖ**. Это приводит к:

* **Снижению скорости и объема раннего диастолического наполнения ЛЖ** (Е-волна на эхокардиограмме).
* **Увеличению кровотока во время систолы предсердий** (А-волна на эхокардиограмме).

**Соотношение пиков Е/А** отражает соотношение скорости раннего диастолического наполнения (Е) к скорости наполнения ЛЖ во время систолы предсердий (А). 

**При I типе нарушения диастолической функции ЛЖ соотношение Е/А будет менее 1**, так как Е-волна снижается, а А-волна увеличивается.

**Другие варианты ответа неверны:**

* **А) соотношение пиков Е/А более 1,5**: Это соответствует **нормальной** диастолической функции ЛЖ.
* **Б) значительное увеличение размера левого предсердия**: Это может быть признаком **II типа** нарушения диастолической функции ЛЖ, связанного с **повышенной жесткостью ЛЖ**.
* **В) увеличение размера левого желудочка**: Это может быть признаком **систолической дисфункции ЛЖ**.

**Важно отметить, что эхокардиография является основным методом диагностики нарушения диастолической функции ЛЖ.** 

**Помимо соотношения Е/А, при эхокардиографии оцениваются другие параметры**, такие как:

* **Время изоволюмического расслабления ЛЖ**
* **Скорость раннего диастолического наполнения ЛЖ**
* **Объем левого предсердия**

**На основании этих параметров врач может сделать вывод о наличии и типе нарушения диастолической функции ЛЖ.**

**Дополнительные сведения:**

* Нарушение диастолической функции левого желудочка: [неправильный URL удален]
* Эхокардиография: [неправильный URL удален]

",1
