Вопрос,Ответ,GigaChat,Результат
10,"О КАЧЕСТВЕ ПРОФИЛАКТИЧЕСКОЙ РАБОТЫ СВИДЕТЕЛЬСТВУЕТ ПОКАЗАТЕЛЬ
А	охвата прикрепленного населения профилактическими медицинскими осмотрами
Б	текучести кадров
В	отношения числа пациентов, которым проведена трансплантация почки, к числу нуждающихся
Г	занятости койки в стационаре, в который госпитализируется прикрепленное население",А охвата прикрепленного населения профилактическими медицинскими осмотрами,"Правильный ответ: А. Охват прикрепленного населения профилактическими медицинскими осмотрами.

Обоснование: Профилактическая работа включает в себя мероприятия, направленные на предотвращение заболеваний и улучшение здоровья населения. Одним из ключевых показателей эффективности такой работы является охват населения профилактическими медицинскими осмотрами. Это позволяет выявлять заболевания на ранних стадиях, проводить своевременное лечение и предотвращать развитие осложнений.

Показатели Б, В и Г не относятся к качеству профилактической работы. Текучесть кадров, отношение числа пациентов, которым проведена трансплантация почки, к числу нуждающихся, и занятость койки в стационаре, в который госпитализируется прикрепленное население, являются показателями, которые могут свидетельствовать о других аспектах работы медицинского учреждения, но не о качестве профилактической работы.",1
11,"К ГИПОГЛИКЕМИЧЕСКИМ ПРЕПАРАТАМ 1 ЛИНИИ У ПАЦИЕНТОВ СО СТЕНОКАРДИЕЙ НАПРЯЖЕНИЯ, ОЖИРЕНИЕМ, ЛИБО ИЗБЫТОЧНОЙ МАССОЙ ТЕЛА И САХАРНЫМ ДИАБЕТОМ 2 ТИПА, ПРИ ОТСУТСТВИИ ПРОТИВОПОКАЗАНИЙ ОТНОСЯТ
А	тиазолидиндионы
Б	ингибиторы альфа-глюкозидаз
В	метформин
Г	производные сульфонилмочевины",В метформин,"Правильный ответ: В. Метформин.

Обоснование: В данном случае, в вопросе упоминаются пациенты со стенокардией напряжения, ожирением, либо избыточной массой тела и сахарным диабетом 2 типа. Из всех перечисленных препаратов, метформин (В) является наиболее подходящим выбором для этих пациентов. 

Метформин - это препарат, который используется для лечения сахарного диабета 2 типа. Он помогает контролировать уровень глюкозы в крови, снижая ее производство в печени и увеличивая чувствительность тканей к инсулину. Метформин также может помочь снизить вес у пациентов с ожирением или избыточной массой тела.

Тиазолидиндионы (А) могут вызывать задержку жидкости и увеличение веса, что может быть нежелательным для пациентов с ожирением или избыточной массой тела. Ингибиторы альфа-глюкозидаз (Б) могут вызывать побочные эффекты, такие как вздутие живота и диарея. Производные сульфонилмочевины (Г) могут вызывать гипогликемию, что может быть опасно для пациентов со стенокардией напряжения.

Таким образом, метформин является наиболее подходящим выбором для пациентов со стенокардией напряжения, ожирением, либо избыточной массой тела и сахарным диабетом 2 типа, при отсутствии противопоказаний.",1
12,"ПРИ РЕЦИДИВЕ ИНФАРКТА МИОКАРДА ДЛЯ ПОВТОРНОГО ВВЕДЕНИЯ НЕ РАЗРЕШЕНО ПРИМЕНЕНИЕ
А        проурокиназы
Б        стрептокиназы
В        тенектеплазы
Г        алтеплазы",Б        стрептокиназы,"Правильный ответ: Г. Алтеплаза. 

Обоснование: Алтеплаза является фибринолитическим препаратом, который используется для лечения острого инфаркта миокарда. Однако, повторное введение алтеплазы не рекомендуется, так как это может привести к серьезным побочным эффектам, включая кровотечения. Поэтому, при рецидиве инфаркта миокарда, для повторного введения не разрешено применение алтеплазы.",-1
13,"ПРОВЕДЕНИЕ ТРОМБОЛИТИЧЕСКОЙ ТЕРАПИИ У ПАЦИЕНТОВ С ОСТРЫМ ИНФАРКТОМ МИОКАРДА С ПОДЪЕМОМ СЕГМЕНТА ST ПОКАЗАНО В ПЕРВЫЕ
А        12 часов от начала болевого приступа при невозможности провести ЧКВ в течение 2 часов
Б        24 часа от начала симптомов всем больным
В        4 часа от начала симптомов при невозможности провести ЧКВ в течение 1 часа
Г        4 часа от начала симптомов всем больным",А        12 часов от начала болевого приступа при невозможности провести ЧКВ в течение 2 часов,"Правильный ответ: А. Проведение тромболитической терапии показано в первые 12 часов от начала болевого приступа при невозможности провести ЧКВ в течение 2 часов. 

Обоснование: Тромболитическая терапия является одним из основных методов лечения острого инфаркта миокарда с подъемом сегмента ST. Она направлена на растворение тромба, который блокирует коронарную артерию, что позволяет восстановить кровоснабжение сердечной мышцы и уменьшить размер инфаркта. Однако проведение тромболитической терапии имеет свои ограничения и показания.

Согласно современным рекомендациям, тромболитическую терапию следует проводить в первые 12 часов от начала болевого приступа при невозможности провести ЧКВ (чрескожное коронарное вмешательство) в течение 2 часов. Это связано с тем, что проведение ЧКВ является более эффективным и безопасным методом лечения, чем тромболитическая терапия. ЧКВ позволяет непосредственно удалить тромб и восстановить кровоток в коронарной артерии.

Таким образом, ответ А является наиболее правильным, так как он соответствует современным рекомендациям по лечению острого инфаркта миокарда с подъемом сегмента ST.",1
14,"ТОЛЩИНА СТЕНОК ЛЕВОГО ЖЕЛУДОЧКА ПРИ УМЕРЕННО ВЫРАЖЕННОЙ ГИПЕРТРОФИИ СОСТАВЛЯЕТ (В ММ)
А        14-16
Б        более 20
В        13-14
Г        16-20",А        14-16,"Правильный ответ: А. Толщина стенок левого желудочка при умеренно выраженной гипертрофии составляет 14-16 мм. 

Обоснование: Гипертрофия миокарда левого желудочка (ЛЖ) - это увеличение толщины стенок ЛЖ, которое может быть вызвано различными факторами, включая гипертонию, ишемическую болезнь сердца и другие сердечные заболевания. Умеренно выраженная гипертрофия ЛЖ характеризуется увеличением толщины стенок ЛЖ до 16 мм. Это значение находится в пределах нормы, но уже может вызывать некоторые проблемы со здоровьем. Поэтому, когда говорят о толщине стенок ЛЖ при умеренно выраженной гипертрофии, обычно имеют в виду диапазон от 14 до 16 мм.",1
15,"ОПТИМАЛЬНЫМ МЕТОДОМ ИССЛЕДОВАНИЯ ПРИ ПРЕДВАРИТЕЛЬНОМ ДИАГНОЗЕ «КОМБИНИРОВАННЫЙ МИТРАЛЬНЫЙ ПОРОК» ЯВЛЯЕТСЯ
А        перфузионная сцинтиграфия
Б        рентгеновская компьютерная томография
В        селективная ангиография
Г        допплерография",Г        допплерография,"Правильный ответ: Г (допплерография). 

Обоснование: Допплерография является оптимальным методом исследования при предварительном диагнозе ""комбинированный митральный порок"", так как позволяет оценить гемодинамические показатели, такие как скорость кровотока, давление в полостях сердца и степень регургитации. Это позволяет более точно определить тип порока и его тяжесть, что важно для выбора дальнейшей тактики лечения.",1
16,"РАЗМЕР ЛЕВОГО ПРЕДСЕРДИЯ В ПАРАСТЕРНАЛЬНОЙ ПОЗИЦИИ У ВЗРОСЛЫХ НА ЭХОКАРДИОГРАММЕ В НОРМЕ СОСТАВЛЯЕТ (В ММ)
А	35-37
Б	50
В	не более 40
Г	45-46",В	не более 40,"Правильный ответ: А. 35-37 мм. 

Обоснование: Размер левого предсердия в парастернальной позиции на эхокардиограмме у взрослых в норме составляет 35-37 мм. Это значение может незначительно варьироваться в зависимости от возраста, пола и других индивидуальных особенностей пациента. Однако, в большинстве случаев, именно этот диапазон считается нормальным.",-1
17,"РАННИМ ЭКГ-ПРИЗНАКОМ ГИПЕРКАЛИЕМИИ ЯВЛЯЕТСЯ
А	сглаженный зубец Т
Б	уширение комплекса QRS
В	укороченный интервал PQ
Г	высокий остроконечный зубец Т",Г	высокий остроконечный зубец Т,"Правильный ответ: А. Сглаженный зубец Т.

Обоснование: Гиперкалиемия - это состояние, при котором уровень калия в крови повышен. Одним из ранних ЭКГ-признаков гиперкалиемии является сглаженный зубец Т. Это связано с тем, что калий влияет на процесс реполяризации миокарда, что приводит к изменению формы зубца Т на ЭКГ. Уширение комплекса QRS и высокий остроконечный зубец Т являются признаками гиперкалиемии на более поздних стадиях, а укороченный интервал PQ не связан с гиперкалиемией.",-1
18,"К УЗИ-ПРИЗНАКАМ СТЕНОЗА МИТРАЛЬНОГО ОТВЕРСТИЯ ОТНОСЯТ
А	движение створок митрального клапана в противофазе
Б	провисание створок митрального клапана в полость левого предсердия
В	утолщение створок митрального клапана
Г	увеличение амплитуды движения створок митрального клапана",В	утолщение створок митрального клапана,"Правильный ответ: А.

Обоснование: Стеноз митрального отверстия - это сужение отверстия между левым предсердием и желудочком, которое приводит к затруднению тока крови из предсердия в желудочек. УЗИ-признаки стеноза митрального отверстия включают движение створок митрального клапана в противофазе. Это означает, что створки клапана открываются и закрываются в разное время, что является признаком нарушения их функции.",-1
19,"НЕСТАБИЛЬНАЯ СТЕНОКАРДИЯ ПРОГНОСТИЧЕСКИ НЕБЛАГОПРИЯТНА В ПЛАНЕ РАЗВИТИЯ
А	венозной недостаточности
Б	тромбоэмболии мозговых сосудов
В	инфаркта миокарда
Г	легочной гипертензии",В	инфаркта миокарда,"Правильный ответ: В. Инфаркта миокарда.

Обоснование: Нестабильная стенокардия является предынфарктным состоянием, при котором происходит резкое сужение коронарных артерий, что приводит к нарушению кровоснабжения сердечной мышцы. Это может привести к развитию инфаркта миокарда, который является наиболее неблагоприятным исходом в данном случае.",1
20,"ДЛЯ УСТРАНЕНИЯ БОЛЕВОГО СИНДРОМА НА ФОНЕ ИНФАРКТА МИОКАРДА ПРИМЕНЯЮТ
А	парацетамол
Б	кеторолак
В	морфин
Г	пропофол",В	морфин,"Правильный ответ: В. Морфин. 

Морфин является опиоидным анальгетиком, который широко используется для устранения болевого синдрома на фоне инфаркта миокарда. Он обладает мощным обезболивающим эффектом и способен эффективно снижать интенсивность боли. 

А. Парацетамол - это нестероидный противовоспалительный препарат (НПВП), который может быть использован для устранения боли, но он не является препаратом первого выбора при инфаркте миокарда.

Б. Кеторолак - это также НПВП, который может быть использован для устранения боли, но он также не является препаратом первого выбора при инфаркте миокарда.

Г. Пропофол - это препарат для общей анестезии, который не используется для устранения болевого синдрома на фоне инфаркта миокарда.",1
21,"ПРИ СТЕНОКАРДИИ НАИБОЛЕЕ ХАРАКТЕРНА ЛОКАЛИЗАЦИЯ БОЛИ
А        за грудиной
Б        в проекции аортального клапана
В        в эпигастральной области
Г        в области верхушечного толчка",А        за грудиной,"Правильный ответ: А. Боль при стенокардии наиболее характерна за грудиной. 

Обоснование: Стенокардия — это форма ишемической болезни сердца, которая характеризуется болевыми ощущениями в области груди. Боль при стенокардии обычно локализуется за грудиной, так как именно в этой области находятся коронарные артерии, которые обеспечивают кровоснабжение сердца. Боль может распространяться в другие области, такие как левая рука, шея, челюсть, но основной очаг боли обычно находится за грудиной.",1
22,"ТИПИЧНЫМ РЕНТГЕНОЛОГИЧЕСКИМ ПРИЗНАКОМ ДКМП ЯВЛЯЕТСЯ
А	выпот в полости перикарда
Б	расширение сосудистого пучка
В	кардиомегалия
Г	уменьшение кардиоторакального индекса",В	кардиомегалия,"Правильный ответ: В. Кардиомегалия. 

Обоснование: Дилатационная кардиомиопатия (ДКМП) характеризуется расширением всех камер сердца, что приводит к увеличению его размеров. Это увеличение сердца и называется кардиомегалией. Остальные варианты ответов могут быть связаны с другими заболеваниями сердца, но не являются специфическими для ДКМП.",1
23,"САМОЙ ЧАСТОЙ ПРИЧИНОЙ ЛЕГОЧНОГО СЕРДЦА СЧИТАЮТ
А        поражения сосудов легких
Б        интерстициальные заболевания легких
В        выраженную деформацию грудной клетки
Г        хроническую обструктивную болезнь легких",Г	хроническую обструктивную болезнь легких,"Правильный ответ: Г. Хроническая обструктивная болезнь легких (ХОБЛ) является наиболее частой причиной легочного сердца. 

Обоснование: Легочное сердце - это состояние, при котором правый желудочек сердца увеличивается и становится более жестким из-за повышенного давления в легких. Это может быть вызвано различными заболеваниями легких. 

А. Поражения сосудов легких могут вызвать легочное сердце, но это не самая частая причина.
Б. Интерстициальные заболевания легких могут вызвать легочное сердце, но это также не самая частая причина.
В. Выраженная деформация грудной клетки может вызвать легочное сердце, но это редкое состояние.
Г. Хроническая обструктивная болезнь легких (ХОБЛ) - это состояние, при котором дыхательные пути сужаются и воспаляются, что приводит к затрудненному дыханию. Это состояние часто вызывает легочное сердце и является наиболее частой причиной.",1
24,"ПРИЗНАКОМ ОСТРОГО ЛЕГОЧНОГО СЕРДЦА НА ЭКГ ЯВЛЯЕТСЯ
А	возникновение блокады левой ножки пучка Гиса
Б	синдром QIII SI
В	смещение переходной зоны влево
Г	появление высоких зубцов Т в отведениях V1-4",Б	синдром QIII SI,"Правильный ответ: Б. Синдром QIII SI.

Обоснование: Синдром QIII SI является признаком острого легочного сердца на ЭКГ. Он характеризуется увеличением зубца R в отведениях III и SI и увеличением зубца S в отведениях I и QIII. Это связано с перегрузкой правого желудочка и гипертрофией правого желудочка, что является типичным для острого легочного сердца.",1
25,"СТАДИЕЙ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ У ПАЦИЕНТА В ПОЛОЖЕНИИ ОРТОПНОЭ, ИМЕЮЩЕГО ОДЫШКУ, АКРОЦИАНОЗ, НАБУХАНИЕ ШЕЙНЫХ ВЕН, АСЦИТ, СЧИТАЮТ
А        2Б
Б        2А
В        3
Г        1",А        2Б,"Правильный ответ: В. 3. 

Обоснование: 

Сердечная недостаточность - это состояние, при котором сердце не может эффективно перекачивать кровь по организму. Она может быть классифицирована по стадиям в зависимости от тяжести симптомов и функциональных возможностей пациента.

Стадия 1 (начальная) характеризуется отсутствием симптомов в состоянии покоя, но при физической нагрузке могут возникать одышка и усталость.

Стадия 2А (умеренная) характеризуется наличием симптомов в состоянии покоя, но они исчезают при приеме лекарств.

Стадия 2Б (умеренная-тяжелая) характеризуется наличием симптомов в состоянии покоя, которые не исчезают при приеме лекарств.

Стадия 3 (тяжелая) характеризуется наличием симптомов в состоянии покоя, которые не исчезают при приеме лекарств, и пациент может иметь признаки серьезных нарушений в работе органов и систем.

В данном случае, у пациента в положении ортопноэ (лежа на спине с поднятыми ногами), имеющего одышку, акроцианоз (синюшность конечностей), набухание шейных вен, асцит (скопление жидкости в брюшной полости), считаются признаками тяжелой сердечной недостаточности, что соответствует стадии 3.",-1
26,"БОЛИ В ГРУДНОЙ КЛЕТКЕ, РАЗВИВШИЕСЯ НА ФОНЕ ВНЕЗАПНО ПОЯВИВШЕЙСЯ ОДЫШКИ, НАИБОЛЕЕ ХАРАКТЕРНЫ ДЛЯ
А	расслаивающей аневризмы аорты
Б	тромбоэмболии лёгочной артерии
В	острого перикардита
Г	грыжи пищеводного отверстия диафрагмы",Б	тромбоэмболии лёгочной артерии,"Наиболее вероятной причиной болей в грудной клетке, развившихся на фоне внезапно появившейся одышки, является тромбоэмболия лёгочной артерии (ответ Б). 

Основные причины болей в грудной клетке, которые могут сопровождаться одышкой, включают:

А. Расслаивающая аневризма аорты - это серьезное состояние, при котором стенка аорты разрывается, и кровь попадает между слоями стенки аорты. Это может вызвать сильную боль в груди, но одышка обычно не является первым симптомом.

Б. Тромбоэмболия лёгочной артерии - это состояние, при котором сгусток крови блокирует одну или несколько лёгочных артерий. Это может вызвать одышку и боль в груди, особенно при физической нагрузке.

В. Острый перикардит - это воспаление оболочки, окружающей сердце. Это может вызвать боль в груди, но одышка обычно не является первым симптомом.

Г. Грыжа пищеводного отверстия диафрагмы - это состояние, при котором часть желудка проникает через отверстие в диафрагме, что может вызвать боль в груди, но одышка обычно не является первым симптомом.

Таким образом, тромбоэмболия лёгочной артерии является наиболее вероятной причиной болей в грудной клетке, развившихся на фоне внезапно появившейся одышки.",1
27,"ЭЛЕКТРОКАРДИОГРАФИЧЕСКИЕ ИЗМЕНЕНИЯ ПРИ ГКМП ТРЕБУЮТ ДИФФЕРЕНЦИАЛЬНОЙ ДИАГНОСТИКИ С
А        перикардитом
Б        вторичной артериальной гипертензией
В        сердечной недостаточностью
Г        инфарктом миокарда",Г        инфарктом миокарда,"Правильный ответ: Г. 

Гипертрофическая кардиомиопатия (ГКМП) — это заболевание, при котором происходит утолщение стенки левого желудочка сердца. Это утолщение может привести к различным электрокардиографическим изменениям, которые могут быть похожи на изменения, наблюдаемые при инфаркте миокарда. 

А. Перикардит — это воспаление перикарда, оболочки, окружающей сердце. Он может вызывать различные электрокардиографические изменения, но они обычно отличаются от изменений, наблюдаемых при ГКМП.

Б. Вторичная артериальная гипертензия — это повышенное кровяное давление, которое может быть вызвано различными факторами, включая заболевания почек, эндокринные нарушения и другие причины. Электрокардиографические изменения при вторичной артериальной гипертензии обычно отличаются от изменений, наблюдаемых при ГКМП.

В. Сердечная недостаточность — это состояние, при котором сердце не может эффективно перекачивать кровь по всему организму. Электрокардиографические изменения при сердечной недостаточности могут быть похожи на изменения, наблюдаемые при ГКМП, но они обычно отличаются по характеру и степени выраженности.

Г. Инфаркт миокарда — это состояние, при котором происходит гибель сердечной мышцы из-за недостаточного кровоснабжения. Электрокардиографические изменения при инфаркте миокарда могут быть очень похожи на изменения, наблюдаемые при ГКМП, и могут быть сложными для дифференциальной диагностики.

Таким образом, правильный ответ — Г, инфаркт миокарда, так как электрокардиографические изменения при ГКМП и инфаркте миокарда могут быть очень похожи и требуют дифференциальной диагностики.",1
28,"МИОКАРДИТ ЧАЩЕ ВСЕГО РАЗВИВАЕТСЯ В _______ ИНФЕКЦИОННОГО ЗАБОЛЕВАНИЯ
А	последние дни после стихания
Б	фазе ранней реконвалесценции
В	фазе поздней реконвалесценции (3 неделя и позже)
Г	первые дни на высоте лихорадочного периода",Б	фазе ранней реконвалесценции,"Правильный ответ: Г. Миокардит чаще всего развивается в первые дни на высоте лихорадочного периода. Это связано с тем, что в этот период организм находится в состоянии максимального стресса и иммунной реакции на инфекцию, что может привести к повреждению сердечной мышцы.",-1
