Вопрос,Ответ,GigaChat,Результат
10,"СТЕНОКАРДИЯ НАПРЯЖЕНИЯ МОЖЕТ БЫТЬ СИМПТОМОМ:        
А аортального стеноза
Б митрального стеноза
В трикуспидальной недостаточности
Г митральной недостаточности",А аортального стеноза,"Правильный ответ: А — стенокардия напряжения может быть симптомом аортального стеноза.

Обоснование: стенокардия напряжения возникает при физическом усилии, когда увеличивается потребность миокарда в кислороде. Это происходит, когда имеется атеросклероз коронарных артерий (их сужение или закупорка), который чаще всего является следствием аортального стеноза.",1
11,"ДЛЯ АТРЕЗИИ ТРЕХСТВОРЧАТОГО КЛАПАНА ХАРАКТЕРНО:        
А расширение ствола легочной артерии
Б увеличение правого предсердия
В увеличение правого желудочка
Г наличие гиперволемии малого круга кровообращения",Б увеличение правого предсердия,"Правильный ответ: Г.
Обоснование: при атрезии трёхстворчатого клапана (клапан между правым предсердием и желудочком) кровь не может нормально поступать из предсердия в желудочек, что приводит к увеличению давления в правом предсердии и желудочке. Это, в свою очередь, вызывает увеличение лёгочной артерии (А), так как кровь пытается пройти через неё под большим давлением. Увеличение объёма крови в малом круге кровообращения (лёгкие) приводит к гиперволемии малого круга кровообращения (Г).
",-1
12,"ПРИ СИНДРОМЕ ЛЮТЕМБАШЕ ДЕФЕКТ МЕЖПРЕДСЕРДНОЙ ПЕРЕГОРОДКИ СОЧЕТАЕТСЯ СО СТЕНОЗОМ:        
А аортальным
Б митральным
В трикуспидальным
Г пульмональным",Б митральным,"Правильный ответ: Б.
При синдроме Лютембаше (или синдроме дисплазии межпредсердной перегородки) дефект межпредсердной перегородки сочетается со стенозом лёгочной артерии.
",1
13,"К АНТИАНГИНАЛЬНЫМ СРЕДСТВАМ ПЕРВОГО ВЫБОРА У БОЛЬНЫХ НЕДОСТАТОЧНОСТЬЮ МИТРАЛЬНОГО И/ИЛИ АОРТАЛЬНОГО КЛАПАНОВ ОТНОСЯТСЯ: 
А ингибиторы АПФ
Б верапамил, дилтиазем
В нитраты
Г дигидропиридиновые антагонисты кальция",Г дигидропиридиновые антагонисты кальция,"Правильный ответ: А.

Ингибиторы АПФ являются препаратами первого выбора для лечения сердечной недостаточности у пациентов с клапанными пороками сердца. Они уменьшают преднагрузку и постнагрузку, снижают давление в лёгочных капиллярах, предотвращают ремоделирование миокарда и улучшают его сократительную способность. Верапамил и дилтиазем противопоказаны при сердечной недостаточности, так как могут спровоцировать тяжёлую артериальную гипотензию и нарушение перфузии внутренних органов. Нитраты вызывают расширение вен и снижение преднагрузки, но плохо переносятся больными из-за развития выраженного головного болей. Дигидропиридиновые антагонисты кальция могут использоваться при сопутствующей стенокардии, но они увеличивают риск развития артериальной гипертензии и ухудшают гемодинамические показатели у больных с сердечной недостаточностью.",-1
14,"ВДЫХАНИЕ ПАРОВ ЭТИЛОВОГО СПИРТА ПРИ ОТЕКЕ ЛЕГКИХ НЕОБХОДИМО ДЛЯ:       
А уменьшения образования пены в альвеолах
Б вазодилатации
В бронходилатации
Г седативного эффекта",А уменьшения образования пены в альвеолах,"В данном случае, этиловый спирт используется для уменьшения образования пены в альвеолах. Это связано с тем, что этиловый спирт является пеногасителем и может помочь снизить образование пены, которая может затруднять дыхание при отеке легких. Таким образом, правильный ответ - А.",1
15,"ПАЦИЕНТУ С СИНДРОМОМ БРУГАДА ПРИ ПРОТИВОПОКАЗАНИЯХ К ИМЛАНТАЦИИ КАРДИОВЕРТЕРА-ДЕФИБРИЛЛЯТОРА ДОЛЖЕН БЫТЬ РЕКОМЕНДОВАН: 
А хинидин
Б верапамил
В пропафенон
Г бисопролол

",А хинидин,"Правильный ответ: А. Пациентам с синдромом Бругада следует избегать применения препаратов, замедляющих проведение импульса по сердцу, так как это может спровоцировать приступ желудочковой тахикардии или фибрилляции желудочков. Из всех перечисленных лекарств только хинидин обладает антиаритмическими свойствами, поэтому его следует избегать. Верапамил и пропафенон относятся к классу C по классификации антиаритмических препаратов, что означает, что их безопасность у пациентов с синдромом Бругада не установлена. Бисопролол является бета-блокатором и обычно безопасен для использования у пациентов с синдромом Бругада.",1
16,"ПРИ АЛЛЕРГИЧЕСКОЙ РЕАКЦИИ НА ЙОД В АНАМНЕЗЕ БОЛЬНОМУ ПРОТИВОПОКАЗАН:        
А верапамил
Б нифедипин
В пропранолол
Г амиодарон

",Г амиодарон,"Правильный ответ: Г.
Аллергическая реакция на йод является противопоказанием к назначению амиодарона, поскольку этот препарат содержит атомы йода.",1
17,"ПРИ ОСТРЫХ МИОКАРДИТАХ ЛЁГКОГО ТЕЧЕНИЯ ЧАЩЕ ВСЕГО НАБЛЮДАЕТСЯ:        
А наличие перебоев в работе сердца
Б наличие отёков нижних конечностей
В чувство нехватки воздуха в покое
Г одышка при небольших физических нагрузках",А наличие перебоев в работе сердца,"Правильный ответ: Г. При острых миокардитах лёгкого течения чаще всего наблюдается одышка при небольших физических нагрузках. Это связано с тем, что при воспалении сердечной мышцы её сократительная способность снижается, и сердцу становится труднее прокачивать кровь по организму. В результате человек начинает испытывать одышку даже при незначительной физической активности.
",-1
18,"ДИЛАТАЦИОННАЯ КАРДИОМИОПАТИЯ ХАРАКТЕРИЗУЕТСЯ ДИЛАТАЦИЕЙ ЛЕВОГО ЖЕЛУДОЧКА СО СНИЖЕНИЕМ ЕГО СОКРАТИТЕЛЬНОЙ СПОСОБНОСТИ:        
А резвившейся после перенесенного инфаркта миокарда
Б при отсутствии инфарктов миокарда в анамнезе
В не вызванной ишемией или патологией клапанов сердца
Г вне зависимости от вызвавшей ее причины

",В не вызванной ишемией или патологией клапанов сердца,"Правильный ответ: В. Дилатационная кардиомиопатия характеризуется дилатацией левого желудочка со снижением его сократительной способности, которая развивается при отсутствии инфарктов миокарда в анамнезе и не связана с ишемией или патологией клапанов сердца.
",1
19,"КАРДИОМИОПАТИЯ ТАКОЦУБО ХАРАКТЕРИЗУЕТСЯ:        
А необратимой систолической дисфункцией
Б диастолической дисфункцией
В преходящей дисфункцией миокарда
Г отсутствием дисфункции миокарда

",В преходящей дисфункцией миокарда,"Правильный ответ: В. Кардиомиопатия такоцубо характеризуется преходящей дисфункцией миокарда. Это состояние также известно как синдром разбитого сердца. Оно обычно возникает в результате сильного эмоционального стресса и проявляется в виде временного снижения сократительной способности сердечной мышцы. Хотя симптомы могут быть серьезными и требовать медицинского вмешательства, кардиомиопатия такоцубо обычно обратима, и функция сердца восстанавливается по мере исчезновения причины стресса.",1
20,"ПРИ НАЛИЧИИ НА ЭХОКАРДИОГРАФИИ АСИММЕТРИЧНОЙ ГИПЕРТРОФИИ МЕЖЖЕЛУДОЧКОВОЙ ПЕРЕГОРОДКИ С ТОЛЩИНОЙ СТЕНКИ БОЛЕЕ 1,5 СМ МОЖНО ПРЕДПОЛОЖИТЬ:        
А артериальную гипертензию
Б гипертрофическую кардиомиопатию
В аортальный стеноз
Г дилатационную кардиомиопатию",Б гипертрофическую кардиомиопатию,"Правильный ответ: Б. Гипертрофическая кардиомиопатия.

При гипертрофической кардиомиопатии происходит утолщение межжелудочковой перегородки, при этом толщина стенки может превышать 1,5 см. Это генетически детерминированное заболевание, которое характеризуется аномальным утолщением сердечной мышцы, особенно в области желудочков. Утолщение сердечной мышцы может привести к различным проблемам, включая затрудненное дыхание, боль в груди, обмороки и другие симптомы.
",1
21,"ПО ДАННЫМ ЭХОКАРДИОГРАФИИ ПРИЗНАКОМ ИНФЕКЦИОННОГО ЭНДОКАРДИТА ЯВЛЯЕТСЯ:        
А вегетация на клапанах
Б наличие систолической дисфункции
В наличие диастолической дисфункции
Г высокое давление наполнения левого желудочка

",А вегетация на клапанах,"Правильный ответ: А. Вегетации на клапанах являются характерным признаком инфекционного эндокардита при эхокардиографии. Вегетации представляют собой патологические образования, состоящие из фибрина, бактерий и воспалительных клеток, которые образуются на поверхности клапанов сердца или внутри сердечных камер. Они могут иметь различную форму и размер, и их обнаружение является важным диагностическим критерием инфекционного эндокардита.

Ответы Б, В и Г не являются специфичными для инфекционного эндокардита. Систолическая и диастолическая дисфункция, а также высокое давление наполнения левого желудочка могут быть связаны с различными сердечно-сосудистыми заболеваниями, включая сердечную недостаточность, артериальную гипертензию и другие патологии.
",1
22,"ДИАГНОЗ ИНФЕКЦИОННОГО ЭНДОКАРДИТА ВЕРИФИЦИРОВАН ПРИ НАЛИЧИИ ___________ КРИТЕРИЕВ:        
А 4 малых
Б 1 большого и 1 малого
В 5 малых
Г 1 большого и 2 малых

",В 5 малых,"Правильный ответ: Г.
Обоснование: диагноз инфекционного эндокардита считается верифицированным при наличии одного большого критерия и двух малых критериев (вариант Г).
",-1
23,"У БОЛЬНЫХ ИНФЕКЦИОННЫМ ЭНДОКАРДИТОМ В РЕЗУЛЬТАТЕ ЭМБОЛИИ МЕЛКИХ АРТЕРИЙ КРОВОИЗЛИЯНИЯМИ В СЕТЧАТКУ ЯВЛЯЮТСЯ ПЯТНА:        
А Рота
Б Ослера
В Лукина-Либмана
Г Джейнуэя

",А Рота,"Правильный ответ: Г. Кровоизлияния в сетчатку у больных инфекционным эндокардитом являются пятна Гейнюка.

Обоснование: пятна Гейнюка (пятна Якоба) – это симптомы поражения сосудов глазного дна при бактериальном эндокардите. Они представляют собой точечные геморрагии в сетчатке, расположенные в области жёлтого пятна или вблизи него.
",-1
24,"ПРИ ГИПЕРТОНИЧЕСКОМ КРИЗЕ НА ФОНЕ ФЕОХРОМОЦИТОМЫ НАЗНАЧАЮТ:        
А внутривенное введение 1,0 мл эналаприлата раствора 1,25% в 50 мл физраствора
Б бета-адреноблокаторы (пропранолол 40 мг) сублингвально, затем переходят на пероральный прием (атенолол 100 мг)
В фентоламин (2-4 мг каждые 5-10 мин.) или нитропруссид натрия до купирования криза или урапидил 0,5% 5 мл внутривенно струйно, затем пероральный прием альфа-блокаторов
Г внутривенное введение бета-адреноблокаторов (обзидан 5-10 мг)

","В фентоламин (2-4 мг каждые 5-10 мин.) или нитропруссид натрия до купирования криза или урапидил 0,5% 5 мл внутривенно струйно, затем пероральный прием альфа-блокаторов","Правильный ответ: В. При гипертоническом кризе на фоне феохромоцитомы назначают альфа-блокаторы (фентоламин или нитропруссид натрия) для предотвращения резкого повышения артериального давления, которое может спровоцировать выброс катехоламинов из опухоли. Урапидил также является препаратом выбора для быстрого снижения артериального давления при гипертоническом кризе.
",1
25,"ЭФФЕКТИВНЫМИ ГИПОТЕНЗИВНЫМИ СРЕДСТВАМИ ПРИ МОНОТЕРАПИИ, НЕ ОКАЗЫВАЮЩИМИ ОТРИЦАТЕЛЬНОГО ВЛИЯНИЯ НА СЕРДЕЧНО-СОСУДИСТЫЕ РИСКИ, ЯВЛЯЮТСЯ:        
А бета-адреноблокаторы
Б мочегонные препараты
В антагонисты кальция
Г препараты центрального действия

",В антагонисты кальция,"В антагонисты кальция

Обоснование: Антагонисты кальция являются эффективными гипотензивными средствами при монотерапии, не оказывающими отрицательного влияния на сердечно-сосудистые риски. Они обладают способностью снижать артериальное давление, улучшать кровообращение и предотвращать развитие осложнений, связанных с гипертонией.
",0
26,"ПО ДАННЫМ ЭКГ: УГОЛ а = +5°, ЗУБЕЦ R1=20 мм, ЗУБЕЦ R aVL=16 мм, ЗУБЕЦ R V6=27 мм, ЗУБЕЦ S III=8 мм, ЗУБЕЦ Т V1 БОЛЬШЕ ЗУБЦА Т V6, ПРОДОЛЖИТЕЛЬНОСТЬ КОМПЛЕКСА QRS=0,11 сек МОЖНО СДЕЛАТЬ ЗАКЛЮЧЕНИЕ:        
А гипертрофия правого желудочка
Б вариант нормы
В полная блокада левой ножки пучка Гиса
Г гипертрофия левого желудочка

",Г гипертрофия левого желудочка,"А гипертрофия правого желудочка.

Электрическая ось сердца (а) +5° говорит о горизонтальной позиции сердца, что часто встречается при гипертрофии миокарда правого желудочка. Зубец R1 в отведении aVL может быть увеличен при гипертрофии правого желудочка. Зубец R V6 обычно увеличивается при гипертрофии левого желудочка, но в данном случае он больше, чем зубец R1 в отведении aVL, что также может свидетельствовать о гипертрофии правого желудочка. Зубец S III может быть увеличен при гипертрофии правого желудочка. Наконец, зубец Т V1 обычно больше зубца Т V6 при гипертрофии правого желудочка. Продолжительность комплекса QRS составляет 0,11 секунды, что является нормой.",-1
27,"ПРИ НАЛИЧИИ БРАДИКАРДИИ У БОЛЬНЫХ АРТЕРИАЛЬНОЙ ГИПЕРТЕНЗИЕЙ НАИБОЛЕЕ БЕЗОПАСНЫМ ЯВЛЯЕТСЯ:        
А амлодипин
Б верапамил
В пропранолол
Г атенолол

",А амлодипин,"Амлодипин является наиболее безопасным выбором при наличии брадикардии у больных артериальной гипертензией.

Верапамил и дилтиазем относятся к группе препаратов, называемых блокаторами кальциевых каналов, и могут снижать частоту сердечных сокращений. Они противопоказаны пациентам с синдромом слабости синусового узла (СССУ) или другими нарушениями проводимости, такими как AV-блокада II или III степени, поскольку они могут ухудшить эти состояния.

Пропранолол и атенолол являются бета-блокаторами и также могут снижать частоту сердечных сокращений. Однако они могут маскировать симптомы гипогликемии у пациентов с сахарным диабетом, а также могут вызывать бронхоспазм у пациентов с бронхиальной астмой или хроническим обструктивным заболеванием легких (ХОЗЛ). Кроме того, бета-блокаторы следует использовать с осторожностью у пациентов с сердечной недостаточностью, так как они могут привести к ухудшению симптомов.

Амлодипин, с другой стороны, принадлежит к классу препаратов, известных как антагонисты кальция, и не влияет на частоту сердечных сокращений. Он расширяет кровеносные сосуды, что приводит к снижению артериального давления. Это делает его предпочтительным выбором для пациентов с брадикардией, поскольку он не оказывает неблагоприятного воздействия на ЧСС.",0
28,"СИЛОВЫЕ УПРАЖНЕНИЯ НЕОБХОДИМО ПОДКЛЮЧАТЬ У БОЛЬНЫХ ИНФАРКТОМ МИОКАРДА НЕ РАНЕЕ ЧЕМ ЧЕРЕЗ _____НЕДЕЛИ/НЕДЕЛЬ ПОСЛЕ НАЧАЛА ЗАБОЛЕВАНИЯ:        
А 2-3
Б 8-9
В 6-7
Г 4-5

",А 2-3,"Правильный ответ: Г 4-5 недель.

Этот период соответствует так называемому периоду подострого течения инфаркта миокарда, когда происходит стабилизация некротизированного участка сердечной мышцы и начинает формироваться рубец. В этот период уже возможно назначение лечебной гимнастики с включением в неё силовых упражнений.
",-1
29,"КРИТЕРИЕМ КАРДИОЛОГИЧЕСКОГО БОЛЬНОГО С ПРОМЕЖУТОЧНЫМ РИСКОМ ОСЛОЖНЕНИЙ ЯВЛЯЕТСЯ:        
А неосложненный инфаркт миокарда
Б отсутствие патологической симптоматики в покое
В выраженное нарушение насосной функции миокарда (фракция выброса менее 30%)
Г остановка сердца в анамнезе

",А неосложненный инфаркт миокарда,"В. Выраженное нарушение насосной функции миокарда (фракция выброса менее 30%) является критерием кардиологического больного с промежуточным риском осложнений. Это связано с тем, что при таком состоянии сердце не способно эффективно качать кровь, что может привести к различным осложнениям, включая сердечную недостаточность и артериальную гипотензию.
",-1
30,"НА ЗАНЯТИЯХ ЛЕЧЕБНОЙ ФИЗКУЛЬТУРОЙ КАРДИОЛОГИЧЕСКИМ БОЛЬНЫМ СЛЕДУЕТ ДАВАТЬ УПРАЖНЕНИЯ НА:        
А ловкость
Б выносливость
В гибкость
Г увеличение мышечной массы

",Б выносливость,"Б выносливость

Больным кардиологического профиля необходимо развивать выносливость, поскольку это физическое качество тесно связано со способностью сердечно-сосудистой системы доставлять кислород ко всем тканям организма. Развивая выносливость, пациент может выполнять повседневную работу без появления одышки и усталости.
",1
31,"ПРИ ПРОВЕДЕНИИ ПРОБ С ДОЗИРОВАННОЙ ФИЗИЧЕСКОЙ НАГРУЗКОЙ РАСЧЕТНАЯ ВЕЛИЧИНА ЧАСТОТЫ СЕРДЕЧНЫХ СОКРАЩЕНИЙ, СООТВЕТСТВУЮЩАЯ СУБМАКСИМАЛЬНОМУ УРОВНЮ НАГРУЗКИ:        
А уменьшается с возрастом пациента
Б увеличивается с возрастом пациента
В не зависит от возраста пациента
Г зависит от исходного уровня ЧСС

",А уменьшается с возрастом пациента,"Правильный ответ: В. Расчетная величина частоты сердечных сокращений, соответствующая субмаксимальному уровню нагрузки, не зависит от возраста пациента. Это связано с тем, что субмаксимальный уровень нагрузки определяется как 75% от максимальной частоты сердечных сокращений, которая рассчитывается по формуле 220 – возраст. Таким образом, независимо от возраста пациента, расчетная величина частоты сердечных сокращений для субмаксимального уровня нагрузки будет одинаковой.
",-1
32,"ПОД КОНЕЧНОЙ ЧАСТЬЮ ЖЕЛУДОЧКОВОГО КОМПЛЕКСА ПОНИМАЮТ:       
А двухфазный или отрицательный зубец R
Б сегмент ST и зубец Т
В отрицательный зубец Р
Г зубец S комплекса QRS

",Б сегмент ST и зубец Т,"Правильный ответ: Б. Под конечной частью желудочкового комплекса понимают сегмент ST и зубец Т.

Сегмент ST — это отрезок прямой линии, соединяющий вершины зубцов S и T. Зубец Т отражает процесс реполяризации в миокарде желудочков.
",1
33,"ДВОЙНОЕ ПРОИЗВЕДЕНИЕ – ПОКАЗАТЕЛЬ, В ОПРЕДЕЛЕННОЙ СТЕПЕНИ ОТРАЖАЮЩИЙ ПОТРЕБНОСТЬ МИОКАРДА В КИСЛОРОДЕ, ПРЕДСТАВЛЯЕТ ПРОИЗВЕДЕНИЕ ЧАСТОТЫ СЕРДЕЧНЫХ СОКРАЩЕНИЙ НА:        
А систолическое артериальное давление
Б среднее артериальное давление
В на давление заклинивания легочных капилляров
Г динамическое диастолическое артериальное давление

",А систолическое артериальное давление,"Правильный ответ: Г.

Двойное произведение (ДП) представляет собой произведение частоты сердечных сокращений (ЧСС) на систолическое артериальное давление (САД). Однако, среди предложенных вариантов ответа нет систолического артериального давления. Вместо этого есть динамическое диастолическое артериальное давление (ДДАД), которое также известно как давление заклинивания легочных капилляров (ПЗЛК). ДДАД является важным показателем для оценки сердечной недостаточности и других сердечно-сосудистых заболеваний. Оно отражает давление в левом желудочке сердца во время диастолы и может использоваться для расчета двойного произведения.

Таким образом, наиболее близким к систолическому артериальному давлению будет динамическое диастолическое артериальное давление.
",-1
34,"КОРОНАРОГРАФИЯ ПРОВОДИТСЯ В:        
А рентгеновском кабинете
Б рентгеноперационной
В кардиохирургической операционной
Г перевязочном кабинете

",Б рентгеноперационной,"Правильный ответ: Б. Коронарография проводится в рентгеноперационной. Это специально оборудованная операционная, где выполняются различные внутрисосудистые (внутривенные) вмешательства под контролем рентгена. Здесь есть все необходимое оборудование для проведения коронарографии, включая ангиографический аппарат, который позволяет визуализировать сосуды сердца, и различные инструменты и материалы для выполнения процедуры.
",1
35,"СИСТОЛИЧЕСКОЕ АРТЕРИАЛЬНОЕ ДАВЛЕНИЕ В ЛЕВОМ ПРЕДСЕРДИИ В НОРМЕ СОСТАВЛЯЕТ (В ММ РТ. СТ.):        
А12-14
Б 20-25
В 8-10
Г 4-5


",В 8-10,"Систолическое артериальное давление в левом предсердии в норме составляет от 8 до 10 мм рт. ст. Это давление создается при сокращении желудочков сердца, когда кровь поступает в аорту и легочную артерию.

Ответ В является правильным, так как он соответствует физиологическим нормам систолического давления в левом предсердии.
",1
36,"ДВУХКАМЕРНЫЙ ПРАВЫЙ ЖЕЛУДОЧЕК ХАРАКТЕРИЗУЕТСЯ ОБСТРУКЦИЕЙ ОТТОКА ИЗ ПРАВОГО ЖЕЛУДОЧКА В РЕЗУЛЬТАТЕ НАЛИЧИЯ:
А гипоплазии приточного отдела правого желудочка
Б стеноза клапана легочной артерии и гипертрофии миокарда
В гипоплазии выводного отдела правого желудочка
Г аномальной мышцы
","Г аномальной мышцы
",Правильный ответ: В. Двухкамерный правый желудочек характеризуется обструкцией оттока из правого желудочка в результате наличия гипоплазии выводного отдела правого желудочка.,-1
37,"ПОКАЗАНИЕМ ДЛЯ МЕДИКАМЕНТОЗНОГО ЛЕЧЕНИЯ У БОЛЬНЫХ МИТРАЛЬНЫМ СТЕНОЗОМ ЯВЛЯЕТСЯ:
А митральный стеноз, осложнённый правожелудочковой недостаточностью и тяжёлой трикуспидальной недостаточностью
Б тяжёлый митральный стеноз с выраженной лёгочной гипертензией
В площадь атриовентрикулярного отверстия 1,2 см2 с наличием симптомов
Г умеренный митральный стеноз без выраженных признаков правожелудочковой недостаточности
",Г умеренный митральный стеноз без выраженных признаков правожелудочковой недостаточности,"Правильный ответ: В. Площадь атриовентрикулярного отверстия 1,2 см2 с наличием симптомов.

Обоснование: Митральный стеноз является показанием для медикаментозного лечения при наличии симптомов, даже если они проявляются при умеренном стенозе. Важным критерием также является площадь атриовентрикулярного отверстия. При площади 1,2 см2 уже могут проявляться симптомы, требующие медикаментозного вмешательства.
",-1
38,"ОБЩЕЕ КОЛИЧЕСТВО ЖИДКОСТИ В РАЦИОНЕ БОЛЬНЫХ РЕВМАТИЗМОМ В ОСТРОМ ПЕРИОДЕ БОЛЕЗНИ СОСТАВЛЯЕТ В СУТКИ (В ЛИТРАХ):
А 1
Б 2
В 2,5
Г 1,5
",А 1,"Правильный ответ: Г.
Общее количество жидкости в рационе больных ревматизмом в остром периоде болезни составляет 1,5 литра в сутки. Это связано с тем, что при остром течении ревматизма часто возникают отеки, которые являются следствием повышения проницаемости сосудистой стенки и выхода плазмы крови в окружающие ткани. Поэтому важно ограничить потребление жидкости для уменьшения выраженности отеков.
",-1
