Вопрос,Ответ,Copillot,Результат
10,"О КАЧЕСТВЕ ПРОФИЛАКТИЧЕСКОЙ РАБОТЫ СВИДЕТЕЛЬСТВУЕТ ПОКАЗАТЕЛЬ
А	охвата прикрепленного населения профилактическими медицинскими осмотрами
Б	текучести кадров
В	отношения числа пациентов, которым проведена трансплантация почки, к числу нуждающихся
Г	занятости койки в стационаре, в который госпитализируется прикрепленное население",А охвата прикрепленного населения профилактическими медицинскими осмотрами,"Правильный ответ - **А**. 

Показатель охвата прикрепленного населения профилактическими медицинскими осмотрами напрямую связан с профилактической работой. Этот показатель отражает, какая часть населения получает профилактическую медицинскую помощь, что является ключевым аспектом в предотвращении заболеваний и поддержании здоровья населения.

Остальные показатели (Б, В, Г) не являются прямыми индикаторами качества профилактической работы. Они могут отражать другие аспекты работы медицинского учреждения, но не специфически профилактическую работу.",1
11,"К ГИПОГЛИКЕМИЧЕСКИМ ПРЕПАРАТАМ 1 ЛИНИИ У ПАЦИЕНТОВ СО СТЕНОКАРДИЕЙ НАПРЯЖЕНИЯ, ОЖИРЕНИЕМ, ЛИБО ИЗБЫТОЧНОЙ МАССОЙ ТЕЛА И САХАРНЫМ ДИАБЕТОМ 2 ТИПА, ПРИ ОТСУТСТВИИ ПРОТИВОПОКАЗАНИЙ ОТНОСЯТ
А	тиазолидиндионы
Б	ингибиторы альфа-глюкозидаз
В	метформин
Г	производные сульфонилмочевины",В метформин,"Правильный ответ - **В, метформин**.

Метформин является препаратом первой линии для лечения сахарного диабета 2 типа, особенно у пациентов с избыточным весом или ожирением. Он работает, уменьшая количество глюкозы, которое ваша печень производит и улучшая способность вашего организма реагировать на инсулин. Метформин также имеет преимущество в том, что он не вызывает вес прибавки, что является общим побочным эффектом многих препаратов против диабета.

Однако, как и все лекарства, метформин может иметь побочные эффекты и не подходит для всех. Всегда следует проконсультироваться с врачом или другим медицинским специалистом, чтобы обсудить, какой препарат будет наиболее подходящим в вашем конкретном случае.",1
12,"ПРИ РЕЦИДИВЕ ИНФАРКТА МИОКАРДА ДЛЯ ПОВТОРНОГО ВВЕДЕНИЯ НЕ РАЗРЕШЕНО ПРИМЕНЕНИЕ
А        проурокиназы
Б        стрептокиназы
В        тенектеплазы
Г        алтеплазы",Б        стрептокиназы,"Правильный ответ - Б, стрептокиназа. 

Стрептокиназа является ферментом, который обладает фибринолитической активностью, то есть способен растворять тромбы⁸. Однако, стрептокиназа является слабым стрептококковым антигеном и может быть частично инактивирована антистрептококковыми антителами, которые всегда присутствуют в крови⁸. Это означает, что при повторном введении стрептокиназы, она может быть нейтрализована антителами, что снижает ее эффективность⁸. Кроме того, стрептокиназа активирует плазминоген, не связанный с тромбом, что может привести к истощению противосвертывающей системы и большому количеству геморрагических осложнений¹³.

Таким образом, при рецидиве инфаркта миокарда, стрептокиназа не рекомендуется для повторного введения из-за риска нейтрализации антителами и возможности развития геморрагических осложнений.

Источник: беседа с Bing, 28.03.2024
(1) СТРЕПТОКИНАЗА (STREPTOKINASUM) | Активное вещество | Compendium .... https://compendium.com.ua/akt/83/2803/streptokinasum/.
(2) Стрептокиназа — Википедия. https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D1%80%D0%B5%D0%BF%D1%82%D0%BE%D0%BA%D0%B8%D0%BD%D0%B0%D0%B7%D0%B0.
(3) Проурокиназа — описание вещества, фармакология, применение .... https://www.rlsnet.ru/active-substance/prourokinaza-2487.
(4) Повторный инфаркт миокарда - причины, симптомы, диагностика и лечение. https://www.krasotaimedicina.ru/diseases/zabolevanija_cardiology/recurrent-myocardial-infarction.
(5) АЛТЕПЛАЗА (ALTEPLASUM) | Активное вещество | Compendium — Compendium. https://compendium.com.ua/akt/65/3334/alteplasum/.
(6) АЛТЕПЛАЗА (ALTEPLASE) ОПИСАНИЕ - Видаль Россия. https://www.vidal.ru/drugs/molecule/39.
(7) АЛТЕПЛАЗА (ALTEPLASUM) | Активное вещество | Compendium — Compendium. https://bing.com/search?q=%d0%b0%d0%bb%d1%82%d0%b5%d0%bf%d0%bb%d0%b0%d0%b7%d0%b0+%d0%bf%d1%80%d0%b8+%d1%80%d0%b5%d1%86%d0%b8%d0%b4%d0%b8%d0%b2%d0%b5+%d0%b8%d0%bd%d1%84%d0%b0%d1%80%d0%ba%d1%82%d0%b0+%d0%bc%d0%b8%d0%be%d0%ba%d0%b0%d1%80%d0%b4%d0%b0.
(8) Тенектеплаза — описание вещества, фармакология, применение .... https://www.rlsnet.ru/active-substance/tenekteplaza-2692.
(9) Описание ТЕНЕКТЕПЛАЗА показания, дозировки, противопоказания активного .... https://www.vidal.ru/drugs/molecule/1497.
(10) Стрептокиназа — описание вещества, фармакология, применение .... https://www.rlsnet.ru/active-substance/streptokinaza-28.
(11) Стрептокиназа, механизм действия, применение, побочные действия, осложнения. https://bing.com/search?q=%d1%81%d1%82%d1%80%d0%b5%d0%bf%d1%82%d0%be%d0%ba%d0%b8%d0%bd%d0%b0%d0%b7%d0%b0+%d0%bf%d1%80%d0%b8+%d1%80%d0%b5%d1%86%d0%b8%d0%b4%d0%b8%d0%b2%d0%b5+%d0%b8%d0%bd%d1%84%d0%b0%d1%80%d0%ba%d1%82%d0%b0+%d0%bc%d0%b8%d0%be%d0%ba%d0%b0%d1%80%d0%b4%d0%b0.
(12) Стрептокиназа, механизм действия, применение, побочные действия, осложнения. http://medicalmed.ru/trombozy_i_embolii_tromboembolii/tromboliticheskie_sredstva/streptokinaza/.
(13) Стрептокиназа (Streptokinase) - Видаль Россия. https://www.vidal.ru/drugs/streptokinase__13773.",1
13,"ПРОВЕДЕНИЕ ТРОМБОЛИТИЧЕСКОЙ ТЕРАПИИ У ПАЦИЕНТОВ С ОСТРЫМ ИНФАРКТОМ МИОКАРДА С ПОДЪЕМОМ СЕГМЕНТА ST ПОКАЗАНО В ПЕРВЫЕ
А        12 часов от начала болевого приступа при невозможности провести ЧКВ в течение 2 часов
Б        24 часа от начала симптомов всем больным
В        4 часа от начала симптомов при невозможности провести ЧКВ в течение 1 часа
Г        4 часа от начала симптомов всем больным",А        12 часов от начала болевого приступа при невозможности провести ЧКВ в течение 2 часов,"Правильный ответ - **А**. 

Тромболитическая терапия обычно рекомендуется для пациентов с острым инфарктом миокарда с подъемом сегмента ST, если коронарное вмешательство (ЧКВ) недоступно в течение 120 минут от диагностики. Это основано на рекомендациях Американского коллегии кардиологии (ACC) и Американской ассоциации сердца (AHA). Они рекомендуют проведение тромболитической терапии в течение 12 часов от начала симптомов, если ЧКВ недоступно в течение 120 минут. 

Однако, всегда следует проконсультироваться с врачом или медицинским специалистом для получения наиболее точной и актуальной информации.",1
14,"ТОЛЩИНА СТЕНОК ЛЕВОГО ЖЕЛУДОЧКА ПРИ УМЕРЕННО ВЫРАЖЕННОЙ ГИПЕРТРОФИИ СОСТАВЛЯЕТ (В ММ)
А        14-16
Б        более 20
В        13-14
Г        16-20",А        14-16,"При умеренно выраженной гипертрофии левого желудочка толщина его стенок обычно составляет **13-16 мм**. Поэтому, наиболее вероятными ответами будут варианты **А (14-16 мм)** и **В (13-14 мм)**. Однако, конкретные значения могут варьироваться в зависимости от индивидуальных особенностей организма, поэтому для точной диагностики необходимо провести медицинское обследование. Пожалуйста, обратитесь к квалифицированному медицинскому специалисту для получения точной информации.",0
15,"ОПТИМАЛЬНЫМ МЕТОДОМ ИССЛЕДОВАНИЯ ПРИ ПРЕДВАРИТЕЛЬНОМ ДИАГНОЗЕ «КОМБИНИРОВАННЫЙ МИТРАЛЬНЫЙ ПОРОК» ЯВЛЯЕТСЯ
А        перфузионная сцинтиграфия
Б        рентгеновская компьютерная томография
В        селективная ангиография
Г        допплерография",Г        допплерография,"Правильный ответ - **Г. Допплерография**.

Эхокардиография, в большинстве случаев трансторакальное исследование (трансторакальная эхокардиография [TTE]), является лучшим методом для диагностики и оценки тяжести порока митрального клапана¹. Допплерография является одним из видов эхокардиографии, который позволяет оценить скорость и направление движения крови через сердечные клапаны, что особенно важно при диагностике пороков клапанов, таких как комбинированный митральный порок. Этот метод позволяет врачам оценить степень утечки или стеноза митрального клапана. 

Таким образом, допплерография является оптимальным методом исследования при предварительном диагнозе «комбинированный митральный порок». Однако окончательный диагноз всегда ставится на основании комплексного обследования пациента.

Источник: беседа с Bing, 28.03.2024
(1) Expert review: mitral valve disease - European Society of Cardiology. https://www.escardio.org/Journals/E-Journal-of-Cardiology-Practice/Volume-16/Expert-review-mitral-valve-disease.
(2) Mitral valve disease - Diagnosis and treatment - Mayo Clinic. https://www.mayoclinic.org/diseases-conditions/mitral-valve-disease/diagnosis-treatment/drc-20355112.
(3) Mitral valve stenosis - Diagnosis and treatment - Mayo Clinic. https://www.mayoclinic.org/diseases-conditions/mitral-valve-stenosis/diagnosis-treatment/drc-20353165.",1
16,"РАЗМЕР ЛЕВОГО ПРЕДСЕРДИЯ В ПАРАСТЕРНАЛЬНОЙ ПОЗИЦИИ У ВЗРОСЛЫХ НА ЭХОКАРДИОГРАММЕ В НОРМЕ СОСТАВЛЯЕТ (В ММ)
А	35-37
Б	50
В	не более 40
Г	45-46",В	не более 40,"Правильный ответ - В: ""не более 40 мм"". 

Размер левого предсердия у взрослых на эхокардиограмме в норме составляет не более 40 мм². Это значение соответствует рекомендациям Американского общества эхокардиографии¹. Ответы А, Б и Г указывают на размеры, которые превышают нормальные значения, и могут указывать на увеличение левого предсердия.

Источник: беседа с Bing, 28.03.2024
(1) Reference (normal) values for echocardiography. https://ecgwaves.com/reference-values-for-echocardiography/.
(2) THE AMERICAN SOCIETY OF ECHOCARDIOGRAPHY RECOMMENDATIONS FOR CARDIAC .... https://www.asecho.org/wp-content/uploads/2018/08/WFTF-Chamber-Quantification-Summary-Doc-Final-July-18.pdf.
(3) Left atrial enlargement | Radiology Reference Article - Radiopaedia.org. https://radiopaedia.org/articles/left-atrial-enlargement.
(4) Recommendations for Cardiac Chamber Quantification by Echocardiography .... https://www.asecho.org/wp-content/uploads/2016/02/2015_ChamberQuantificationREV.pdf.
(5) Distorted assessment of left atrial size by echocardiography in .... https://tehj.springeropen.com/articles/10.1186/s43044-021-00177-2.",1
17,"РАННИМ ЭКГ-ПРИЗНАКОМ ГИПЕРКАЛИЕМИИ ЯВЛЯЕТСЯ
А	сглаженный зубец Т
Б	уширение комплекса QRS
В	укороченный интервал PQ
Г	высокий остроконечный зубец Т",Г	высокий остроконечный зубец Т,"Правильный ответ - **Г: высокий остроконечный зубец Т**³. Гиперкалиемия ассоциируется с характерной последовательностью изменений на ЭКГ. Самое раннее проявление — сужение и заострение в виде шалаша вершины зубца Т³. Это связано с тем, что калий – это преимущественно внутриклеточный катион, обеспечивающий мембранный потенциал клеток, главным образом мышечных клеток и нейронов¹. Разница концентрации калия на внутренней и внешней поверхности клеточной мембраны определяет способность клетки к возбуждению¹. Поэтому при увеличении уровня калия в крови (гиперкалиемии) происходят изменения на ЭКГ².

Источник: беседа с Bing, 28.03.2024
(1) Влияние калия на ЭКГ. ЭКГ при гиперкалиемии и гипокалиемии. https://bing.com/search?q=%d0%a0%d0%90%d0%9d%d0%9d%d0%98%d0%9c+%d0%ad%d0%9a%d0%93-%d0%9f%d0%a0%d0%98%d0%97%d0%9d%d0%90%d0%9a%d0%9e%d0%9c+%d0%93%d0%98%d0%9f%d0%95%d0%a0%d0%9a%d0%90%d0%9b%d0%98%d0%95%d0%9c%d0%98%d0%98+%d0%af%d0%92%d0%9b%d0%af%d0%95%d0%a2%d0%a1%d0%af.
(2) Гиперкалиемия - причины, диагностика и лечение. https://www.krasotaimedicina.ru/symptom/blood/hyperkalemia.
(3) Гиперкалиемия - Эндокринные и метаболические нарушения - Справочник MSD .... https://www.msdmanuals.com/ru-ru/%D0%BF%D1%80%D0%BE%D1%84%D0%B5%D1%81%D1%81%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9/%D1%8D%D0%BD%D0%B4%D0%BE%D0%BA%D1%80%D0%B8%D0%BD%D0%BD%D1%8B%D0%B5-%D0%B8-%D0%BC%D0%B5%D1%82%D0%B0%D0%B1%D0%BE%D0%BB%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5-%D0%BD%D0%B0%D1%80%D1%83%D1%88%D0%B5%D0%BD%D0%B8%D1%8F/%D1%8D%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BB%D0%B8%D1%82%D0%BD%D1%8B%D0%B5-%D0%BD%D0%B0%D1%80%D1%83%D1%88%D0%B5%D0%BD%D0%B8%D1%8F/%D0%B3%D0%B8%D0%BF%D0%B5%D1%80%D0%BA%D0%B0%D0%BB%D0%B8%D0%B5%D0%BC%D0%B8%D1%8F.
(4) Гиперкалиемия - Изменения ЭКГ при некоторых заболеваниях, синдромах и .... https://www.serdechno.ru/electrocard/change/1151.html.",1
18,"К УЗИ-ПРИЗНАКАМ СТЕНОЗА МИТРАЛЬНОГО ОТВЕРСТИЯ ОТНОСЯТ
А	движение створок митрального клапана в противофазе
Б	провисание створок митрального клапана в полость левого предсердия
В	утолщение створок митрального клапана
Г	увеличение амплитуды движения створок митрального клапана",В	утолщение створок митрального клапана,"Правильным ответом является вариант **В - утолщение створок митрального клапана**. 

Стеноз митрального отверстия - это патологическое состояние, при котором происходит сужение митрального отверстия, что затрудняет нормальный поток крови из левого предсердия в левый желудочек. Это обычно вызвано рубцовыми изменениями клапана, в результате которых створки митрального клапана становятся утолщенными и деформированными. Это утолщение и деформация могут быть обнаружены при проведении ультразвукового исследования сердца (УЗИ).",1
19,"НЕСТАБИЛЬНАЯ СТЕНОКАРДИЯ ПРОГНОСТИЧЕСКИ НЕБЛАГОПРИЯТНА В ПЛАНЕ РАЗВИТИЯ
А	венозной недостаточности
Б	тромбоэмболии мозговых сосудов
В	инфаркта миокарда
Г	легочной гипертензии",В        инфаркта миокарда,"Правильный ответ - **В, инфаркт миокарда**. 

Нестабильная стенокардия является серьезным состоянием, которое может прогрессировать и привести к инфаркту миокарда. Это происходит, когда кровь не может достичь части сердца из-за блокировки коронарных артерий, обычно вызванной разрывом атеросклеротической бляшки и последующим образованием тромба. Это может привести к некрозу (гибели) ткани миокарда, что и является инфарктом миокарда. 

Остальные варианты менее вероятны в контексте нестабильной стенокардии. Венозная недостаточность (А) обычно связана с проблемами в венах, а не в артериях, которые кормят сердце. Тромбоэмболия мозговых сосудов (Б) может произойти при наличии сердечно-сосудистых заболеваний, но это не прямое следствие нестабильной стенокардии. Легочная гипертензия (Г) - это состояние, при котором повышается давление в легочных артериях, и оно не является прямым следствием нестабильной стенокардии.",1
20,"ДЛЯ УСТРАНЕНИЯ БОЛЕВОГО СИНДРОМА НА ФОНЕ ИНФАРКТА МИОКАРДА ПРИМЕНЯЮТ
А	парацетамол
Б	кеторолак
В	морфин
Г	пропофол",В	морфин,"Правильный ответ - **В. Морфин**.

Морфин рекомендуется в клинических руководствах для обезболивания при остром инфаркте миокарда¹. Однако при использовании морфина для облегчения боли в груди у пациентов с инфарктом миокарда, врачи должны быть в курсе, что гипотония, респираторная депрессия, рвота и задержка начала действия антиагрегантов являются потенциальными нежелательными побочными эффектами этого препарата¹.

Пожалуйста, обратите внимание, что это общая информация, и конкретные рекомендации по лечению могут варьироваться в зависимости от индивидуальных обстоятельств пациента. Всегда следует обратиться к медицинскому специалисту для получения конкретных советов по лечению.

Источник: беседа с Bing, 28.03.2024
(1) Editor’s Choice-Chest pain relief in patients with acute myocardial .... https://academic.oup.com/ehjacc/article/5/3/277/5921925.
(2) Heart attack - Diagnosis & treatment - Mayo Clinic. https://www.mayoclinic.org/diseases-conditions/heart-attack/diagnosis-treatment/drc-20373112.
(3) Treatment of pain in acute myocardial infarction. | Heart. https://heart.bmj.com/content/61/1/9.
(4) Heart Attack Treatment | American Heart Association. https://www.heart.org/en/health-topics/heart-attack/treatment-of-a-heart-attack.
(5) undefined. https://doi.org/10.1177/2048872615584078.",1
21,"ПРИ СТЕНОКАРДИИ НАИБОЛЕЕ ХАРАКТЕРНА ЛОКАЛИЗАЦИЯ БОЛИ
А        за грудиной
Б        в проекции аортального клапана
В        в эпигастральной области
Г        в области верхушечного толчка",А        за грудиной,"Правильный ответ - **А: за грудиной**¹²³⁴.

Стенокардия, или ишемическая болезнь сердца, обычно проявляется в виде боли или дискомфорта в грудной клетке, которые обычно локализуются за грудиной¹²³⁴. Боль при стенокардии может быть описана как давление, стеснение, сжатие и тяжесть в области груди¹⁴. Это связано с острой недостаточностью кровоснабжения миокарда, вызывающей ишемию сердечной мышцы²⁴. Боль может вызвать затрудненное дыхание¹.

Источник: беседа с Bing, 28.03.2024
(1) Как распознать стенокардию по боли (с иллюстрациями). https://ru.wikihow.com/%D1%80%D0%B0%D1%81%D0%BF%D0%BE%D0%B7%D0%BD%D0%B0%D1%82%D1%8C-%D1%81%D1%82%D0%B5%D0%BD%D0%BE%D0%BA%D0%B0%D1%80%D0%B4%D0%B8%D1%8E-%D0%BF%D0%BE-%D0%B1%D0%BE%D0%BB%D0%B8.
(2) Стенокардия - причины, симптомы, диагностика и лечение. https://www.krasotaimedicina.ru/diseases/zabolevanija_cardiology/stenocardia.
(3) Характерные проявления боли при стенокардии: давящая, сжимающая, жгучая .... https://www.medeffect.ru/first/first-0022.shtml.
(4) Стенокардия напряжения - причины, симптомы, диагностика и лечение. https://www.krasotaimedicina.ru/diseases/zabolevanija_cardiology/effort-stenocardia.",1
22,"ТИПИЧНЫМ РЕНТГЕНОЛОГИЧЕСКИМ ПРИЗНАКОМ ДКМП ЯВЛЯЕТСЯ
А	выпот в полости перикарда
Б	расширение сосудистого пучка
В	кардиомегалия
Г	уменьшение кардиоторакального индекса",В	кардиомегалия,"Правильный ответ - **В. Кардиомегалия**.

Дилатационная кардиомиопатия (ДКМП) – это заболевание сердца, главным признаком которого является резкое расширение (растяжение) его полостей без утолщения стенок¹³. ДКМП – типичный пример кардиомегалии, то есть увеличения размеров сердца¹³.

Обоснование:
- **А. Выпот в полости перикарда** - выпот в перикарде образуется при чрезмерной продукции или уменьшении оттока перикардиальной жидкости, что приводит к ее накоплению в полости перикарда⁶. Это может происходить при различных состояниях, включая перикардит, но не является типичным признаком ДКМП.
- **Б. Расширение сосудистого пучка** - расширение сосудистого пучка может наблюдаться при различных состояниях, включая опухоли средостения, аневризму аорты и атеросклероз аорты¹⁶¹⁸¹⁹[^20^]. Однако это не является типичным признаком ДКМП.
- **Г. Уменьшение кардиоторакального индекса** - кардиоторакальный индекс (CTI) является одним из показателей, используемых в кардиологии для оценки размеров сердца[^10^]. Однако уменьшение CTI не является типичным признаком ДКМП. Наоборот, при кардиомегалии, которая является типичным признаком ДКМП, CTI может увеличиваться.

Источник: беседа с Bing, 28.03.2024
(1) Дилатационная кардиомиопатия: причины возникновения, симптомы .... https://kardioklinika.ru/articles/dilatacionnaya-kardiomiopatiya-prichiny-vozniknoveniya-simptomy-diagnostika-i-podxody-k-lecheniyu.
(2) Перикардиальный выпот. https://bing.com/search?q=%d0%b2%d1%8b%d0%bf%d0%be%d1%82+%d0%b2+%d0%bf%d0%be%d0%bb%d0%be%d1%81%d1%82%d0%b8+%d0%bf%d0%b5%d1%80%d0%b8%d0%ba%d0%b0%d1%80%d0%b4%d0%b0.
(3) Поперечный размер сердца в норме — Про сосуды. https://prososudy.com/serdtse/poperechnyj-razmer-serdtsa-v-norme.html.
(4) 24. Определение размеров сосудистого пучка.. https://studfile.net/preview/5243998/page:13/.
(5) Подробно расскажем о Чем образован сосудистый пучок. https://megalitspb.ru/articles/chem-obrazovan-sosudistyy-puchok.html.
(6) Поперечник сосудистого пучка в норме — Про сосуды. https://prososudy.com/norma/poperechnik-sosudistogo-puchka-v-norme.html.
(7) Кардиоторакальный индекс меньше 50: причины и значение. https://bing.com/search?q=%d1%83%d0%bc%d0%b5%d0%bd%d1%8c%d1%88%d0%b5%d0%bd%d0%b8%d0%b5+%d0%ba%d0%b0%d1%80%d0%b4%d0%b8%d0%be%d1%82%d0%be%d1%80%d0%b0%d0%ba%d0%b0%d0%bb%d1%8c%d0%bd%d0%be%d0%b3%d0%be+%d0%b8%d0%bd%d0%b4%d0%b5%d0%ba%d1%81%d0%b0.
(8) Кардиомегалия - причины, симптомы, диагностика и лечение. https://www.krasotaimedicina.ru/diseases/zabolevanija_cardiology/cardiomegaly.
(9) Кардиомегалия. Словарь терминов лучевой диагностики. https://kt-spb.ru/glossary/kardiomegaliya/.
(10) Кардиомегалия | мкб I51.7. https://medpedia.framar.bg/заболявания/мкб-i517-4/кардиомегалия.
(11) Кардиомегалия: виды, причины, симптомы, диагностика, лечение и прогноз. https://medinvclinic.ru/articles/kardiologiya/20978-v-chem-opasnost-kardiomegalii.html.
(12) Кардиомегалия | Симптомы | Диагностика | Лечение - DocDoc.ru. https://illness.docdoc.ru/kardiomegalija.
(13) Перикардиальный выпот. https://radiographia.info/article/perikardialnyy-vypot.
(14) Перикардит - Нарушения сердечно-сосудистой системы - Справочник MSD .... https://www.msdmanuals.com/ru-ru/%D0%BF%D1%80%D0%BE%D1%84%D0%B5%D1%81%D1%81%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9/%D0%BD%D0%B0%D1%80%D1%83%D1%88%D0%B5%D0%BD%D0%B8%D1%8F-%D1%81%D0%B5%D1%80%D0%B4%D0%B5%D1%87%D0%BD%D0%BE-%D1%81%D0%BE%D1%81%D1%83%D0%B4%D0%B8%D1%81%D1%82%D0%BE%D0%B9-%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D1%8B/%D0%BC%D0%B8%D0%BE%D0%BA%D0%B0%D1%80%D0%B4%D0%B8%D1%82-%D0%B8-%D0%BF%D0%B5%D1%80%D0%B8%D0%BA%D0%B0%D1%80%D0%B4%D0%B8%D1%82/%D0%BF%D0%B5%D1%80%D0%B8%D0%BA%D0%B0%D1%80%D0%B4%D0%B8%D1%82.
(15) Перикардит - причины, симптомы, диагностика и лечение. https://www.krasotaimedicina.ru/diseases/zabolevanija_cardiology/pericarditis.
(16) Кардиоторакальный индекс меньше 50: причины и значение. https://seroffschool.ru/polezno/kakoi-diagnoz-stavit-esli-kardiotorakalnyi-indeks-mense-50.
(17) Кардиоторакальный индекс. https://radiographia.info/article/kardiotorakalnyy-indeks.
(18) Кардиомиопатия - причины, симптомы, диагностика и лечение. https://www.krasotaimedicina.ru/diseases/zabolevanija_cardiology/cardiomyopathy.
(19) Кардиомиопатия у детей > Клинические протоколы МЗ РК - 2015 (Казахстан .... https://diseases.medelement.com/disease/%D0%BA%D0%B0%D1%80%D0%B4%D0%B8%D0%BE%D0%BC%D0%B8%D0%BE%D0%BF%D0%B0%D1%82%D0%B8%D1%8F-%D1%83-%D0%B4%D0%B5%D1%82%D0%B5%D0%B9/14336.
(20) 24. Определение размеров сосудистого пучка.. https://bing.com/search?q=%d1%80%d0%b0%d1%81%d1%88%d0%b8%d1%80%d0%b5%d0%bd%d0%b8%d0%b5+%d1%81%d0%be%d1%81%d1%83%d0%b4%d0%b8%d1%81%d1%82%d0%be%d0%b3%d0%be+%d0%bf%d1%83%d1%87%d0%ba%d0%b0.",1
23,"САМОЙ ЧАСТОЙ ПРИЧИНОЙ ЛЕГОЧНОГО СЕРДЦА СЧИТАЮТ
А	поражения сосудов легких
Б	интерстициальные заболевания легких
В	выраженную деформацию грудной клетки
Г	хроническую обструктивную болезнь легких",Г	хроническую обструктивную болезнь легких,"Правильный ответ - **Г: хроническая обструктивная болезнь легких**.

Легочное сердце - это состояние, при котором происходит увеличение и расширение правых отделов сердца в результате повышения артериального давления в малом круге кровообращения¹. Причиной этого патологического процесса могут стать заболевания легких, поражения легочных сосудов или деформация грудной клетки¹.

Однако, согласно медицинским источникам, наиболее частой причиной развития легочного сердца являются хронические бронхолегочные заболевания, включая хроническую обструктивную болезнь легких¹². Эти заболевания способствуют формированию легочного сердца в 80% случаев². Поэтому, хроническая обструктивная болезнь легких является самой частой причиной легочного сердца.

Источник: беседа с Bing, 28.03.2024
(1) Легочное сердце - причины появления, при каких заболеваниях возникает .... https://www.invitro.ru/moscow/library/simptomy/32409/.
(2) Легочное сердце - причины, симптомы, диагностика и лечение. https://www.krasotaimedicina.ru/diseases/zabolevanija_pulmonology/cardio-pulmonary-failure.
(3) Легочное сердце - Заболевания сердечно-сосудистой системы - Справочник .... https://bing.com/search?q=%d0%a1%d0%90%d0%9c%d0%9e%d0%99+%d0%a7%d0%90%d0%a1%d0%a2%d0%9e%d0%99+%d0%9f%d0%a0%d0%98%d0%a7%d0%98%d0%9d%d0%9e%d0%99+%d0%9b%d0%95%d0%93%d0%9e%d0%a7%d0%9d%d0%9e%d0%93%d0%9e+%d0%a1%d0%95%d0%a0%d0%94%d0%a6%d0%90+%d0%a1%d0%a7%d0%98%d0%a2%d0%90%d0%ae%d0%a2.
(4) Легочное сердце - Заболевания сердечно-сосудистой системы - Справочник .... https://www.msdmanuals.com/ru/%D0%B4%D0%BE%D0%BC%D0%B0/%D0%B7%D0%B0%D0%B1%D0%BE%D0%BB%D0%B5%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F-%D1%81%D0%B5%D1%80%D0%B4%D0%B5%D1%87%D0%BD%D0%BE-%D1%81%D0%BE%D1%81%D1%83%D0%B4%D0%B8%D1%81%D1%82%D0%BE%D0%B9-%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D1%8B/%D1%81%D0%B5%D1%80%D0%B4%D0%B5%D1%87%D0%BD%D0%B0%D1%8F-%D0%BD%D0%B5%D0%B4%D0%BE%D1%81%D1%82%D0%B0%D1%82%D0%BE%D1%87%D0%BD%D0%BE%D1%81%D1%82%D1%8C/%D0%BB%D0%B5%D0%B3%D0%BE%D1%87%D0%BD%D0%BE%D0%B5-%D1%81%D0%B5%D1%80%D0%B4%D1%86%D0%B5.
(5) Сердечно-легочная недостаточность - причины, симптомы, диагностика и .... https://www.krasotaimedicina.ru/diseases/zabolevanija_pulmonology/cardiopulmonary-failure.
(6) Классификация и симптомы хронического легочного сердца. https://kardioportal.ru/content/klassifikaciya-i-simptomy-hronicheskogo-legochnogo-serdca.",1
24,"ПРИЗНАКОМ ОСТРОГО ЛЕГОЧНОГО СЕРДЦА НА ЭКГ ЯВЛЯЕТСЯ
А	возникновение блокады левой ножки пучка Гиса
Б	синдром QIII SI
В	смещение переходной зоны влево
Г	появление высоких зубцов Т в отведениях V1-4",Б	синдром QIII SI,"Правильным ответом является **Г - появление высоких зубцов Т в отведениях V1-4**. 

Острое легочное сердце - это состояние, вызванное резким увеличением нагрузки на правое сердце из-за повышенного сопротивления в легочной артерии. На ЭКГ это может проявляться как появление высоких зубцов Т в отведениях V1-4, что отражает гипертрофию и/или перегрузку правого желудочка. 

Остальные варианты (А, Б, В) не являются типичными признаками острого легочного сердца на ЭКГ. Например, блокада левой ножки пучка Гиса (А) и смещение переходной зоны влево (В) обычно связаны с заболеваниями левого сердца. Синдром QIII SI (Б) является признаком легочной эмболии, но не специфичен для острого легочного сердца.",-1
