Вопрос,Ответ,Perplexity,Результат
10,"СТРЕПОКИНАЗА ДЛЯ ЛЕЧЕНИЯ ТРОМБОЭМБОЛИИ ЛЕГОЧНОЙ АРТЕРИИ ВВОДИТСЯ В ДОЗЕ (В ЕД):
А 300.000
Б 150.000
В 30.000
Г 1.500.000
",Г 1.500.000,"Ответ: Г 1.500.000 ЕД.

Обоснование: Согласно рекомендациям, стрептокиназа для лечения тромбоэмболии легочной артерии вводится в дозе 1.500.000 ЕД. Это является стандартной дозой тромболитической терапии при данном состоянии, так как высокая доза стрептокиназы необходима для эффективного растворения тромба в легочной артерии.

Citations:
[1] https://www.banki.ru/wikibank/pensiya_posle_80_let/
[2] https://journal.tinkoff.ru/stazh/
[3] https://cyberleninka.ru/article/n/pensionery-v-vozraste-80-let-i-starshe-vozmozhnosti-potrebnosti-i-samochuvstvie
[4] https://kpfu.ru/portal/docs/F2081535602/3.pdf
[5] https://gkb81.ru/sovety/diagnostika-i-lechenie-pnevmonii/",1
11,"ФИБРИЛЛЯЦИЯ ПРЕДСЕРДИЙ ХАРАКТЕРИЗУЕТСЯ:
А комплексами QRS различной формы с частотой 100-120 в минуту
Б хаотическим неправильным ритмом, отсутствием комплексов QRS и зубцов Т
В тахисистолией с различными интервалами R-R и разными по форме комплексами QRS
Г неправильным ритмом с различными интервалами R-R, зубцы Р отсутствуют, могут отмечаться беспорядочные крупно- или мелковолновые колебания изоэлектрической линии, наиболее заметные в отведениях V1 и V2 с частотой 350-700 в минуту
","Г неправильным ритмом с различными интервалами R-R, зубцы Р отсутствуют, могут отмечаться беспорядочные крупно- или мелковолновые колебания изоэлектрической линии, наиболее заметные в отведениях V1 и V2 с частотой 350-700 в минуту
","Ответ: Б хаотическим неправильным ритмом, отсутствием комплексов QRS и зубцов Т.

Обоснование: Фибрилляция предсердий характеризуется хаотическим неправильным ритмом, отсутствием четких комплексов QRS и зубцов Т на ЭКГ. В данном состоянии сердце бьется нерегулярно и нескоординированно из-за беспорядочной активации мышц предсердий, что приводит к отсутствию четкого ритма и характерных изменений на ЭКГ.

Citations:
[1] https://cyberleninka.ru/article/n/pensionery-v-vozraste-80-let-i-starshe-vozmozhnosti-potrebnosti-i-samochuvstvie
[2] https://www.banki.ru/wikibank/pensiya_posle_80_let/
[3] https://journal.tinkoff.ru/stazh/
[4] https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7300328/
[5] https://www.science.gov/topicpages/q/qrs%2Bcomplex%2Bduration",-1
12,"ТАХИКАРДИЯ С ШИРОКИМИ КОМПЛЕКСАМИ QRS У ПАЦИЕНТА С ПОСТИНФАРКТНЫМ КАРДИОСКЛЕРОЗОМ С НАИБОЛЬШЕЙ ВЕРОЯТНОСТЬЮ ЯВЛЯЕТСЯ:
А предсердной тахикардией с аберрацией
Б фибрилляцией предсердий с предвозбуждением
В желудочковой тахикардией        
Г антидромной тахикардией
",В желудочковой тахикардией,"Ответ: В желудочковой тахикардией.

Обоснование: Тахикардия с широкими комплексами QRS у пациента с постинфарктным кардиосклерозом с наибольшей вероятностью является желудочковой тахикардией. Постинфарктный кардиосклероз повышает риск развития жизнеугрожающих желудочковых аритмий, таких как желудочковая тахикардия, которая характеризуется широкими деформированными комплексами QRS на ЭКГ. Другие варианты, такие как предсердная тахикардия с аберрацией, фибрилляция предсердий с предвозбуждением или антидромная тахикардия, менее вероятны в данном клиническом контексте.

Citations:
[1] https://www.invitro.ru/library/simptomy/26448/
[2] https://panangin.ru/about-heart/takhikardiya-vidy-prichiny-i-opasnost/
[3] https://panangin.ru/about-heart/takhikardiya-pervaya-pomoshch-lechenie-i-profilaktika/
[4] https://www.smclinic.ru/diseases/tahikardiya/
[5] https://fnkc-fmba.ru/zabolevaniya/takhikardiya/",1
13,"К АРИТМИЯМ, НЕ СОПРОВОЖДАЮЩИМСЯ НЕДОСТАТОЧНОСТЬЮ КРОВООБРАЩЕНИЯ, ОТНОСИТСЯ:
А фибрилляция предсердий
Б пароксизмальная тахикардия
В предсердная экстрасистолия
Г полная атриовентрикулярная блокада
",В предсердная экстрасистолия,"Ответ: Б пароксизмальная тахикардия.

Обоснование: К аритмиям, не сопровождающимся недостаточностью кровообращения, относится пароксизмальная тахикардия. Пароксизмальная тахикардия характеризуется резкими приступами учащенного сердечного ритма, но при этом не обязательно сопровождается серьезными нарушениями кровообращения, в отличие от других аритмий, таких как фибрилляция предсердий, которая может привести к серьезным осложнениям из-за недостаточности кровообращения.

Citations:
[1] https://www.smclinic.ru/diseases/atrioventrikulyarnaya-blokada/
[2] https://www.pirogov-center.ru/specialist/diseases/detail.php?ID=368
[3] https://himkimed.ru/zabolevaniya/atrioventrikulyarnaya-blokada.html
[4] https://www.medicina.ru/patsientam/zabolevanija/av-blokada/
[5] https://panangin.ru/about-heart/takhikardiya-vidy-prichiny-i-opasnost/",-1
14,"ДЛЯ ОЦЕНКИ РИСКА ИНСУЛЬТА У ПАЦИЕНТОВ С ФИБРИЛЛЯЦИЕЙ ПРЕДСЕРДИЙ РЕКОМЕНДУЕТСЯ ИСПОЛЬЗОВАТЬ ШКАЛУ6
А ORBIT
Б HAS-BLED
В CHA2DS2-VASc
Г ATRIA
",В CHA2DS2-VASc,"Ответ: В CHA2DS2-VASc.

Обоснование: Для оценки риска инсульта у пациентов с фибрилляцией предсердий рекомендует использовать шкалу CHA2DS2-VASc. Это является стандартной шкалой для оценки риска инсульта у пациентов с атриальной фибрилляцией, и она учитывает такие факторы, как возраст, пол, историю инсульта, артериальное давление, диабет, сердечная недостаточность, и другие. Шкала CHA2DS2-VASc является наиболее широко используемой и надежной для оценки риска инсульта у пациентов с фибрилляцией предсердий.

Citations:
[1] https://bibpol.ru/archive/polisaevo/2017/N44.pdf
[2] https://my.mamul.am/am/post/76207
[3] https://imwerden.de/pdf/oktyabr_1992_07__ocr.pdf
[4] https://adme.media/articles/6-dokazatelstv-togo-chto-sgorevshij-sobor-parizhskoj-bogomateri-poterya-ne-tolko-dlya-francii-no-i-dlya-vsego-mira-2064415/?show_all_comments=true
[5] https://spring96.org/files/book/be/2016-kukabaka.pdf",1
15,"УВЕЛИЧЕНИЕ КОЛИЧЕСТВА МЕЖКЛЕТОЧНОЙ (ИНТЕРСТИЦИАЛЬНОЙ) ЖИДКОСТИ ЗА СЧЁТ ИЗБЫТОЧНОЙ ФИЛЬТРАЦИИ ПЛАЗМЫ ПРИ НОРМАЛЬНОМ ДАВЛЕНИИ ХАРАКТЕРНО ДЛЯ:
А гипертонического криза
Б острого коронарного синдрома
В отёка лёгкого
Г тромбомболии лёгочной артерии
",В отёка лёгкого,"Ответ: В отёка лёгкого.

Обоснование: Увеличение количества межклеточной (интерстициальной) жидкости за счёт избыточной фильтрации плазмы при нормальном давлении характерно для отёка лёгкого. При отёке лёгкого происходит накопление жидкости в интерстициальном пространстве лёгких, что приводит к нарушению газообмена и развитию дыхательной недостаточности. Это состояние не связано с гипертоническим кризом, острым коронарным синдромом или тромбоэмболией лёгочной артерии.

Citations:
[1] https://ru.wiktionary.org/wiki/%D1%83%D0%B2%D0%BB%D0%B5%D1%87%D0%B5%D0%BD%D0%B8%D0%B5
[2] https://ru.wikipedia.org/wiki/%D0%A3%D0%B2%D0%BB%D0%B5%D1%87%D0%B5%D0%BD%D0%B8%D0%B5_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%29
[3] https://my.mamul.am/am/post/76207
[4] https://adme.media/articles/6-dokazatelstv-togo-chto-sgorevshij-sobor-parizhskoj-bogomateri-poterya-ne-tolko-dlya-francii-no-i-dlya-vsego-mira-2064415/?show_all_comments=true
[5] https://www.smclinic.ru/diseases/atrioventrikulyarnaya-blokada/",1
16,"В ОСНОВЕ ПАТОГЕНЕЗА ИСТИННОГО КАРДИОГЕННОГО ШОКА ПРИ ИНФАРКТЕ МИОКАРДА ЛЕЖИТ:
А стрессовая реакция на болевые раздражители
Б снижение насосной функции сердца
В артериальная гипотония
Г гиповолемия
",Б снижение насосной функции сердца,"Ответ: Б снижение насосной функции сердца.

Обоснование: В основе патогенеза истинного кардиогенного шока при инфаркте миокарда лежит снижение насосной функции сердца. Кардиогенный шок развивается из-за недостаточности сердца в поддержании адекватного кровотока и кислорода к органам и тканям, что приводит к серьезным нарушениям гемодинамики и может быть фатальным для пациента.

Citations:
[1] https://my.mamul.am/am/post/76207
[2] https://klinika-korsakov.ru/diagnozy/ostraya-reakcziya-na-stress/
[3] https://www.smclinic.ru/diseases/atrioventrikulyarnaya-blokada/
[4] https://adme.media/articles/6-dokazatelstv-togo-chto-sgorevshij-sobor-parizhskoj-bogomateri-poterya-ne-tolko-dlya-francii-no-i-dlya-vsego-mira-2064415/?show_all_comments=true
[5] https://bibpol.ru/archive/polisaevo/2017/N44.pdf",1
17,"ПРИ МОЛНИЕНОСНОЙ ФОРМЕ ТРОМБОЭМБОЛИИ ЛЕГОЧНОЙ АРТЕРИИ ЭМБОЛ ЗАКРЫВАЕТ:
А периферические ветви легочной артерии
Б легочные вены и брахиоцефальный ствол
В основной ствол легочной артерии
Г крупные ветви легочной артерии
",В основной ствол легочной артерии,"Ответ: В основной ствол легочной артерии.

Обоснование: При молниеносной форме тромбоэмболии легочной артерии эмбол закрывает основной ствол легочной артерии. Это состояние является крайне опасным, так как эмбол может блокировать основной ствол легочной артерии, что приводит к серьезным нарушениям кровообращения в легких и может быть фатальным для пациента.

Citations:
[1] https://www.sechenov.ru/upload/iblock/18e/pigolkin_sud_med_s_01.2015.doc
[2] https://fnkcrr.ru/elib/resource20.pdf
[3] https://www.smclinic.ru/diseases/atrioventrikulyarnaya-blokada/
[4] https://himkimed.ru/zabolevaniya/atrioventrikulyarnaya-blokada.html
[5] https://www.pirogov-center.ru/specialist/diseases/detail.php?ID=368",1
18,"У БОЛЬНОГО СО СТЕНОЗОМ УСТЬЯ АОРТЫ БЕЗ ПРИЗНАКОВ НЕДОСТАТОЧНОСТИ КРОВООБРАЩЕНИЯ И КОРОНАРНОЙ НЕДОСТАТОЧНОСТИ ПОЯВИЛИСЬ ОБМОРОКИ ПРИ ФИЗИЧЕСКИХ УСИЛИЯХ, ЧТО ВЫЗЫВАЕТ НЕОБХОДИМОСТЬ:
А провести обследование с целью исключения тромбоэмболии мелких ветвей легочной артерии
Б провести консультации врача-кардиохирурга для решения вопроса о возможности хирургического лечения порока
В назначить препараты, улучшающие инотропную функцию миокарда
Г установить кардиостимулятор
",Б провести консультации врача-кардиохирурга для решения вопроса о возможности хирургического лечения порока,"Ответ: Б провести консультации врача-кардиохирурга для решения вопроса о возможности хирургического лечения порока.

Обоснование: У больного со стенозом устья аорты без признаков недостаточности кровообращения и коронарной недостаточности, появившиеся обмороки при физических усилиях, указывают на необходимость проведения консультации врача-кардиохирурга для решения вопроса о возможности хирургического лечения данного порока сердца. Стеноз устья аорты может приводить к нарушению кровоснабжения головного мозга при физической нагрузке, что проявляется обмороками. В данном случае хирургическое лечение, такое как протезирование или баллонная вальвулопластика аортального клапана, может быть наиболее эффективным методом лечения. Другие варианты, такие как обследование на тромбоэмболию, назначение инотропных препаратов или установка кардиостимулятора, не являются первоочередными в данной ситуации.

Citations:
[1] https://angioclinic.ru/zabolevaniya/tromboemboliya-legochnoy-arterii/
[2] https://celitel05.ru/articles/diagnostika-i-lechenie-neotlozhnyh-sostoyanij-tromboemboliya-legochnoj-arterii/
[3] https://www.cardio.by/files/299/nrotla.pdf
[4] https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%BE%D0%BC%D0%B1%D0%BE%D1%8D%D0%BC%D0%B1%D0%BE%D0%BB%D0%B8%D1%8F_%D0%BB%D1%91%D0%B3%D0%BE%D1%87%D0%BD%D0%BE%D0%B9_%D0%B0%D1%80%D1%82%D0%B5%D1%80%D0%B8%D0%B8
[5] https://www.krasotaimedicina.ru/diseases/zabolevanija_pulmonology/pulmonary-embolism",1
19,"АНОМАЛИЮ ОТХОЖДЕНИЯ КОРОНАРНЫХ АРТЕРИЙ ОТ ЛЕГОЧНОГО СТВОЛА ПОДРАЗДЕЛЯЮТ НА ДВА ТИПА В ЗАВИСИМОСТИ ОТ:
А развития коллатералей
Б типа коронарного кровоснабжения
В наличия аневризмы левого желудочка
Г расположения устьев коронарных артерий
",А развития коллатералей,"Ответ: Г расположения устьев коронарных артерий.

Обоснование: Аномалию отхождения коронарных артерий от легочного ствола подразделяют на два типа в зависимости от расположения устьев коронарных артерий. Это важный фактор, определяющий патологию и возможные осложнения при данной аномалии.

Citations:
[1] https://angioclinic.ru/zabolevaniya/tromboemboliya-legochnoy-arterii/
[2] https://celitel05.ru/articles/diagnostika-i-lechenie-neotlozhnyh-sostoyanij-tromboemboliya-legochnoj-arterii/
[3] https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%BE%D0%BC%D0%B1%D0%BE%D1%8D%D0%BC%D0%B1%D0%BE%D0%BB%D0%B8%D1%8F_%D0%BB%D1%91%D0%B3%D0%BE%D1%87%D0%BD%D0%BE%D0%B9_%D0%B0%D1%80%D1%82%D0%B5%D1%80%D0%B8%D0%B8
[4] https://www.krasotaimedicina.ru/diseases/zabolevanija_pulmonology/pulmonary-embolism
[5] https://www.sechenov.ru/upload/iblock/18e/pigolkin_sud_med_s_01.2015.doc",-1
20,"БАЛЛОННАЯ ВАЛЬВУЛОПЛАСТИКА АОРТАЛЬНОГО КЛАПАНА МОЖЕТ РАССМАТРИВАТЬСЯ У ПАЦИЕНТОВ С:
А острой аортальной недостаточностью
Б умеренным аортальным стенозом
В тяжелым аортальным стенозом и нестабильной гемодинамикой
Г аневризмой аорты
",В тяжелым аортальным стенозом и нестабильной гемодинамикой,"Ответ: В тяжелым аортальным стенозом и нестабильной гемодинамикой.

Обоснование: Баллонная вальвулопластика аортального клапана может рассматриваться у пациентов с тяжелым аортальным стенозом и нестабильной гемодинамикой. В данном случае, при тяжелом стенозе аортального клапана, процедура баллонной вальвулопластики может быть рассмотрена для улучшения функции клапана и стабилизации гемодинамики у пациентов с нестабильным состоянием.

Citations:
[1] https://www.pirogov-center.ru/specialist/diseases/detail.php?ID=465
[2] https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%B4%D0%BE%D1%81%D1%82%D0%B0%D1%82%D0%BE%D1%87%D0%BD%D0%BE%D1%81%D1%82%D1%8C_%D0%B0%D0%BE%D1%80%D1%82%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B3%D0%BE_%D0%BA%D0%BB%D0%B0%D0%BF%D0%B0%D0%BD%D0%B0
[3] https://www.krasotaimedicina.ru/diseases/zabolevanija_cardiology/aortic-insufficiency
[4] https://www.gosmed.ru/lechebnaya-deyatelnost/spravochnik-zabolevaniy/zabolevaniya-serdtsa-i-arteriy/zabolevaniya-serdtsa/aortalnaya-nedostatochnost/
[5] https://meshalkin.ru/aortalnaya-klapannaya-nedostatochnost",1
