Вопрос,Ответ,Perplexity,Результат
20,"ПРИ СИНДРОМЕ WPW C ПАРОКСИЗМОМ ФИБРИЛЛЯЦИЙ ПРЕДСЕРДИЙ С ЧАСТОТОЙ СЕРДЕЧНЫХ СОКРАЩЕНИЙ 250 В 1 МИНУТУ И АД 80/50 ММ РТ.СТ. НЕОБХОДИМО ВЫПОЛНИТЬ
А введение 50 мг аймалина
Б введение новокаинамида
В электроимпульсную терапию
Г введение 10 мг изоптина",В электроимпульсную терапию,"Введение 50 мг аймалина (А) является наиболее подходящим выбором для лечения синдрома WPW с пароксизмом фибрилляции предсердий с частотой сердечных сокращений 250 в 1 минуту и артериальным давлением 80/50 мм рт. ст.

Синдром WPW, или синдром короткого пучка Вахмана, является редким сердечным заболеванием, характеризующимся аномальным соединением предсердий с желудочками, что может привести к фибрилляции предсердий и аритмии. В данном случае, с частотой сердечных сокращений 250 в 1 минуту и артериальным давлением 80/50 мм рт. ст., пациент нуждается в срочной коррекции аритмии.

Аймалин, как антиаритмический препарат, может быть эффективен в таких ситуациях. Он может помочь уменьшить частоту сердечных сокращений и нормализовать ритм сердца. Введение 50 мг аймалина может быть подходящим выбором для лечения синдрома WPW с пароксизмом фибрилляции предсердий, учитывая его эффективность в уменьшении частоты сердечных сокращений и нормализации ритма сердца[4].

Новокаинамид (Б) может быть использован для лечения аритмии, но он не является наиболее подходящим выбором для лечения синдрома WPW с пароксизмом фибрилляции предсердий. Электроимпульсная терапия (В) может быть использована для лечения аритмии, но она не является наиболее подходящим выбором для лечения синдрома WPW с пароксизмом фибрилляции предсердий. Введение 10 мг изоптина (Г) может быть использовано для лечения аритмии, но оно не является наиболее подходящим выбором для лечения синдрома WPW с пароксизмом фибрилляции предсердий.

Таким образом, правильным ответом является А - введение 50 мг аймалина.

Citations:
[1] http://elar.ssmu.ru/bitstream/20.500.12701/3211/1/tut_ssmu-2019-28.pdf
[2] https://patents.google.com/patent/EA028064B1/ru
[3] https://grozny.msu.ru/sites/default/files/visible-attachment/2024-03/%D0%93%D0%98%D0%90.pdf
[4] https://www.rlsnet.ru/active-substance/aimalin-435
[5] https://repo.dma.dp.ua/2406/1/%D0%91%D0%B8%D0%BE%D1%84%D0%B0%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D1%8F%20%D0%B2%20%D0%A2%D0%98%D0%9F%D0%9E%D0%93%D0%A0%D0%90%D0%A4%D0%98%D0%AE2018.pdf",-1
21,"ВНУТРИВЕННОЕ ВВЕДЕНИЕ ХЛОРИДА КАЛИЯ СПОСОБНО ВЫЗВАТЬ
А экстасистолию
Б гипертензию
В остановку сердца
Г гипотензию",В остановку сердца ,"Внутривенное введение хлорида калия способно вызвать остановку сердца (В).

Избыточное внутривенное введение хлорида калия может привести к опасному повышению концентрации ионов калия в крови, что может вызвать нарушения сердечного ритма и в конечном итоге привести к остановке сердца. Высокие концентрации ионов калия в крови оказывают токсическое действие на сердечную мышцу, нарушая ее электрическую активность и сократительную функцию[4].

Экстрасистолия (А), гипертензия (Б) и гипотензия (Г) также могут быть возможными побочными эффектами, но они не являются наиболее опасными последствиями внутривенного введения хлорида калия. Остановка сердца является наиболее серьезным и жизнеугрожающим осложнением.

Таким образом, правильным ответом является В - внутривенное введение хлорида калия способно вызвать остановку сердца.

Citations:
[1] http://bmfk-birsk.ru/about/book/akusherstvo.pdf
[2] https://www.hse.ru/data/2011/05/30/1212616845/%D0%94%D0%B6%D0%B5%D0%B9%D0%BC%D1%81%20%D0%94%D0%B6%D0%BE%D1%80%D0%B4%D0%B6%20%D0%A4%D1%80%D0%B5%D0%B7%D0%B5%D1%80%20%D0%97%D0%BE%D0%BB%D0%BE%D1%82%D0%B0%D1%8F%20%D0%B2%D0%B5%D1%82%D0%B2%D1%8C.%20%D0%98%D1%81%D1%81%D0%BB%D0%B5%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20%D0%BC%D0%B0%D0%B3%D0%B8%D0%B8%20%D0%B8%20%D1%80%D0%B5%D0%BB%D0%B8%D0%B3%D0%B8%D0%B8.doc
[3] https://cyberleninka.ru/article/n/porfiriy-ob-odushevlenii-embriona
[4] https://kpfu.ru/portal/docs/F678543931/3.Nekroz.i.apoptoz.pdf
[5] https://biomolecula.ru/articles/mnogolikaia-i-unikalnaia-platsenta-v-labirinte-evoliutsii",1
22,"ВЫПОЛНЕНИЕ КАРДИОВЕРСИИ ПРИ ПАРОКСИЗМЕ ФИБРИЛЛЯЦИИ ПРЕДСЕРДИЙ ВОЗМОЖНО БЕЗ ПРОВЕДЕНИЯ ЧПЭХО ПРИ ВРЕМЕННОМ ИНТЕРВАЛЕ ОТ НАЧАЛА ПАРОКСИЗМА (В ЧАСАХ)
А 48
Б не более 24
В не более 72
Г не более 12",А 48,"Исполнение кардиоверсии при пароксизме фибрилляции предсердий возможно без проведения ЧПЭХО (контрольной электроимпульсной терапии) в течение временного интервала от начала пароксизма не более 24 часов (Б).

При фибрилляции предсердий, особенно если она длится менее 24 часов, проведение кардиоверсии без предварительной ЧПЭХО может быть безопасным и эффективным методом восстановления нормального сердечного ритма. Данный временной интервал позволяет минимизировать риски и осложнения, связанные с процедурой кардиоверсии[5].

Варианты ответов:
А) 48 часов - слишком долгой временной интервал для безопасного проведения кардиоверсии без ЧПЭХО.
Б) Не более 24 часов - оптимальный временной интервал, позволяющий безопасно выполнить кардиоверсию без предварительной ЧПЭХО.
В) Не более 72 часов - слишком долгой временной интервал для безопасного проведения кардиоверсии без ЧПЭХО.
Г) Не более 12 часов - слишком короткий временной интервал, который может не обеспечить необходимой подготовки к кардиоверсии. 

Таким образом, правильным ответом является Б - не более 24 часов.

Citations:
[1] https://alumni.hse.ru
[2] http://elar.ssmu.ru/bitstream/20.500.12701/3211/1/tut_ssmu-2019-28.pdf
[3] https://vgik.info/vipusk/
[4] https://kpfu.ru/portal/docs/F678543931/3.Nekroz.i.apoptoz.pdf
[5] https://icef.hse.ru/alumni/",-1
23,"ПРОТИВОПОКАЗАНИЕМ К НАЗНАЧЕНИЮ СТАТИНОВ ЯВЛЯЕТСЯ
А острый коронарный синдром
Б беременность
В паренхиматозное заболевание печени в анамнезе
Г повышение печеночных трансаминаз в 1,5 раза",Б беременность ,"Противопоказанием к назначению статинов является паренхиматозное заболевание печени в анамнезе (В).

Статины - это группа лекарственных препаратов, используемых для снижения уровня холестерина в крови. При наличии паренхиматозного заболевания печени в анамнезе, что указывает на серьезные изменения в ткани печени, назначение статинов может быть противопоказано из-за риска усугубления состояния печени и возможного повреждения печени[5].

Острый коронарный синдром (А), беременность (Б) и повышение печеночных трансаминаз в 1,5 раза (Г) также могут быть противопоказаниями к назначению статинов, но наиболее серьезным и прямым противопоказанием является наличие паренхиматозного заболевания печени в анамнезе.

Таким образом, правильным ответом является В - паренхиматозное заболевание печени в анамнезе.

Citations:
[1] https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D1%82%D0%BE%D0%BA%D0%BE%D0%BB_%D0%BF%D0%B5%D1%80%D0%B5%D0%B4%D0%B0%D1%87%D0%B8_%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
[2] https://www.consultant.ru/document/cons_doc_LAW_58191/e946c820f34e591ef19cec13974907d4785338c0/
[3] https://biomolecula.ru/articles/mnogolikaia-i-unikalnaia-platsenta-v-labirinte-evoliutsii
[4] https://secrets.tinkoff.ru/glossarij/protocol/
[5] https://developer.mozilla.org/ru/docs/Web/HTTP/Overview",-1
24,"ТАРГЕТНАЯ ТЕРАПИЯ ГИПЕРЛИПИДЕМИЙ С ИСПОЛЬЗОВАНИЕМ МОНОКЛОНАЛЬНЫХ АНТИТЕЛ ИМЕЕТ МЕСТО ПРИ ПРИЕМЕ
А секвестрантов желчных кислот
Б ингибиторов PCSK9
В статинов
Г фибратов",Б ингибиторов PCSK9 ,"Таргетная терапия гиперлипидемий с использованием моноклональных антител имеет место при приеме ингибиторов PCSK9 (Б).

Ингибиторы PCSK9 (пропротеиновая конвертаза субтилизин/кексин типа 9) являются новым классом препаратов, которые используют моноклональные антитела для снижения уровня холестерина липопротеинов низкой плотности (ХС ЛПНП). Они действуют путем блокирования фермента PCSK9, который отвечает за разрушение рецепторов ЛПНП в печени, что приводит к снижению уровня ХС ЛПНП в крови[2][5].

Секвестранты желчных кислот (А), статины (В) и фибраты (Г) также используются для лечения гиперлипидемий, но они не относятся к таргетной терапии с использованием моноклональных антител. Только ингибиторы PCSK9 применяют данный механизм действия.

Таким образом, правильным ответом является Б - таргетная терапия гиперлипидемий с использованием моноклональных антител имеет место при приеме ингибиторов PCSK9.

Citations:
[1] http://elar.ssmu.ru/bitstream/20.500.12701/3211/1/tut_ssmu-2019-28.pdf
[2] https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D1%82%D0%B8%D0%BD%D1%8B
[3] https://developer.mozilla.org/ru/docs/Web/HTTP/Overview
[4] https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D1%82%D0%BE%D0%BA%D0%BE%D0%BB_%D0%BF%D0%B5%D1%80%D0%B5%D0%B4%D0%B0%D1%87%D0%B8_%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85
[5] https://internist.ru/publications/detail/statiny-i-nealkogolnaya-zhirovaya-bolezn-pecheni:-bezopasno%3F/",1
25,"НАИБОЛЕЕ ЭФФЕКТИВНЫМ МЕТОДОМ НЕМЕДИКАМЕНТОЗНОГО ПОВЫШЕНИЯ УРОВНЯ ЛИПОПРОТЕИДОВ ВЫСОКОЙ ПЛОТНОСТИ В КРОВИ ЯВЛЯЕТСЯ
А употребление продуктов богатых клетчаткой
Б физическая активность
В снижение избыточной массы тела
Г умеренное употребление алкоголя",Б физическая активность,"Наиболее эффективным методом немедикаментозного повышения уровня липопротеидов высокой плотности в крови является физическая активность (Б).

Физическая активность имеет доказанное положительное влияние на уровень липопротеидов высокой плотности (ХС-ЛПВП) в крови. Регулярные физические упражнения способствуют увеличению уровня ХС-ЛПВП, что считается благоприятным для здоровья сердечно-сосудистой системы и общего состояния организма. Упражнения улучшают обмен веществ, способствуют снижению уровня общего холестерина и увеличению уровня ХС-ЛПВП, что считается защитным фактором от сердечно-сосудистых заболеваний[2][5].

Употребление продуктов богатых клетчаткой (А), снижение избыточной массы тела (В) и умеренное употребление алкоголя (Г) также могут оказывать влияние на уровень липопротеидов высокой плотности, но физическая активность считается наиболее эффективным методом для их повышения.

Таким образом, правильным ответом является Б - физическая активность.

Citations:
[1] https://biomolecula.ru/articles/mnogolikaia-i-unikalnaia-platsenta-v-labirinte-evoliutsii
[2] https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D1%82%D0%B8%D0%BD%D1%8B
[3] https://internist.ru/publications/detail/statiny-i-nealkogolnaya-zhirovaya-bolezn-pecheni:-bezopasno%3F/
[4] https://kpfu.ru/portal/docs/F678543931/3.Nekroz.i.apoptoz.pdf
[5] https://www.consultant.ru/document/cons_doc_LAW_58191/e946c820f34e591ef19cec13974907d4785338c0/",1
26,"МОДИФИЦИРУЕМЫМ ФАКТОРОМ РИСКА РАЗВИТИЯ АТЕРОСКЛЕРОЗА ЯВЛЯЕТСЯ
А возраст
Б сахарный диабет 2 типа
В мужской пол
Г отягощённая наследственность",Б сахарный диабет 2 типа ,"Модифицируемым фактором риска развития атеросклероза является сахарный диабет 2 типа (Б).

Согласно предоставленным источникам, сахарный диабет 2 типа является одним из основных модифицируемых факторов риска развития атеросклероза[4][5]. Это означает, что при наличии сахарного диабета 2 типа, существует возможность снизить риск развития атеросклероза путем коррекции уровня глюкозы в крови и других мер.

В то же время, возраст (А), мужской пол (В) и отягощенная наследственность (Г) являются немодифицируемыми факторами риска, то есть на них невозможно повлиять.

Таким образом, правильным ответом является Б - сахарный диабет 2 типа является модифицируемым фактором риска развития атеросклероза.

Citations:
[1] https://www.lotos74.ru/about/blog/faktory-riska-razvitiya-sakharnogo-diabeta-2-tipa/
[2] http://dgbksl.ru/patients/pamyatki/64-sakharnyj-diabet-mify-i-realnost
[3] https://www.who.int/ru/news-room/fact-sheets/detail/diabetes
[4] https://www.novonordisk.ru/disease-areas/type-2-diabetes.html
[5] https://servier.ru/stati/saharnyiy-diabet-2-tipa-bolezn-obraza-zhizni/",1
27,"КОНСТРИКТИВНЫЙ ПЕРИКАРДИТ ХАРАКТЕРИЗУЕТСЯ
А увеличением объема циркулирующей крови
Б понижением уровня венозного давления
В артериальной гипертензией
Г малыми размерами сердца",Г малыми размерами сердца ,"Констриктивный перикардит характеризуется артериальной гипертензией (В).

Констриктивный перикардит - это состояние, при котором перикардиальные листки становятся твердыми и неэластичными, что приводит к ограничению растяжения сердца во время диастолы. Это приводит к увеличению давления внутри сердца, что может проявиться артериальной гипертензией из-за ограничения нормального наполнения сердца кровью и уменьшения сердечного выброса[5].

Увеличение объема циркулирующей крови (А) не характерно для констриктивного перикардита, так как это состояние скорее связано с ограничением растяжения сердца. Понижение уровня венозного давления (Б) и малые размеры сердца (Г) также не являются типичными признаками констриктивного перикардита.

Таким образом, правильным ответом является В - констриктивный перикардит характеризуется артериальной гипертензией.

Citations:
[1] https://informburo.kz/stati/chto-takoe-sinteticheskie-narkotiki-kak-oni-vstraivayutsya-v-kulturu-i-kak-ponyat-chto-blizkomu-cheloveku-nuzhna-pomoshch.html
[2] https://procuror.spb.ru/k213607.html
[3] https://ru.wikipedia.org/wiki/%D0%A4%D0%B5%D0%BD%D1%82%D0%B0%D0%BD%D0%B8%D0%BB
[4] https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D1%82%D0%B8%D0%BD%D1%8B
[5] http://elar.ssmu.ru/bitstream/20.500.12701/3211/1/tut_ssmu-2019-28.pdf",-1
28,"СЕРДЕЧНАЯ НЕДОСТАТОЧНОСТЬ ПРИ ПЕРИКАРДИТАХ ИМЕЕТ ____ ХАРАКТЕР
А диастолический
Б неуточненный
В систолический
Г систоло-диастолический",А диастолический ,"Сердечная недостаточность при перикардитах имеет систолический характер (В).

Перикардит характеризуется воспалением оболочки сердца, что может привести к ограничению растяжения сердца во время диастолы. Это ограничение может привести к уменьшению объема выброса крови из сердца в аорту во время систолы, что характерно для систолической сердечной недостаточности. Таким образом, сердечная недостаточность при перикардитах имеет систолический характер.

Поэтому, правильным ответом является В - систолический.

Citations:
[1] https://ru.wiktionary.org/wiki/%D1%81%D0%B8%D1%81%D1%82%D0%BE%D0%BB%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9
[2] https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D1%82%D0%B8%D0%BD%D1%8B
[3] https://ardenium.ru/kardiologiya/gipertoniya/izolirovannaya-sistolicheskaya/
[4] https://internist.ru/publications/detail/statiny-i-nealkogolnaya-zhirovaya-bolezn-pecheni:-bezopasno%3F/
[5] https://www.1spbgmu.ru/images/home/universitet/Struktura/Kafedry/Kaf_normalnoi_fiziologii/2016/%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D1%8F_%D1%84%D0%B8%D0%B7%D0%B8%D0%BB%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F_%D1%81%D0%B5%D1%80%D0%B4%D1%86%D0%B0_%D0%B4%D0%BB%D1%8F_%D1%81%D1%82%D0%BE%D0%BC%D0%B0%D1%82_2016.pdf",-1
29,"ПОЯВЛЕНИЕ ШУМА ТРЕНИЯ ПЕРИКАРДА НА ТРЕТИЙ ДЕНЬ Q ИНФАРКТА МИОКАРДА СВЯЗАНО С
А развитием пневмонии в нижней доле левого легкого
Б синдромом Дресслера
В реактивным эпистенокардитическим перикардитом
Г разрывом межжелудочковой перегородки",В реактивным эпистенокардитическим перикардитом ,"ПОЯВЛЕНИЕ ШУМА ТРЕНИЯ ПЕРИКАРДА НА ТРЕТИЙ ДЕНЬ Q ИНФАРКТА МИОКАРДА СВЯЗАНО С разрывом межжелудочковой перегородки (Г).

Разрыв межжелудочковой перегородки может привести к появлению шума трения перикарда, особенно на третий день после инфаркта миокарда. Это происходит из-за повреждения межжелудочковой перегородки, что может вызвать трение между стенками желудочков и перикардом,leading to the development of a pericardial rub[5].

Девелоппение пневмонии в нижней доле левого легкого (А) может быть связано с инфарктом миокарда, но не является непосредственной причиной появления шума трения перикарда. Синдром Дресслера (Б) также может быть связан с инфарктом миокарда, но не является причиной шума трения перикарда. Реактивный эпистенокардитический перикардит (В) может быть осложнением инфаркта миокарда, но не является причиной шума трения перикарда на третий день после инфаркта.

Таким образом, правильным ответом является Г - появление шума трения перикарда на третий день Q инфаркта миокарда связано с разрывом межжелудочковой перегородки.

Citations:
[1] https://ru.wikipedia.org/wiki/%D0%A4%D0%B5%D0%BD%D1%82%D0%B0%D0%BD%D0%B8%D0%BB
[2] https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D1%82%D0%B8%D0%BD%D1%8B
[3] https://www.scribd.com/presentation/655176561/%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D1%8F-1-%D0%92%D0%AA%D0%A2%D0%A0%D0%95%D0%A8%D0%9D%D0%98-%D1%84%D0%B4%D0%BC
[4] https://www.booksite.ru/etnogr/1988/1988_2.pdf
[5] https://www.baby.bg/blog/hyrkane-pri-bebetata-kakvo-da-pravim-pri-hripove-ot-gyrdite/",-1
30,"ДИСТАНЦИЯ ШЕСТИМИНУТНОЙ ХОДЬБЫ МЕНЕЕ 150 М СООТВЕТСТВУЕТ ____ ФУНКЦИОНАЛЬНОМУ КЛАССУ ХРОНИЧЕСКОЙ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ
А I
Б III
В II
Г IV",Г IV,"Дистанция шестиминутной ходьбы менее 150 м соответствует функциональному классу хронической сердечной недостаточности II (В).

Шестиминутная ходьба является одним из методов оценки функционального класса хронической сердечной недостаточности. В соответствии с общепринятой классификацией, дистанция менее 150 метров соответствует функциональному классу II, который характеризуется некоторыми ограничениями в физической активности, но при этом пациент способен выполнять обычные физические нагрузки без значительного дискомфорта[5].

Таким образом, правильным ответом является В - II функциональный класс хронической сердечной недостаточности.

Citations:
[1] https://ardenium.ru/kardiologiya/gipertoniya/izolirovannaya-sistolicheskaya/
[2] http://dgbksl.ru/patients/pamyatki/64-sakharnyj-diabet-mify-i-realnost
[3] https://www.1spbgmu.ru/images/home/universitet/Struktura/Kafedry/Kaf_normalnoi_fiziologii/2016/%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D1%8F_%D1%84%D0%B8%D0%B7%D0%B8%D0%BB%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F_%D1%81%D0%B5%D1%80%D0%B4%D1%86%D0%B0_%D0%B4%D0%BB%D1%8F_%D1%81%D1%82%D0%BE%D0%BC%D0%B0%D1%82_2016.pdf
[4] http://elar.ssmu.ru/bitstream/20.500.12701/3211/1/tut_ssmu-2019-28.pdf
[5] https://servier.ru/stati/saharnyiy-diabet-2-tipa-bolezn-obraza-zhizni/",-1
31,"СИМПТОМЫ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ ОТМЕЧАЮТСЯ В ПОКОЕ И РЕЗКО ВОЗРАСТАЮТ ПРИ МИНИМАЛЬНОЙ ФИЗИЧЕСКОЙ АКТИВНОСТИ ПРИ ___ ФУНКЦИОНАЛЬНОМ КЛАССЕ ХРОНИЧЕСКОЙ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ
А IV
Б I
В III
Г II",А IV ,"Симптомы сердечной недостаточности отмечаются в покое и резко возрастают при минимальной физической активности при II функциональном классе хронической сердечной недостаточности (Г).

Второй функциональный класс хронической сердечной недостаточности характеризуется появлением симптомов при незначительной физической активности, включая минимальную физическую активность, в то время как в покое симптомы могут быть менее выраженными. Поэтому, при II функциональном классе сердечной недостаточности, симптомы возрастают при минимальной физической активности.

Таким образом, правильным ответом является Г - II функциональный класс хронической сердечной недостаточности.

Citations:
[1] https://cyberleninka.ru/article/n/diagnosticheskie-prognosticheskie-i-terapevticheskie-vozmozhnosti-ispolzovaniya-testa-6-minutnoy-hodby-u-patsientov-s-hronicheskoy
[2] https://gospital.by/images/shkala_kardio.pdf
[3] https://www.cardio.by/files/299/nrhsn.pdf
[4] http://www.ph-association.ru/about/articles/test-6-minutnoy-khodby/
[5] https://diseases.medelement.com/disease/%D1%85%D1%80%D0%BE%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F-%D1%81%D0%B5%D1%80%D0%B4%D0%B5%D1%87%D0%BD%D0%B0%D1%8F-%D0%BD%D0%B5%D0%B4%D0%BE%D1%81%D1%82%D0%B0%D1%82%D0%BE%D1%87%D0%BD%D0%BE%D1%81%D1%82%D1%8C/13704",-1
32,"ПЕРФУЗИОННАЯ СЦИНТИГРАФИЯ ЛЕГКИХ ЯВЛЯЕТСЯ НАИБОЛЕЕ ИНФОРМАТИВНОЙ ПРИ
А пороках со сбросом крови справа-налево
Б тромбоэмболии легочной артерии
В пороках со сбросом крови слева-направо
Г хронической обструктивной болезни легких",Б тромбоэмболии легочной артерии,"ПЕРФУЗИОННАЯ СЦИНТИГРАФИЯ ЛЕГКИХ ЯВЛЯЕТСЯ НАИБОЛЕЕ ИНФОРМАТИВНОЖ ПРИ тромбоэмболии легочной артерии (Б).

Перфузионная сцинтиграфия легких является наиболее информативной при подозрении на тромбоэмболию легочной артерии. Этот метод позволяет оценить перфузию легких и выявить нарушения кровотока, что является ключевым при диагностике тромбоэмболии легочной артерии[5].

Пороки со сбросом крови справа-налево (А) и слева-направо (В) обычно диагностируются другими методами, такими как ультразвуковое исследование или ангиография. Хроническая обструктивная болезнь легких (Г) обычно характеризуется другими признаками и методами диагностики, такими как спирометрия и клинические симптомы.

Таким образом, правильным ответом является Б - перфузионная сцинтиграфия легких является наиболее информативной при тромбоэмболии легочной артерии.

Citations:
[1] https://iz.ru/1455485/veronika-kulakova/lechebnaia-trevoga-patcienty-s-rasseiannym-sklerozom-mogut-ostatsia-bez-terapii
[2] https://newday-clinic.ru/rassejannyj_skleroz
[3] https://mcvl.ru/blog/10_rules
[4] https://www.dikul.net/wiki/rassejannyj-skleroz/
[5] https://7010303.ru/zabolevanija/rasseyannyj-skleroz/",1
33,"ДИСТАНЦИЯ ШЕСТИМИНУТНОЙ ХОДЬБЫ 426-550 М СООТВЕТСТВУЕТ _____ ФУНКЦИОНАЛЬНОМУ КЛАССУ ХРОНИЧЕСКОЙ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ
А II
Б III
В IV
Г I",Г I ,"Дистанция шестиминутной ходьбы 426-550 м соответствует I функциональному классу хронической сердечной недостаточности (Г).

Согласно предоставленным источникам, дистанция шестиминутной ходьбы в диапазоне 426-550 метров соответствует I функциональному классу хронической сердечной недостаточности[1][2][4]. Это означает, что пациент может выполнять обычную физическую активность, но при этом могут появляться симптомы сердечной недостаточности.

Дистанция 301-425 метров соответствует II функциональному классу (А), 151-300 метров - III функциональному классу (Б), а менее 150 метров - IV функциональному классу (В).

Таким образом, правильным ответом является Г - дистанция шестиминутной ходьбы 426-550 м соответствует I функциональному классу хронической сердечной недостаточности.

Citations:
[1] https://www.zdrav.kz/special/test-s-6-minutnoy-hodboy
[2] https://www.scrb.by/informatsiya/zdorovyj-obraz-zhizni/profilaktika-boleznej-sistemy-krovoobrashcheniya/930-cerdechnaya-nedostatochnost-osobennosti-zabolevaniya
[3] http://www.ph-association.ru/about/articles/test-6-minutnoy-khodby/
[4] https://diseases.medelement.com/disease/%D1%85%D1%80%D0%BE%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F-%D1%81%D0%B5%D1%80%D0%B4%D0%B5%D1%87%D0%BD%D0%B0%D1%8F-%D0%BD%D0%B5%D0%B4%D0%BE%D1%81%D1%82%D0%B0%D1%82%D0%BE%D1%87%D0%BD%D0%BE%D1%81%D1%82%D1%8C/13704
[5] https://www.cardio.by/files/299/nrhsn.pdf",1
34,"ПРИ ПРОВЕДЕНИИ ВЕЛОЭРГОМЕТРИИ КРИТЕРИЕМ ПОЛОЖИТЕЛЬНОЙ ПРОБЫ В ДИАГНОСТИКЕ ИШЕМИЧЕСКОЙ БОЛЕЗНИ СЕРДЦА ЯВЛЯЕТСЯ
А горизонтальная элевация сегмента ST менее 1,0 мм
Б горизонтальное или косонисходящее смещение сегмента ST на 1,0 мм и более, либо его подъем на 1,5 мм и более, протяженностью не менее 0,08 с от точки g
В появление признаков АВ блокады
Г при появлении частых (1:10) экстрасистол и другие нарушения возбудимости миокарда","Б горизонтальное или косонисходящее смещение сегмента ST на 1,0 мм и более, либо его подъем на 1,5 мм и более, протяженностью не менее 0,08 с от точки g ","ПРИ ПРОВЕДЕНИИ ВЕЛОЭРГОМЕТРИИ КРИТЕРИЕМ ПОЛОЖИТЕЛЬНОЙ ПРОБЫ В ДИАГНОСТИКЕ ИШЕМИЧЕСКОЙ БОЛЕЗНИ СЕРДЦА ЯВЛЯЕТСЯ горизонтальное или косонисходящее смещение сегмента ST на 1,0 мм и более, либо его подъем на 1,5 мм и более, протяженностью не менее 0,08 с от точки g (Б).

Велоэргометрия - это метод оценки функционального состояния сердца и легких, который измеряет изменение давления в артериях при физической нагрузке. В диагностике ишемической болезни сердца критерий положительной пробы в велоэргометрии является изменением электрокардиограммы (ЭКГ) при физической нагрузке. Это может включать в себя горизонтальное или косонисходящее смещение сегмента ST на 1,0 мм и более, либо его подъем на 1,5 мм и более, протяженностью не менее 0,08 с от точки g[5].

Горизонтальная элевация сегмента ST менее 1,0 мм (А) не является критерием положительной пробы в диагностике ишемической болезни сердца. Появление признаков АВ блокады (В) может быть связано с ишемической болезнью сердца, но не является критерием положительной пробы в велоэргометрии. Появление частых экстрасистол и других нарушений возбудимости миокарда (Г) также может быть связано с ишемической болезнью сердца, но не является критерием положительной пробы в велоэргометрии.

Таким образом, правильным ответом является Б - горизонтальное или косонисходящее смещение сегмента ST на 1,0 мм и более, либо его подъем на 1,5 мм и более, протяженностью не менее 0,08 с от точки g.

Citations:
[1] https://iz.ru/1455485/veronika-kulakova/lechebnaia-trevoga-patcienty-s-rasseiannym-sklerozom-mogut-ostatsia-bez-terapii
[2] http://www.ph-association.ru/about/articles/test-6-minutnoy-khodby/
[3] https://7010303.ru/zabolevanija/rasseyannyj-skleroz/
[4] https://budget.rk.ifinmon.ru/byudzhet-dlya-grazhdan/svedeniya-o-mezhbyudzhetnykh-otnosheniyakh/istochniki-predostavleniya-mezhbyudzhetnykh-transfertov
[5] https://mcvl.ru/blog/10_rules",1
